HOLE_ID,FROM,TO,LITH,VEIN
CH01815,2.1,4.9,QV,V2
CH01815,4.9,6.45,BX,V2
CH01815,6.45,6.6,AND,
CH01816,0.0,1.45,BX,V2
CH01816,1.45,4.05,QV,V2
CH01816,4.05,5.42,BX,V2
CH01817,0.0,0.35,AND,
CH01817,0.35,1.9,BX,V2
CH01817,1.9,4.4,QV,V2
CH01817,4.4,5.61,BX,V2
CH01818,0.0,1.4,BX,V2
CH01818,1.4,3.85,QV,V2
CH01818,3.85,5.35,BX,V2
CH01818,5.35,5.48,AND,
CH01819,0.0,1.45,BX,V2
CH01819,1.45,3.9,QV,V2
CH01819,3.9,5.4,BX,V2
CH01819,5.4,6.02,AND,
CH01820,0.0,0.25,AND,
CH01820,0.25,1.8,BX,V2
CH01820,1.8,4.15,QV,V2
CH01820,4.15,4.88,BX,V2
CH01821,0.0,1.55,BX,V2
CH01821,1.55,3.85,QV,V2
CH01821,3.85,5.35,BX,V2
CH01821,5.35,6.16,AND,
CH01822,0.0,1.35,BX,V2
CH01822,1.35,3.55,QV,V2
CH01822,3.55,5.1,BX,V2
CH01822,5.1,5.26,AND,
CH01823,0.0,0.25,AND,
CH01823,0.25,1.8,BX,V2
CH01823,1.8,4.0,QV,V2
CH01823,4.0,5.55,BX,V2
CH01823,5.55,6.01,AND,
CH01824,0.0,0.2,AND,
CH01824,0.2,1.75,BX,V2
CH01824,1.75,3.85,QV,V2
CH01824,3.85,5.06,BX,V2
CH01825,0.0,1.4,BX,V2
CH01825,1.4,3.4,QV,V2
CH01825,3.4,4.95,BX,V2
CH01825,4.95,5.87,AND,
CH01826,0.0,1.35,BX,V2
CH01826,1.35,3.25,QV,V2
CH01826,3.25,4.8,BX,V2
CH01826,4.8,4.97,AND,
CH01827,0.0,1.5,BX,V2
CH01827,1.5,3.3,QV,V2
CH01827,3.3,4.85,BX,V2
CH01827,4.85,5.09,AND,
CH01828,0.0,0.4,AND,
CH01828,0.4,1.95,BX,V2
CH01828,1.95,3.65,QV,V2
CH01828,3.65,5.15,BX,V2
CH01828,5.15,5.4,AND,
CH01829,0.0,1.3,BX,V2
CH01829,1.3,2.9,QV,V2
CH01829,2.9,4.4,BX,V2
CH01829,4.4,5.18,AND,
CH01830,0.0,0.25,AND,
CH01830,0.25,1.75,BX,V2
CH01830,1.75,3.25,QV,V2
CH01830,3.25,4.75,BX,V2
CH01830,4.75,5.37,AND,
CH01831,0.0,0.05,AND,
CH01831,0.05,1.55,BX,V2
CH01831,1.55,2.9,QV,V2
CH01831,2.9,4.45,BX,V2
CH01831,4.45,4.71,AND,
CH01832,0.0,0.2,AND,
CH01832,0.2,1.75,BX,V2
CH01832,1.75,3.05,QV,V2
CH01832,3.05,4.6,BX,V2
CH01832,4.6,4.98,AND,
CH01833,0.0,0.2,AND,
CH01833,0.2,1.7,BX,V2
CH01833,1.7,2.9,QV,V2
CH01833,2.9,4.45,BX,V2
CH01833,4.45,4.85,AND,
CH01834,0.0,1.3,BX,V2
CH01834,1.3,2.45,QV,V2
CH01834,2.45,4.0,BX,V2
CH01834,4.0,4.04,AND,
CH01835,0.0,1.5,BX,V2
CH01835,1.5,2.6,QV,V2
CH01835,2.6,3.88,BX,V2
CH01836,0.0,1.35,BX,V2
CH01836,1.35,2.4,QV,V2
CH01836,2.4,3.9,BX,V2
CH01836,3.9,4.53,AND,
CH01837,0.0,0.35,AND,
CH01837,0.35,1.85,BX,V2
CH01837,1.85,2.85,QV,V2
CH01837,2.85,3.76,BX,V2
CH01838,0.0,1.5,BX,V2
CH01838,1.5,2.4,QV,V2
CH01838,2.4,3.87,BX,V2
CH01839,0.0,1.3,BX,V2
CH01839,1.3,2.15,QV,V2
CH01839,2.15,3.7,BX,V2
CH01839,3.7,4.63,AND,
CH01840,0.0,0.55,AND,
CH01840,0.55,2.05,BX,V2
CH01840,2.05,2.85,QV,V2
CH01840,2.85,3.96,BX,V2
CH01841,0.0,0.35,AND,
CH01841,0.35,1.9,BX,V2
CH01841,1.9,2.65,QV,V2
CH01841,2.65,3.96,BX,V2
CH01842,0.0,0.55,AND,
CH01842,0.55,2.1,BX,V2
CH01842,2.1,2.85,QV,V2
CH01842,2.85,4.33,BX,V2
CH01843,0.0,1.4,BX,V2
CH01843,1.4,2.1,QV,V2
CH01843,2.1,3.55,BX,V2
CH01843,3.55,3.62,AND,
CH01844,0.0,0.15,AND,
CH01844,0.15,1.65,BX,V2
CH01844,1.65,2.25,QV,V2
CH01844,2.25,3.28,BX,V2
CH01845,0.0,0.5,AND,
CH01845,0.5,2.0,BX,V2
CH01845,2.0,2.55,QV,V2
CH01845,2.55,4.05,BX,V2
CH01845,4.05,4.44,AND,
CH01846,0.0,1.3,BX,V2
CH01846,1.3,1.8,QV,V2
CH01846,1.8,3.12,BX,V2
CH01847,0.0,0.35,AND,
CH01847,0.35,1.85,BX,V2
CH01847,1.85,2.25,QV,V2
CH01847,2.25,3.45,BX,V2
CH01848,0.0,1.4,BX,V2
CH01848,1.4,1.8,QV,V2
CH01848,1.8,3.3,BX,V2
CH01848,3.3,3.92,AND,
CH01849,0.0,1.4,BX,V1
CH01849,1.4,3.6,QV,V1
CH01849,3.6,5.15,BX,V1
CH01849,5.15,5.52,AND,
CH01850,0.0,1.4,BX,V1
CH01850,1.4,3.75,QV,V1
CH01850,3.75,4.88,BX,V1
CH01851,0.0,0.25,AND,
CH01851,0.25,1.8,BX,V1
CH01851,1.8,4.3,QV,V1
CH01851,4.3,5.9,BX,V1
CH01851,5.9,6.02,AND,
CH01852,0.0,1.25,BX,V1
CH01852,1.25,3.8,QV,V1
CH01852,3.8,5.4,BX,V1
CH01852,5.4,6.24,AND,
CH01853,0.0,1.5,BX,V1
CH01853,1.5,4.1,QV,V1
CH01853,4.1,5.45,BX,V1
CH01854,0.0,1.55,BX,V1
CH01854,1.55,4.2,QV,V1
CH01854,4.2,5.63,BX,V1
CH01855,0.0,1.45,BX,V1
CH01855,1.45,4.05,QV,V1
CH01855,4.05,5.6,BX,V1
CH01855,5.6,6.08,AND,
CH01856,0.0,1.15,BX,V1
CH01856,1.15,3.7,QV,V1
CH01856,3.7,5.3,BX,V1
CH01856,5.3,5.46,AND,
CH01857,0.0,1.45,BX,V1
CH01857,1.45,3.9,QV,V1
CH01857,3.9,5.5,BX,V1
CH01857,5.5,5.83,AND,
CH01858,0.0,0.9,BX,V1
CH01858,0.9,3.3,QV,V1
CH01858,3.3,4.87,BX,V1
CH01859,0.0,1.45,BX,V1
CH01859,1.45,3.8,QV,V1
CH01859,3.8,5.15,BX,V1
CH01860,0.0,0.9,BX,V1
CH01860,0.9,3.15,QV,V1
CH01860,3.15,4.7,BX,V1
CH01860,4.7,5.98,AND,
CH01861,0.0,1.25,BX,V1
CH01861,1.25,3.45,QV,V1
CH01861,3.45,4.99,BX,V1
CH01862,0.0,1.5,BX,V1
CH01862,1.5,3.65,QV,V1
CH01862,3.65,5.25,BX,V1
CH01862,5.25,5.93,AND,
CH01863,0.0,1.15,BX,V1
CH01863,1.15,3.3,QV,V1
CH01863,3.3,4.85,BX,V1
CH01863,4.85,5.71,AND,
CH01864,0.0,1.25,BX,V1
CH01864,1.25,3.35,QV,V1
CH01864,3.35,4.95,BX,V1
CH01864,4.95,5.07,AND,
CH01865,0.0,0.05,AND,
CH01865,0.05,1.65,BX,V1
CH01865,1.65,3.75,QV,V1
CH01865,3.75,5.01,BX,V1
CH01866,0.0,1.4,BX,V1
CH01866,1.4,3.5,QV,V1
CH01866,3.5,5.1,BX,V1
CH01866,5.1,5.8,AND,
CH01867,0.0,1.25,BX,V1
CH01867,1.25,3.4,QV,V1
CH01867,3.4,5.0,BX,V1
CH01867,5.0,5.23,AND,
CH01868,0.0,1.35,BX,V1
CH01868,1.35,3.55,QV,V1
CH01868,3.55,4.74,BX,V1
CH01869,0.0,0.2,AND,
CH01869,0.2,1.8,BX,V1
CH01869,1.8,4.05,QV,V1
CH01869,4.05,5.65,BX,V1
CH01869,5.65,6.06,AND,
CH01870,0.0,1.55,BX,V1
CH01870,1.55,3.8,QV,V1
CH01870,3.8,5.4,BX,V1
CH01870,5.4,6.06,AND,
CH01871,0.0,0.3,AND,
CH01871,0.3,1.9,BX,V1
CH01871,1.9,4.15,QV,V1
CH01871,4.15,5.57,BX,V1
CH01872,0.0,1.35,BX,V1
CH01872,1.35,3.65,QV,V1
CH01872,3.65,4.96,BX,V1
CH01873,0.0,1.4,BX,V1
CH01873,1.4,3.65,QV,V1
CH01873,3.65,4.94,BX,V1
CH01874,0.0,1.35,BX,V1
CH01874,1.35,3.6,QV,V1
CH01874,3.6,5.2,BX,V1
CH01874,5.2,5.76,AND,
CH01875,0.0,1.6,BX,V1
CH01875,1.6,3.85,QV,V1
CH01875,3.85,5.2,BX,V1
CH01876,0.0,1.15,BX,V1
CH01876,1.15,3.4,QV,V1
CH01876,3.4,4.95,BX,V1
CH01876,4.95,5.19,AND,
CH01877,0.0,0.2,AND,
CH01877,0.2,1.75,BX,V1
CH01877,1.75,4.0,QV,V1
CH01877,4.0,4.85,BX,V1
CH01878,0.0,1.1,BX,V1
CH01878,1.1,3.35,QV,V1
CH01878,3.35,4.9,BX,V1
CH01878,4.9,5.95,AND,
CH01879,0.0,0.1,AND,
CH01879,0.1,1.65,BX,V1
CH01879,1.65,3.9,QV,V1
CH01879,3.9,5.0,BX,V1
CH01880,0.0,0.1,AND,
CH01880,0.1,1.65,BX,V1
CH01880,1.65,3.9,QV,V1
CH01880,3.9,5.5,BX,V1
CH01880,5.5,5.59,AND,
CH01881,0.0,1.45,BX,V1
CH01881,1.45,3.75,QV,V1
CH01881,3.75,5.2,BX,V1
CH01882,0.0,1.55,BX,V1
CH01882,1.55,3.95,QV,V1
CH01882,3.95,4.94,BX,V1
CH01883,0.0,1.55,BX,V1
CH01883,1.55,4.0,QV,V1
CH01883,4.0,5.51,BX,V1
CH01884,0.0,0.9,BX,V1
CH01884,0.9,3.4,QV,V1
CH01884,3.4,4.95,BX,V1
CH01884,4.95,5.1,AND,
CH01885,0.0,1.1,BX,V1
CH01885,1.1,3.6,QV,V1
CH01885,3.6,5.15,BX,V1
CH01885,5.15,5.38,AND,
CH01886,0.0,1.0,BX,V1
CH01886,1.0,3.45,QV,V1
CH01886,3.45,5.05,BX,V1
CH01886,5.05,5.5,AND,
CH01887,0.0,1.15,BX,V1
CH01887,1.15,3.75,QV,V1
CH01887,3.75,5.35,BX,V1
CH01887,5.35,6.27,AND,
CH01888,0.0,1.1,BX,V1
CH01888,1.1,3.55,QV,V1
CH01888,3.55,5.1,BX,V1
CH01888,5.1,5.93,AND,
CH01889,0.0,1.15,BX,V1
CH01889,1.15,3.45,QV,V1
CH01889,3.45,5.0,BX,V1
CH01889,5.0,5.52,AND,
CH01890,0.0,1.0,BX,V1
CH01890,1.0,3.1,QV,V1
CH01890,3.1,4.65,BX,V1
CH01890,4.65,5.54,AND,
CH01891,0.0,0.85,BX,V1
CH01891,0.85,2.85,QV,V1
CH01891,2.85,4.45,BX,V1
CH01891,4.45,5.82,AND,
CH01892,0.0,0.8,BX,V1
CH01892,0.8,2.65,QV,V1
CH01892,2.65,4.2,BX,V1
CH01892,4.2,5.52,AND,
CH01893,0.0,1.4,BX,V1
CH01893,1.4,3.1,QV,V1
CH01893,3.1,4.57,BX,V1
CH01894,0.0,0.85,BX,V1
CH01894,0.85,2.4,QV,V1
CH01894,2.4,3.95,BX,V1
CH01894,3.95,4.74,AND,
CH01895,0.0,0.65,BX,V1
CH01895,0.65,2.05,QV,V1
CH01895,2.05,3.6,BX,V1
CH01895,3.6,4.2,AND,
CH01896,0.0,1.2,BX,V1
CH01896,1.2,2.55,QV,V1
CH01896,2.55,4.1,BX,V1
CH01896,4.1,4.4,AND,
CH01897,0.0,1.4,BX,V1
CH01897,1.4,2.7,QV,V1
CH01897,2.7,4.25,BX,V1
CH01897,4.25,4.31,AND,
CH01898,0.0,0.9,BX,V1
CH01898,0.9,2.2,QV,V1
CH01898,2.2,3.75,BX,V1
CH01898,3.75,4.96,AND,
CH01899,0.0,1.25,BX,V1
CH01899,1.25,2.65,QV,V1
CH01899,2.65,4.15,BX,V1
CH01899,4.15,4.79,AND,
CH01900,0.0,0.9,BX,V1
CH01900,0.9,2.35,QV,V1
CH01900,2.35,3.9,BX,V1
CH01900,3.9,4.76,AND,
CH01901,0.0,1.1,BX,V1
CH01901,1.1,2.7,QV,V1
CH01901,2.7,4.25,BX,V1
CH01901,4.25,4.5,AND,
CH01902,0.0,1.25,BX,V1
CH01902,1.25,3.0,QV,V1
CH01902,3.0,4.5,BX,V1
CH01902,4.5,4.75,AND,
CH01903,0.0,0.85,BX,V1
CH01903,0.85,2.75,QV,V1
CH01903,2.75,4.3,BX,V1
CH01903,4.3,4.55,AND,
CH01904,0.0,1.4,BX,V1
CH01904,1.4,3.5,QV,V1
CH01904,3.5,5.0,BX,V1
CH01904,5.0,5.32,AND,
CH01905,0.0,1.45,BX,V1
CH01905,1.45,3.75,QV,V1
CH01905,3.75,5.07,BX,V1
CH01906,0.0,1.0,BX,V1
CH01906,1.0,3.5,QV,V1
CH01906,3.5,5.07,BX,V1
CH01907,0.0,1.15,BX,V1
CH01907,1.15,3.75,QV,V1
CH01907,3.75,5.25,BX,V1
CH01907,5.25,6.48,AND,
CH01908,0.0,1.5,BX,V1
CH01908,1.5,4.2,QV,V1
CH01908,4.2,5.22,BX,V1
CH01909,0.0,1.15,BX,V1
CH01909,1.15,3.8,QV,V1
CH01909,3.8,5.35,BX,V1
CH01909,5.35,5.95,AND,
CH01910,0.0,1.35,BX,V1
CH01910,1.35,3.95,QV,V1
CH01910,3.95,5.22,BX,V1
CH01911,0.0,1.35,BX,V1
CH01911,1.35,3.8,QV,V1
CH01911,3.8,5.35,BX,V1
CH01911,5.35,6.27,AND,
CH01912,0.0,0.1,AND,
CH01912,0.1,1.65,BX,V1
CH01912,1.65,3.95,QV,V1
CH01912,3.95,5.49,BX,V1
CH01913,0.0,1.4,BX,V1
CH01913,1.4,3.55,QV,V1
CH01913,3.55,4.81,BX,V1
CH01914,0.0,1.45,BX,V1
CH01914,1.45,3.5,QV,V1
CH01914,3.5,5.0,BX,V1
CH01914,5.0,5.55,AND,
CH01915,0.0,1.2,BX,V1
CH01915,1.2,3.1,QV,V1
CH01915,3.1,4.61,BX,V1
CH01916,0.0,1.2,BX,V1
CH01916,1.2,3.0,QV,V1
CH01916,3.0,4.41,BX,V1
CH01917,0.0,0.9,BX,V1
CH01917,0.9,2.65,QV,V1
CH01917,2.65,4.2,BX,V1
CH01917,4.2,5.53,AND,
CH01918,0.0,1.05,BX,V1
CH01918,1.05,2.8,QV,V1
CH01918,2.8,4.35,BX,V1
CH01918,4.35,5.18,AND,
CH01919,0.0,1.45,BX,V1
CH01919,1.45,3.25,QV,V1
CH01919,3.25,4.52,BX,V1
CH01920,0.0,1.45,BX,V1
CH01920,1.45,3.3,QV,V1
CH01920,3.3,4.69,BX,V1
CH01921,0.0,1.2,BX,V1
CH01921,1.2,3.2,QV,V1
CH01921,3.2,4.3,BX,V1
CH01921,4.3,4.5,QV,V4
CH01922,0.0,1.5,BX,V1
CH01922,1.5,2.45,QV,V1
CH01922,2.45,3.1,QV,V4
CH01922,3.1,3.65,QV,V1
CH01922,3.65,5.15,BX,V1
CH01922,5.15,5.8,AND,
CH01923,0.0,0.55,BX,V1
CH01923,0.55,1.25,QV,V4
CH01923,1.25,1.4,BX,V1
CH01923,1.4,3.7,QV,V1
CH01923,3.7,5.14,BX,V1
CH01924,0.0,1.0,BX,V1
CH01924,1.0,3.5,QV,V1
CH01924,3.5,5.05,BX,V1
CH01924,5.05,6.41,AND,
CH01925,0.0,1.2,BX,V1
CH01925,1.2,3.9,QV,V1
CH01925,3.9,5.45,BX,V1
CH01925,5.45,5.74,AND,
CH01926,0.0,0.95,BX,V1
CH01926,0.95,3.9,QV,V1
CH01926,3.9,5.45,BX,V1
CH01926,5.45,6.29,AND,
CH01927,0.0,0.15,AND,
CH01927,0.15,1.7,BX,V1
CH01927,1.7,4.75,QV,V1
CH01927,4.75,5.61,BX,V1
CH01928,0.0,0.8,BX,V1
CH01928,0.8,3.95,QV,V1
CH01928,3.95,5.5,BX,V1
CH01928,5.5,5.75,AND,
CH01929,0.0,1.4,BX,V1
CH01929,1.4,4.65,QV,V1
CH01929,4.65,5.74,BX,V1
CH01930,0.0,0.1,AND,
CH01930,0.1,1.6,BX,V1
CH01930,1.6,4.85,QV,V1
CH01930,4.85,6.35,BX,V1
CH01930,6.35,6.63,AND,
CH01931,0.0,1.35,BX,V1
CH01931,1.35,4.55,QV,V1
CH01931,4.55,6.1,BX,V1
CH01931,6.1,6.76,AND,
CH01932,0.0,1.3,BX,V1
CH01932,1.3,4.4,QV,V1
CH01932,4.4,5.95,BX,V1
CH01932,5.95,6.91,AND,
CH01933,0.0,1.15,BX,V1
CH01933,1.15,4.15,QV,V1
CH01933,4.15,5.65,BX,V1
CH01933,5.65,6.13,AND,
CH01934,0.0,0.05,AND,
CH01934,0.05,1.55,BX,V1
CH01934,1.55,4.45,QV,V1
CH01934,4.45,5.89,BX,V1
CH01935,0.0,1.45,BX,V1
CH01935,1.45,4.15,QV,V1
CH01935,4.15,5.7,BX,V1
CH01935,5.7,6.22,AND,
CH01936,0.0,1.25,BX,V1
CH01936,1.25,3.8,QV,V1
CH01936,3.8,5.3,BX,V1
CH01936,5.3,5.74,AND,
CH01937,0.0,0.1,AND,
CH01937,0.1,1.65,BX,V1
CH01937,1.65,4.0,QV,V1
CH01937,4.0,5.55,BX,V1
CH01937,5.55,5.86,AND,
CH01938,0.0,1.15,BX,V1
CH01938,1.15,3.35,QV,V1
CH01938,3.35,4.9,BX,V1
CH01938,4.9,5.82,AND,
CH01939,0.0,1.1,BX,V1
CH01939,1.1,3.15,QV,V1
CH01939,3.15,4.65,BX,V1
CH01939,4.65,4.86,AND,
CH01940,0.0,0.45,AND,
CH01940,0.45,1.95,BX,V1
CH01940,1.95,3.85,QV,V1
CH01940,3.85,4.65,BX,V1
CH01941,0.0,0.15,AND,
CH01941,0.15,1.7,BX,V1
CH01941,1.7,3.5,QV,V1
CH01941,3.5,5.05,BX,V1
CH01941,5.05,5.56,AND,
CH01942,0.0,0.35,AND,
CH01942,0.35,1.9,BX,V1
CH01942,1.9,3.6,QV,V1
CH01942,3.6,5.15,BX,V1
CH01942,5.15,5.54,AND,
CH01943,0.0,0.15,AND,
CH01943,0.15,1.7,BX,V1
CH01943,1.7,3.35,QV,V1
CH01943,3.35,4.9,BX,V1
CH01943,4.9,5.17,AND,
CH01944,0.0,0.05,AND,
CH01944,0.05,1.6,BX,V1
CH01944,1.6,3.15,QV,V1
CH01944,3.15,4.7,BX,V1
CH01944,4.7,5.43,AND,
CH01945,0.0,0.5,AND,
CH01945,0.5,2.05,BX,V1
CH01945,2.05,3.6,QV,V1
CH01945,3.6,4.58,BX,V1
CH01946,0.0,1.35,BX,V1
CH01946,1.35,2.95,QV,V1
CH01946,2.95,4.5,BX,V1
CH01946,4.5,4.65,AND,
CH01947,0.0,1.35,BX,V1
CH01947,1.35,2.95,QV,V1
CH01947,2.95,4.5,BX,V1
CH01947,4.5,5.21,AND,
CH01948,0.0,0.55,AND,
CH01948,0.55,2.1,BX,V1
CH01948,2.1,3.75,QV,V1
CH01948,3.75,5.3,BX,V1
CH01948,5.3,5.58,AND,
CH01949,0.0,1.5,BX,V1
CH01949,1.5,3.25,QV,V1
CH01949,3.25,4.8,BX,V1
CH01949,4.8,5.04,AND,
CH01950,0.0,1.2,BX,V1
CH01950,1.2,3.1,QV,V1
CH01950,3.1,4.48,BX,V1
CH01951,0.0,0.45,AND,
CH01951,0.45,2.0,BX,V1
CH01951,2.0,4.1,QV,V1
CH01951,4.1,5.31,BX,V1
CH01952,0.0,1.45,BX,V1
CH01952,1.45,3.75,QV,V1
CH01952,3.75,5.3,BX,V1
CH01952,5.3,5.76,AND,
CH01953,0.0,0.45,AND,
CH01953,0.45,2.0,BX,V1
CH01953,2.0,4.65,QV,V1
CH01953,4.65,5.07,BX,V1
CH01954,0.0,0.4,AND,
CH01954,0.4,1.95,BX,V1
CH01954,1.95,4.9,QV,V1
CH01954,4.9,6.15,BX,V1
CH01955,0.0,0.3,AND,
CH01955,0.3,1.85,BX,V1
CH01955,1.85,5.15,QV,V1
CH01955,5.15,6.71,BX,V1
CH01956,0.0,0.45,AND,
CH01956,0.45,1.95,BX,V1
CH01956,1.95,5.7,QV,V1
CH01956,5.7,7.19,BX,V1
CH01957,0.0,1.15,BX,V1
CH01957,1.15,5.35,QV,V1
CH01957,5.35,6.9,BX,V1
CH01957,6.9,7.33,AND,
CH01958,0.0,0.05,AND,
CH01958,0.05,1.6,BX,V1
CH01958,1.6,6.25,QV,V1
CH01958,6.25,7.44,BX,V1
CH01959,0.0,0.1,AND,
CH01959,0.1,1.65,BX,V1
CH01959,1.65,6.7,QV,V1
CH01959,6.7,7.89,BX,V1
CH01960,0.0,0.1,AND,
CH01960,0.1,1.65,BX,V1
CH01960,1.65,7.15,QV,V1
CH01960,7.15,8.14,BX,V1
CH01961,0.0,0.95,BX,V1
CH01961,0.95,6.8,QV,V1
CH01961,6.8,8.3,BX,V1
CH01961,8.3,8.66,AND,
CH01962,0.0,1.3,BX,V1
CH01962,1.3,7.35,QV,V1
CH01962,7.35,8.9,BX,V1
CH01962,8.9,9.36,AND,
CH01963,0.0,1.5,BX,V1
CH01963,1.5,7.65,QV,V1
CH01963,7.65,9.2,BX,V1
CH01963,9.2,9.44,AND,
CH01964,0.0,1.5,BX,V1
CH01964,1.5,7.65,QV,V1
CH01964,7.65,8.67,BX,V1
CH01965,0.0,1.4,BX,V1
CH01965,1.4,7.4,QV,V1
CH01965,7.4,8.9,BX,V1
CH01965,8.9,9.27,AND,
CH01966,0.0,1.35,BX,V1
CH01966,1.35,7.0,QV,V1
CH01966,7.0,8.55,BX,V1
CH01966,8.55,9.52,AND,
CH01967,0.0,1.45,BX,V1
CH01967,1.45,6.7,QV,V1
CH01967,6.7,7.99,BX,V1
CH01968,0.0,1.05,BX,V1
CH01968,1.05,5.8,QV,V1
CH01968,5.8,7.35,BX,V1
CH01968,7.35,7.89,AND,
CH01969,0.0,1.0,BX,V1
CH01969,1.0,5.3,QV,V1
CH01969,5.3,6.85,BX,V1
CH01969,6.85,7.78,AND,
CH01970,0.0,1.55,BX,V1
CH01970,1.55,5.3,QV,V1
CH01970,5.3,6.8,BX,V1
CH01970,6.8,6.89,AND,
CH01971,0.0,1.5,BX,V1
CH01971,1.5,4.7,QV,V1
CH01971,4.7,5.82,BX,V1
CH01972,0.0,1.35,BX,V1
CH01972,1.35,4.1,QV,V1
CH01972,4.1,5.6,BX,V1
CH01972,5.6,5.86,AND,
CH01973,0.0,0.1,AND,
CH01973,0.1,1.65,BX,V1
CH01973,1.65,4.0,QV,V1
CH01973,4.0,5.5,BX,V1
CH01973,5.5,6.26,AND,
CH01974,0.0,1.25,BX,V1
CH01974,1.25,3.3,QV,V1
CH01974,3.3,4.85,BX,V1
CH01974,4.85,5.34,AND,
CH01975,0.0,0.4,AND,
CH01975,0.4,1.95,BX,V1
CH01975,1.95,3.7,QV,V1
CH01975,3.7,5.2,BX,V1
CH01975,5.2,5.31,AND,
CH01976,0.0,0.05,AND,
CH01976,0.05,1.6,BX,V1
CH01976,1.6,3.1,QV,V1
CH01976,3.1,4.6,BX,V1
CH01976,4.6,4.75,AND,
CH01977,0.0,1.55,BX,V1
CH01977,1.55,2.9,QV,V1
CH01977,2.9,4.4,BX,V1
CH01977,4.4,5.3,AND,
CH01978,0.0,0.35,AND,
CH01978,0.35,1.9,BX,V1
CH01978,1.9,3.15,QV,V1
CH01978,3.15,3.77,BX,V1
CH01979,0.0,1.45,BX,V1
CH01979,1.45,2.6,QV,V1
CH01979,2.6,3.69,BX,V1
CH01980,0.0,1.45,BX,V1
CH01980,1.45,2.55,QV,V1
CH01980,2.55,4.05,BX,V1
CH01980,4.05,4.36,AND,
CH01981,0.0,1.55,BX,V1
CH01981,1.55,2.6,QV,V1
CH01981,2.6,4.15,BX,V1
CH01981,4.15,4.26,AND,
CH01982,0.0,1.5,BX,V1
CH01982,1.5,2.6,QV,V1
CH01982,2.6,4.1,BX,V1
CH01982,4.1,4.39,AND,
CH01983,0.0,0.05,AND,
CH01983,0.05,1.55,BX,V1
CH01983,1.55,2.65,QV,V1
CH01983,2.65,4.2,BX,V1
CH01983,4.2,4.71,AND,
CH01984,0.0,1.2,BX,V1
CH01984,1.2,2.35,QV,V1
CH01984,2.35,3.85,BX,V1
CH01984,3.85,4.54,AND,
CH01985,0.0,0.4,AND,
CH01985,0.4,1.95,BX,V1
CH01985,1.95,3.15,QV,V1
CH01985,3.15,4.31,BX,V1
CH01986,0.0,0.25,AND,
CH01986,0.25,1.75,BX,V1
CH01986,1.75,3.0,QV,V1
CH01986,3.0,4.5,BX,V1
CH01986,4.5,4.59,AND,
CH01987,0.0,1.2,BX,V1
CH01987,1.2,2.55,QV,V1
CH01987,2.55,4.05,BX,V1
CH01987,4.05,4.15,AND,
CH01988,0.0,0.95,BX,V1
CH01988,0.95,2.4,QV,V1
CH01988,2.4,3.9,BX,V1
CH01988,3.9,5.08,AND,
CH01989,0.0,0.25,AND,
CH01989,0.25,1.75,BX,V1
CH01989,1.75,3.3,QV,V1
CH01989,3.3,4.8,BX,V1
CH01989,4.8,4.91,AND,
CH01990,0.0,1.05,BX,V1
CH01990,1.05,2.75,QV,V1
CH01990,2.75,4.25,BX,V1
CH01990,4.25,5.17,AND,
CH01991,0.0,1.5,BX,V1
CH01991,1.5,3.3,QV,V1
CH01991,3.3,4.8,BX,V1
CH01991,4.8,5.21,AND,
CH01992,0.0,0.1,AND,
CH01992,0.1,1.6,BX,V1
CH01992,1.6,3.5,QV,V1
CH01992,3.5,5.05,BX,V1
CH01992,5.05,5.91,AND,
CH01993,0.0,1.2,BX,V1
CH01993,1.2,3.3,QV,V1
CH01993,3.3,4.8,BX,V1
CH01993,4.8,4.94,AND,
CH01994,0.0,0.05,AND,
CH01994,0.05,1.55,BX,V1
CH01994,1.55,3.85,QV,V1
CH01994,3.85,5.35,BX,V1
CH01994,5.35,6.07,AND,
CH01995,0.0,1.35,BX,V1
CH01995,1.35,3.8,QV,V1
CH01995,3.8,5.35,BX,V1
CH01995,5.35,6.28,AND,
CH01996,0.0,0.1,AND,
CH01996,0.1,1.6,BX,V1
CH01996,1.6,4.25,QV,V1
CH01996,4.25,5.75,BX,V1
CH01996,5.75,6.46,AND,
CH01997,0.0,0.9,BX,V1
CH01997,0.9,3.8,QV,V1
CH01997,3.8,5.3,BX,V1
CH01997,5.3,6.48,AND,
CH01998,0.0,0.15,AND,
CH01998,0.15,1.7,BX,V1
CH01998,1.7,4.8,QV,V1
CH01998,4.8,6.33,BX,V1
CH01999,0.0,0.3,AND,
CH01999,0.3,1.8,BX,V1
CH01999,1.8,5.1,QV,V1
CH01999,5.1,6.6,BX,V1
CH01999,6.6,6.94,AND,
CH02000,0.0,1.45,BX,V1
CH02000,1.45,4.9,QV,V1
CH02000,4.9,6.4,BX,V1
CH02000,6.4,6.95,AND,
CH02001,0.0,0.1,AND,
CH02001,0.1,1.65,BX,V1
CH02001,1.65,5.2,QV,V1
CH02001,5.2,6.6,BX,V1
CH02002,0.0,0.9,BX,V1
CH02002,0.9,4.45,QV,V1
CH02002,4.45,5.95,BX,V1
CH02002,5.95,7.21,AND,
CH02003,0.0,1.05,BX,V1
CH02003,1.05,4.65,QV,V1
CH02003,4.65,6.15,BX,V1
CH02003,6.15,6.32,AND,
CH02004,0.0,0.95,BX,V1
CH02004,0.95,4.45,QV,V1
