HOLE_ID,FROM,TO,AU_GPT,AG_GPT,AS_PPM
CH01215,2.38,2.88,50.381,943.64,
CH01215,2.88,3.37,15.019,146.1,
CH01215,3.37,3.86,9.583,31.94,
CH01215,3.86,4.35,5.724,66.14,
CH01215,4.35,5.12,0.091,0.5,
CH01215,5.12,5.9,0.02,0.23,
CH01215,5.9,6.05,0.005,0.18,
CH01216,0.0,1.4,0.029,0.36,
CH01216,1.4,1.91,2.94,18.14,
CH01216,1.91,2.42,3.245,18.01,
CH01216,2.42,2.92,4.577,50.42,
CH01216,2.92,3.43,22.235,254.42,
CH01216,3.43,3.94,5.587,22.11,
CH01216,3.94,4.45,16.732,194.19,
CH01216,4.45,5.22,0.077,0.29,
CH01216,5.22,6.0,0.031,0.24,
CH01216,6.0,6.22,0.005,0.21,
CH01217,0.0,0.35,0.022,0.43,
CH01217,0.35,1.12,0.406,6.48,
CH01217,1.12,1.9,0.315,3.63,
CH01217,1.9,2.43,4.42,32.82,
CH01217,2.43,2.97,4.602,19.77,
CH01217,2.97,3.5,7.704,47.16,
CH01217,3.5,4.03,2.503,24.03,
CH01217,4.03,4.57,2.96,28.6,
CH01217,4.57,5.1,4.303,11.26,
CH01217,5.1,6.22,0.392,1.2,
CH01218,0.0,0.35,0.013,0.11,
CH01218,0.35,1.12,0.089,0.49,
CH01218,1.12,1.9,0.031,0.17,
CH01218,1.9,2.44,2.244,25.65,
CH01218,2.44,2.98,2.572,26.7,
CH01218,2.98,3.53,36.015,153.72,
CH01218,3.53,4.07,2.091,5.58,
CH01218,4.07,4.61,1.066,3.57,
CH01218,4.61,5.15,0.861,2.66,
CH01218,5.15,5.93,0.33,1.17,
CH01218,5.93,6.7,0.091,0.71,
CH01218,6.7,6.83,0.054,1.68,
CH01219,0.0,0.35,0.005,0.25,
CH01219,0.35,1.12,0.074,0.49,
CH01219,1.12,1.9,0.287,1.46,
CH01219,1.9,2.38,4.992,64.27,
CH01219,2.38,2.86,2.104,19.72,
CH01219,2.86,3.34,4.782,22.72,
CH01219,3.34,3.81,6.087,58.97,
CH01219,3.81,4.29,0.298,3.06,
CH01219,4.29,4.77,0.526,1.04,
CH01219,4.77,5.25,2.282,12.08,
CH01219,5.25,6.62,0.292,3.6,
CH01220,0.0,1.35,1.241,5.47,
CH01220,1.35,1.84,4.105,21.63,
CH01220,1.84,2.32,126.245,1810.67,
CH01220,2.32,2.81,3.696,30.99,
CH01220,2.81,3.29,1.88,5.03,
CH01220,3.29,3.78,1.621,3.85,
CH01220,3.78,4.26,4.126,6.99,
CH01220,4.26,4.75,1.615,4.94,
CH01220,4.75,5.52,0.953,17.98,
CH01220,5.52,6.3,0.179,0.58,
CH01220,6.3,6.49,0.011,0.2,
CH01221,0.0,0.05,0.005,0.14,
CH01221,0.05,0.82,0.101,0.73,
CH01221,0.82,1.6,0.16,1.79,
CH01221,1.6,2.09,0.567,1.2,
CH01221,2.09,2.59,5.971,71.83,
CH01221,2.59,3.08,19.509,207.41,
CH01221,3.08,3.57,1.925,3.87,
CH01221,3.57,4.06,9.078,32.78,
CH01221,4.06,4.56,0.807,3.07,
CH01221,4.56,5.05,1.666,14.08,
CH01221,5.05,5.83,0.12,1.12,
CH01221,5.83,6.6,0.044,0.09,
CH01221,6.6,6.88,0.005,0.04,
CH01222,0.0,0.1,0.005,0.11,
CH01222,0.1,0.9,0.032,0.14,
CH01222,0.9,1.7,0.119,1.36,
CH01222,1.7,2.19,2.698,7.73,
CH01222,2.19,2.67,0.527,1.53,
CH01222,2.67,3.16,0.955,4.26,
CH01222,3.16,3.64,5.972,20.1,
CH01222,3.64,4.13,4.046,12.69,
CH01222,4.13,4.61,4.806,24.82,
CH01222,4.61,5.1,0.82,4.11,
CH01222,5.1,6.3,0.038,0.16,
CH01223,0.0,0.78,0.054,1.24,
CH01223,0.78,1.55,0.089,0.88,
CH01223,1.55,2.03,0.382,1.71,
CH01223,2.03,2.51,1.809,9.47,
CH01223,2.51,2.99,7.8,32.18,
CH01223,2.99,3.46,12.214,38.81,
CH01223,3.46,3.94,4.71,23.34,
CH01223,3.94,4.42,0.381,1.96,
CH01223,4.42,4.9,2.583,17.13,
CH01223,4.9,6.01,0.06,0.18,
CH01224,0.0,0.78,0.141,1.54,
CH01224,0.78,1.55,0.03,0.22,
CH01224,1.55,2.01,3.607,17.0,
CH01224,2.01,2.48,1.876,5.82,
CH01224,2.48,2.94,4.728,19.17,
CH01224,2.94,3.41,1.402,7.81,
CH01224,3.41,3.87,4.711,16.83,
CH01224,3.87,4.34,3.015,16.13,
CH01224,4.34,4.8,0.125,0.73,
CH01224,4.8,5.58,0.041,0.4,
CH01224,5.58,6.35,0.013,0.08,
CH01224,6.35,6.6,0.005,0.09,
CH01225,0.0,0.3,0.006,0.89,
CH01225,0.3,1.08,0.288,0.86,
CH01225,1.08,1.85,0.011,0.57,
CH01225,1.85,2.37,0.287,0.96,
CH01225,2.37,2.88,0.471,1.12,
CH01225,2.88,3.4,0.971,1.76,
CH01225,3.4,3.92,4.07,7.95,
CH01225,3.92,4.43,1.386,3.93,
CH01225,4.43,4.95,4.465,34.89,
CH01225,4.95,5.56,0.218,0.84,
CH01226,0.0,0.4,0.013,0.43,
CH01226,0.4,1.18,0.047,0.15,
CH01226,1.18,1.95,0.037,0.52,
CH01226,1.95,2.45,1.466,5.16,
CH01226,2.45,2.95,1.887,4.68,
CH01226,2.95,3.45,2.178,13.54,
CH01226,3.45,3.95,2.87,13.07,
CH01226,3.95,4.45,2.137,14.48,
CH01226,4.45,4.95,0.363,1.16,
CH01226,4.95,6.08,0.04,0.21,
CH01227,0.0,0.75,0.082,0.2,
CH01227,0.75,1.5,0.285,2.76,
CH01227,1.5,1.98,0.644,2.11,
CH01227,1.98,2.47,1.649,3.66,
CH01227,2.47,2.95,1.217,4.88,
CH01227,2.95,3.43,0.839,5.41,
CH01227,3.43,3.92,1.266,3.27,
CH01227,3.92,4.4,0.161,0.51,
CH01227,4.4,5.18,0.076,0.21,
CH01227,5.18,5.95,0.042,0.27,
CH01227,5.95,6.28,0.005,0.58,
CH01228,0.0,0.35,0.005,0.12,
CH01228,0.35,1.12,0.172,1.26,
CH01228,1.12,1.9,0.07,0.67,
CH01228,1.9,2.37,0.539,2.05,
CH01228,2.37,2.83,1.637,3.1,
CH01228,2.83,3.3,1.029,4.65,
CH01228,3.3,3.77,0.177,0.86,
CH01228,3.77,4.23,0.246,0.32,
CH01228,4.23,4.7,0.283,0.65,
CH01228,4.7,5.48,0.112,0.46,
CH01228,5.48,6.25,0.054,0.24,
CH01228,6.25,6.34,0.005,0.49,
CH01229,0.0,1.25,0.676,5.7,
CH01229,1.25,1.72,1.141,5.5,
CH01229,1.72,2.18,4.286,22.59,
CH01229,2.18,2.65,6.848,21.01,
CH01229,2.65,3.12,1.276,3.24,
CH01229,3.12,3.58,0.126,0.36,
CH01229,3.58,4.05,0.109,0.31,
CH01229,4.05,4.82,0.101,0.69,
CH01229,4.82,5.6,0.024,0.46,
CH01229,5.6,6.68,0.013,0.37,
CH01230,0.0,0.4,0.005,0.11,
CH01230,0.4,1.18,0.141,1.07,
CH01230,1.18,1.95,0.017,0.09,
CH01230,1.95,2.42,1.074,7.5,
CH01230,2.42,2.88,12.027,135.5,
CH01230,2.88,3.35,3.357,16.98,
CH01230,3.35,3.82,1.066,1.95,
CH01230,3.82,4.28,0.059,0.19,
CH01230,4.28,4.75,2.556,16.71,
CH01230,4.75,5.54,0.02,0.37,
CH01231,0.0,1.45,1.103,14.0,
CH01231,1.45,1.93,0.488,2.5,
CH01231,1.93,2.42,5.761,36.74,
CH01231,2.42,2.9,2.059,5.22,
CH01231,2.9,3.38,0.102,0.15,
CH01231,3.38,3.87,0.014,0.21,
CH01231,3.87,4.35,1.168,7.03,
CH01231,4.35,5.12,0.024,0.71,
CH01231,5.12,5.9,0.042,0.76,
CH01231,5.9,6.18,0.005,0.2,
CH01232,0.0,0.25,0.005,0.07,
CH01232,0.25,1.0,0.306,1.53,
CH01232,1.0,1.75,0.209,2.11,
CH01232,1.75,2.25,0.442,0.77,
CH01232,2.25,2.75,3.88,36.54,
CH01232,2.75,3.25,7.914,37.99,
CH01232,3.25,3.75,3.769,9.69,
CH01232,3.75,4.25,1.641,12.8,
CH01232,4.25,4.75,0.063,0.3,
CH01232,4.75,6.04,0.05,0.46,
CH01233,0.0,1.45,0.201,0.75,
CH01233,1.45,1.98,0.971,4.79,
CH01233,1.98,2.52,0.361,1.07,
CH01233,2.52,3.05,0.477,1.37,
CH01233,3.05,3.58,5.682,10.53,
CH01233,3.58,4.12,0.495,1.17,
CH01233,4.12,4.65,0.073,0.4,
CH01233,4.65,5.43,0.037,0.2,
CH01233,5.43,6.2,0.106,1.78,
CH01233,6.2,6.4,0.005,0.49,
CH01234,0.0,0.05,0.027,0.25,
CH01234,0.05,0.82,0.221,0.55,
CH01234,0.82,1.6,0.207,0.38,
CH01234,1.6,2.09,1.06,2.94,
CH01234,2.09,2.59,0.175,1.15,
CH01234,2.59,3.08,0.615,6.88,
CH01234,3.08,3.57,1.8,13.23,
CH01234,3.57,4.06,12.718,56.02,
CH01234,4.06,4.56,0.62,4.68,
CH01234,4.56,5.05,0.063,0.59,
CH01234,5.05,5.83,0.007,0.19,
CH01234,5.83,6.6,0.105,1.26,
CH01234,6.6,7.24,0.005,0.64,
CH01235,0.0,0.05,0.012,0.4,
CH01235,0.05,0.82,0.076,0.14,
CH01235,0.82,1.6,0.185,0.47,
CH01235,1.6,2.13,15.072,72.25,
CH01235,2.13,2.66,0.685,4.21,
CH01235,2.66,3.19,0.239,1.99,
CH01235,3.19,3.71,1.941,11.87,
CH01235,3.71,4.24,0.1,0.39,
CH01235,4.24,4.77,1.035,3.57,
CH01235,4.77,5.3,0.252,1.83,
CH01235,5.3,6.08,0.042,0.73,
CH01235,6.08,6.85,0.096,3.79,
CH01235,6.85,7.21,0.016,0.48,
CH01236,0.0,0.1,0.024,0.68,
CH01236,0.1,0.88,0.33,2.81,
CH01236,0.88,1.65,0.227,1.17,
CH01236,1.65,2.16,3.022,26.82,
CH01236,2.16,2.66,28.722,356.85,
CH01236,2.66,3.17,2.946,25.64,
CH01236,3.17,3.68,0.439,5.61,
CH01236,3.68,4.18,0.683,4.33,
CH01236,4.18,4.69,0.736,2.18,
CH01236,4.69,5.19,0.902,2.52,
CH01236,5.19,5.7,0.389,5.75,
CH01236,5.7,6.49,0.044,0.23,
CH01237,0.0,1.35,0.109,0.43,
CH01237,1.35,1.84,0.597,3.28,
CH01237,1.84,2.33,0.37,1.71,
CH01237,2.33,2.82,8.402,90.67,
CH01237,2.82,3.31,3.624,14.86,
CH01237,3.31,3.79,1.379,7.08,
CH01237,3.79,4.28,0.297,1.83,
CH01237,4.28,4.77,0.848,2.96,
CH01237,4.77,5.26,0.251,0.71,
CH01237,5.26,5.75,1.633,8.92,
CH01237,5.75,6.52,0.025,1.57,
CH01237,6.52,7.3,0.096,0.54,
CH01237,7.3,8.23,0.057,1.97,
CH01238,0.0,1.3,0.659,7.06,
CH01238,1.3,1.82,1.209,5.05,
CH01238,1.82,2.34,0.301,0.69,
CH01238,2.34,2.87,0.67,3.25,
CH01238,2.87,3.39,7.399,51.48,
CH01238,3.39,3.91,8.911,46.56,
CH01238,3.91,4.43,9.834,67.31,
CH01238,4.43,4.96,2.028,13.19,
CH01238,4.96,5.48,0.703,3.31,
CH01238,5.48,6.0,0.85,4.81,
CH01238,6.0,7.42,0.02,0.33,
CH01239,0.0,0.05,0.005,0.23,
CH01239,0.05,0.82,0.485,4.71,
CH01239,0.82,1.6,0.048,0.4,
CH01239,1.6,2.1,0.509,1.43,
CH01239,2.1,2.59,0.556,2.86,
CH01239,2.59,3.09,1.418,15.21,
CH01239,3.09,3.58,1.003,7.4,
CH01239,3.58,4.08,12.129,142.19,
CH01239,4.08,4.57,3.421,16.56,
CH01239,4.57,5.07,5.165,28.57,
CH01239,5.07,5.56,0.545,2.93,
CH01239,5.56,6.06,12.925,94.34,
CH01239,6.06,6.55,6.435,85.67,
CH01239,6.55,7.3,0.047,0.15,
CH01239,7.3,8.06,0.046,0.32,
CH01240,0.0,0.2,0.005,0.13,
CH01240,0.2,0.98,0.724,2.75,
CH01240,0.98,1.75,0.377,3.08,
CH01240,1.75,2.26,0.764,3.71,
CH01240,2.26,2.77,6.323,34.69,
CH01240,2.77,3.28,0.844,6.82,
CH01240,3.28,3.79,0.911,3.37,
CH01240,3.79,4.3,0.277,0.74,
CH01240,4.3,4.81,7.44,34.77,
CH01240,4.81,5.32,1.378,6.87,
CH01240,5.32,5.83,6.452,28.93,
CH01240,5.83,6.34,1.039,3.38,
CH01240,6.34,6.85,1.516,5.29,
CH01240,6.85,7.62,0.03,0.56,
CH01240,7.62,8.4,0.084,0.38,
CH01240,8.4,8.89,0.005,0.2,
CH01241,0.0,1.1,1.922,24.75,
CH01241,1.1,1.6,0.786,5.22,
CH01241,1.6,2.09,3.348,48.45,
CH01241,2.09,2.59,5.558,59.11,
CH01241,2.59,3.08,0.764,3.91,
CH01241,3.08,3.58,0.86,7.1,
CH01241,3.58,4.07,1.699,11.42,
CH01241,4.07,4.57,0.972,5.17,
CH01241,4.57,5.06,1.25,3.22,
CH01241,5.06,5.56,0.443,1.16,
CH01241,5.56,6.05,9.569,45.66,
CH01241,6.05,7.47,0.32,1.07,
CH01242,0.0,1.35,1.325,7.35,
CH01242,1.35,1.83,3.183,46.49,
CH01242,1.83,2.31,0.337,1.64,
CH01242,2.31,2.79,1.451,16.91,
CH01242,2.79,3.27,0.465,3.95,
CH01242,3.27,3.75,1.02,7.99,
CH01242,3.75,4.23,3.121,17.49,
CH01242,4.23,4.71,1.368,4.16,
CH01242,4.71,5.19,1.555,7.37,
CH01242,5.19,5.67,9.805,34.81,
CH01242,5.67,6.15,2.549,10.5,
CH01242,6.15,6.93,0.251,1.11,
CH01242,6.93,7.7,0.264,2.97,
CH01242,7.7,8.44,0.005,0.25,
CH01243,0.0,1.4,0.116,0.52,
CH01243,1.4,1.91,4.836,47.4,
CH01243,1.91,2.41,1.125,4.81,
CH01243,2.41,2.92,0.626,5.75,
CH01243,2.92,3.42,4.663,43.57,
CH01243,3.42,3.93,0.223,1.66,
CH01243,3.93,4.43,0.369,1.57,
CH01243,4.43,4.94,2.812,35.22,
CH01243,4.94,5.44,0.747,2.66,
CH01243,5.44,5.95,2.108,8.74,
CH01243,5.95,6.72,0.699,5.19,
CH01243,6.72,7.5,0.575,5.81,
CH01243,7.5,7.73,0.038,0.66,
CH01244,0.0,0.75,2.575,43.36,
CH01244,0.75,1.26,7.151,54.22,
CH01244,1.26,1.76,43.488,605.81,
CH01244,1.76,2.27,4.488,47.46,
CH01244,2.27,2.78,0.987,10.23,
CH01244,2.78,3.28,0.373,6.15,
CH01244,3.28,3.79,0.455,2.91,
CH01244,3.79,4.29,4.562,77.24,
CH01244,4.29,4.8,1.662,17.77,
CH01244,4.8,5.58,0.228,1.07,
CH01244,5.58,6.35,0.72,6.75,
CH01244,6.35,7.45,0.019,0.15,
CH01245,0.0,0.7,0.041,0.12,
CH01245,0.7,1.17,0.22,0.46,
CH01245,1.17,1.64,2.559,16.64,
CH01245,1.64,2.11,13.354,278.05,
CH01245,2.11,2.58,1.121,17.96,
CH01245,2.58,3.04,6.784,108.22,
CH01245,3.04,3.51,1.291,4.51,
CH01245,3.51,3.98,1.581,12.53,
CH01245,3.98,4.45,2.224,20.6,
CH01245,4.45,5.25,0.55,3.6,
CH01245,5.25,6.05,0.134,0.39,
CH01245,6.05,6.37,0.031,0.27,
CH01246,0.0,0.75,0.667,3.97,
CH01246,0.75,1.28,1.713,12.1,
CH01246,1.28,1.82,3.652,28.95,
CH01246,1.82,2.35,22.234,609.9,
CH01246,2.35,2.88,2.12,25.98,
CH01246,2.88,3.42,2.609,18.86,
CH01246,3.42,3.95,1.455,16.86,
CH01246,3.95,4.72,0.175,2.46,
CH01246,4.72,5.5,0.087,1.75,
CH01246,5.5,6.31,0.005,0.05,
CH01247,0.0,1.15,0.237,2.27,
CH01247,1.15,1.61,0.708,3.26,
CH01247,1.61,2.07,0.234,0.49,
CH01247,2.07,2.53,0.81,2.79,
CH01247,2.53,2.98,0.147,1.09,
CH01247,2.98,3.44,1.113,18.18,
CH01247,3.44,3.9,1.058,7.67,
CH01247,3.9,4.68,0.247,2.18,
CH01247,4.68,5.45,0.087,1.99,
CH01247,5.45,5.52,0.005,0.39,
CH01248,0.0,1.45,0.596,10.4,
CH01248,1.45,1.91,0.144,0.16,
CH01248,1.91,2.37,6.293,28.42,
CH01248,2.37,2.83,1.818,8.99,
CH01248,2.83,3.29,2.396,14.04,
CH01248,3.29,3.75,3.974,21.57,
CH01248,3.75,4.74,0.301,2.65,
CH01249,0.0,1.05,0.282,2.13,
CH01249,1.05,1.56,6.758,71.68,
CH01249,1.56,2.08,0.559,1.14,
CH01249,2.08,2.59,0.48,2.68,
CH01249,2.59,3.1,0.502,3.39,
CH01249,3.1,3.9,0.776,8.6,
CH01249,3.9,4.7,0.106,0.81,
CH01249,4.7,4.81,0.039,0.49,
CH01250,0.0,0.8,0.243,3.43,
CH01250,0.8,1.35,1.827,11.75,
CH01250,1.35,1.9,1.969,17.4,
CH01250,1.9,2.45,2.484,9.73,
CH01250,2.45,3.22,0.262,3.77,
CH01250,3.22,4.0,13.689,485.45,
CH01250,4.0,4.74,0.005,0.55,
CH01251,0.0,0.55,0.46,3.69,
CH01251,0.55,1.03,4.123,40.59,
CH01251,1.03,1.52,5.698,39.94,
CH01251,1.52,2.0,1.232,3.3,
CH01251,2.0,2.78,0.478,7.68,
CH01251,2.78,3.55,0.491,3.41,
CH01251,3.55,4.54,0.005,0.27,
CH01252,0.0,1.15,0.266,1.43,
CH01252,1.15,1.57,1.097,4.16,
CH01252,1.57,1.98,2.748,12.76,
CH01252,1.98,2.4,2.47,18.58,
CH01252,2.4,3.18,0.358,1.48,
CH01252,3.18,3.95,0.176,3.66,
CH01252,3.95,4.16,0.019,1.85,
CH01253,0.0,1.2,0.184,1.25,
CH01253,1.2,1.78,1.518,8.22,
CH01253,1.78,2.35,0.821,5.13,
CH01253,2.35,3.12,0.74,7.79,
CH01253,3.12,3.9,3.179,129.07,
CH01253,3.9,4.91,0.019,0.21,
CH01254,0.0,0.75,0.322,3.21,
CH01254,0.75,1.3,0.726,3.19,
CH01254,1.3,1.85,0.588,1.69,
CH01254,1.85,2.62,8.785,110.46,
CH01254,2.62,3.4,1.867,42.77,
CH01254,3.4,4.25,0.007,0.6,
CH01255,0.0,0.95,0.108,0.91,
CH01255,0.95,1.45,0.436,4.33,
CH01255,1.45,1.95,2.22,7.75,
CH01255,1.95,2.72,9.053,90.34,
CH01255,2.72,3.5,0.52,2.37,
CH01255,3.5,4.91,0.085,0.72,
CH01256,0.0,0.9,0.198,1.65,
CH01256,0.9,1.4,0.687,2.78,
CH01256,1.4,1.9,11.373,206.11,
CH01256,1.9,2.68,3.075,17.63,
CH01256,2.68,3.45,0.221,1.85,
CH01256,3.45,3.85,0.006,0.7,
CH01257,0.0,1.1,0.306,2.04,
CH01257,1.1,1.65,0.753,2.03,
CH01257,1.65,2.2,0.146,0.77,
CH01257,2.2,2.98,0.037,0.46,
CH01257,2.98,3.75,3.766,132.25,
CH01257,3.75,4.82,0.012,1.03,
CH01258,0.0,1.35,0.117,0.61,
CH01258,1.35,1.92,2.451,12.92,
CH01258,1.92,2.5,0.587,1.91,
CH01258,2.5,3.28,0.269,1.12,
CH01258,3.28,4.05,0.207,0.89,
CH01258,4.05,4.8,0.015,0.47,
CH01259,0.0,1.15,1.463,6.09,
CH01259,1.15,1.75,1.162,8.22,
CH01259,1.75,2.35,0.976,13.14,
CH01259,2.35,3.12,0.116,0.61,
CH01259,3.12,3.9,0.486,4.84,
CH01259,3.9,4.86,0.013,0.44,
CH01260,0.0,1.05,0.282,0.79,
CH01260,1.05,1.48,6.039,52.43,
CH01260,1.48,1.92,6.15,28.3,
CH01260,1.92,2.35,0.941,6.11,
CH01260,2.35,3.12,1.757,28.05,
CH01260,3.12,3.9,1.188,22.21,
CH01260,3.9,4.8,0.005,0.59,
CH01261,0.0,0.8,0.603,2.52,
CH01261,0.8,1.28,28.476,423.81,
CH01261,1.28,1.77,0.366,1.65,
CH01261,1.77,2.25,1.159,25.75,
CH01261,2.25,3.03,0.263,6.44,
CH01261,3.03,3.8,0.504,4.39,
CH01261,3.8,4.94,0.005,0.33,
CH01262,0.0,0.6,0.855,14.59,
CH01262,0.6,1.15,1.351,9.64,
CH01262,1.15,1.7,8.244,334.22,
CH01262,1.7,2.25,2.64,38.3,
CH01262,2.25,3.0,0.863,8.59,
CH01262,3.0,3.75,0.237,2.46,
CH01262,3.75,4.38,0.006,0.37,
CH01263,0.0,0.9,0.348,2.46,
CH01263,0.9,1.35,1.691,15.84,
CH01263,1.35,1.8,44.252,1042.29,
CH01263,1.8,2.25,18.195,462.84,
CH01263,2.25,2.7,27.303,1962.63,
CH01263,2.7,3.48,0.407,8.19,
CH01263,3.48,4.25,0.759,7.6,
CH01263,4.25,5.64,0.008,0.22,
CH01264,0.0,1.4,0.039,0.88,
CH01264,1.4,1.89,6.825,115.5,
CH01264,1.89,2.38,3.7,42.35,
CH01264,2.38,2.86,2.097,34.99,
CH01264,2.86,3.35,8.242,96.18,
CH01264,3.35,4.43,2.175,29.88,
CH01265,0.0,1.3,0.162,1.31,
CH01265,1.3,1.84,14.106,278.31,
CH01265,1.84,2.38,9.621,182.64,
CH01265,2.38,2.91,1.569,25.82,
CH01265,2.91,3.45,9.186,412.91,
CH01265,3.45,4.22,1.22,9.37,
CH01265,4.22,5.0,0.122,1.78,
CH01265,5.0,5.7,0.005,0.27,
CH01266,0.0,1.35,0.048,0.45,
CH01266,1.35,1.81,8.157,86.9,
CH01266,1.81,2.27,8.655,110.76,
CH01266,2.27,2.73,14.022,444.03,
CH01266,2.73,3.19,45.882,1344.69,
CH01266,3.19,3.65,8.17,90.5,
CH01266,3.65,4.4,0.582,13.26,
CH01266,4.4,5.15,0.048,0.18,
CH01266,5.15,5.65,0.005,0.14,
CH01267,0.0,1.45,0.037,0.42,
CH01267,1.45,1.94,3.776,25.22,
CH01267,1.94,2.43,16.217,256.32,
CH01267,2.43,2.92,14.801,399.78,
CH01267,2.92,3.41,86.167,1133.08,
CH01267,3.41,3.9,3.634,12.36,
CH01267,3.9,4.65,5.342,157.07,
CH01267,4.65,5.4,0.073,0.65,
CH01267,5.4,5.48,0.005,0.46,
CH01268,0.0,1.35,0.23,2.62,
CH01268,1.35,1.84,1.636,11.86,
CH01268,1.84,2.33,6.371,162.32,
CH01268,2.33,2.82,5.175,43.89,
CH01268,2.82,3.31,41.89,741.68,
CH01268,3.31,3.8,16.163,229.71,
CH01268,3.8,5.19,0.188,2.31,
CH01269,0.0,1.05,0.542,5.91,
CH01269,1.05,1.55,0.742,11.68,
CH01269,1.55,2.05,1.828,20.91,
CH01269,2.05,2.55,13.115,202.32,
CH01269,2.55,3.05,54.809,493.34,
CH01269,3.05,3.55,1.659,24.89,
CH01269,3.55,4.32,0.142,1.14,
CH01269,4.32,5.1,0.228,2.06,
CH01269,5.1,5.51,0.005,0.09,
CH01270,0.0,1.05,1.047,8.96,
CH01270,1.05,1.55,12.968,195.54,
CH01270,1.55,2.05,4.832,47.19,
CH01270,2.05,2.55,0.996,1.28,
CH01270,2.55,3.05,25.233,208.96,
CH01270,3.05,3.55,1.723,22.39,
CH01270,3.55,4.32,0.15,1.9,
CH01270,4.32,5.1,0.29,2.48,
CH01270,5.1,6.28,0.005,0.15,
CH01271,0.0,1.35,0.294,4.06,
CH01271,1.35,1.85,5.668,203.51,
CH01271,1.85,2.35,2.887,12.39,
CH01271,2.35,2.85,2.396,6.32,
CH01271,2.85,3.35,2.292,12.8,
CH01271,3.35,3.85,1.945,14.23,
CH01271,3.85,5.12,0.39,3.09,
CH01272,0.0,1.3,0.107,1.23,
CH01272,1.3,1.79,1.879,21.99,
CH01272,1.79,2.28,0.786,3.83,
CH01272,2.28,2.77,3.97,13.79,
CH01272,2.77,3.26,19.19,127.08,
CH01272,3.26,3.75,3.465,36.52,
CH01272,3.75,4.53,1.011,5.32,
CH01272,4.53,5.3,0.336,3.85,
CH01272,5.3,6.11,0.005,0.52,
CH01273,0.0,1.05,2.384,21.22,
CH01273,1.05,1.55,4.563,48.13,
CH01273,1.55,2.05,0.874,3.13,
CH01273,2.05,2.55,3.541,13.71,
CH01273,2.55,3.05,3.144,10.76,
CH01273,3.05,3.55,2.702,32.32,
CH01273,3.55,4.3,0.238,1.34,
CH01273,4.3,5.05,0.183,2.27,
CH01273,5.05,6.06,0.008,0.46,
CH01274,0.0,1.35,1.28,21.96,
CH01274,1.35,1.85,1.089,4.03,
CH01274,1.85,2.35,3.461,17.04,
CH01274,2.35,2.85,1.653,9.73,
CH01274,2.85,3.35,1.498,3.82,
CH01274,3.35,3.85,9.454,99.26,
CH01274,3.85,4.62,0.388,3.49,
CH01274,4.62,5.4,0.299,4.5,
CH01274,5.4,6.21,0.005,1.52,
CH01275,0.0,1.2,0.056,0.54,
CH01275,1.2,1.71,9.944,85.44,
CH01275,1.71,2.22,1.218,5.48,
CH01275,2.22,2.73,1.096,7.44,
CH01275,2.73,3.24,2.027,11.66,
CH01275,3.24,3.75,3.894,19.95,
CH01275,3.75,5.14,0.283,2.57,
CH01276,0.0,0.9,0.146,2.23,
CH01276,0.9,1.42,3.069,14.23,
CH01276,1.42,1.94,6.57,30.19,
CH01276,1.94,2.46,15.132,217.93,
CH01276,2.46,2.98,2.29,15.71,
CH01276,2.98,3.5,4.212,19.48,
CH01276,3.5,4.28,0.518,8.24,
CH01276,4.28,5.05,0.963,9.46,
CH01276,5.05,5.51,0.009,0.94,
CH01277,0.0,0.85,0.373,14.18,
CH01277,0.85,1.31,6.731,36.95,
CH01277,1.31,1.77,4.334,18.35,
CH01277,1.77,2.22,24.511,158.91,
CH01277,2.22,2.68,8.023,93.4,
CH01277,2.68,3.14,14.041,328.05,
CH01277,3.14,3.6,13.657,99.26,
CH01277,3.6,4.35,0.692,8.98,
CH01277,4.35,5.1,0.271,4.6,
CH01277,5.1,6.55,0.005,0.11,
CH01278,0.0,1.1,0.204,1.58,
CH01278,1.1,1.58,7.305,14.62,
CH01278,1.58,2.07,9.994,99.59,
CH01278,2.07,2.55,20.522,269.77,
CH01278,2.55,3.03,7.975,103.93,
CH01278,3.03,3.52,1.313,11.99,
CH01278,3.52,4.0,4.05,76.82,
CH01278,4.0,4.75,0.136,1.23,
CH01278,4.75,5.5,1.002,18.54,
CH01278,5.5,6.26,0.052,1.19,
CH01279,0.0,1.45,0.482,7.39,
CH01279,1.45,1.95,37.636,456.05,
CH01279,1.95,2.45,13.445,135.54,
CH01279,2.45,2.95,17.754,244.22,
CH01279,2.95,3.45,26.976,777.58,
CH01279,3.45,3.95,21.58,645.45,
CH01279,3.95,4.45,4.647,87.17,
CH01279,4.45,5.77,1.318,29.93,
CH01280,0.0,1.0,0.141,1.21,
CH01280,1.0,1.54,9.16,52.28,
CH01280,1.54,2.08,4.59,30.53,
CH01280,2.08,2.62,8.064,90.25,
CH01280,2.62,3.17,4.446,51.26,
CH01280,3.17,3.71,3.768,26.54,
CH01280,3.71,4.25,22.231,408.25,
CH01280,4.25,5.03,1.475,33.25,
CH01280,5.03,5.8,0.491,6.19,
CH01280,5.8,6.24,90.987,1756.58,
CH01280,6.24,6.67,2.782,21.72,
CH01281,0.0,0.85,1.433,13.4,
CH01281,0.85,1.32,10.409,117.78,
CH01281,1.32,1.79,7.357,42.49,
CH01281,1.79,2.26,8.776,103.47,
CH01281,2.26,2.74,23.958,835.99,
