X,Y,Z,FACIES,POROSITY,PERM_MD,AI_SEISMIC
3725.0,3625.0,19.5,0,0.0452,0.015,9.308
3725.0,3625.0,20.5,0,0.0753,0.062,9.394
3725.0,3625.0,21.5,2,0.1662,2.42,9.413
3725.0,3625.0,22.5,0,0.0843,0.091,9.369
3725.0,3625.0,23.5,0,0.0709,0.087,9.281
3725.0,3625.0,24.5,0,0.0961,0.056,9.177
3725.0,3625.0,25.5,0,0.0516,0.023,9.085
3725.0,3625.0,26.5,1,0.2453,373.4,9.022
3725.0,3625.0,27.5,1,0.2421,641.118,8.993
3725.0,3625.0,28.5,1,0.2356,467.654,8.99
3725.0,3625.0,29.5,0,0.0264,0.019,8.994
3725.0,3675.0,0.5,0,0.0683,0.033,10.212
3725.0,3675.0,1.5,0,0.0459,0.009,10.119
3725.0,3675.0,2.5,0,0.0798,0.072,9.949
3725.0,3675.0,3.5,0,0.0491,0.042,9.735
3725.0,3675.0,4.5,0,0.0562,0.032,9.52
3725.0,3675.0,5.5,1,0.2619,470.425,9.347
3725.0,3675.0,6.5,1,0.2745,4317.667,9.245
3725.0,3675.0,7.5,1,0.2489,340.803,9.215
3725.0,3675.0,8.5,0,0.0704,0.018,9.234
3725.0,3675.0,9.5,0,0.0806,0.219,9.259
3725.0,3675.0,10.5,0,0.0803,0.049,9.256
3725.0,3675.0,11.5,2,0.1856,15.632,9.207
3725.0,3675.0,12.5,2,0.1543,5.455,9.122
3725.0,3675.0,13.5,0,0.0479,0.009,9.027
3725.0,3675.0,14.5,2,0.1675,5.755,8.959
3725.0,3675.0,15.5,1,0.2332,249.234,8.947
3725.0,3675.0,16.5,1,0.2157,85.438,9.005
3725.0,3675.0,17.5,1,0.2256,383.168,9.119
3725.0,3675.0,18.5,0,0.0712,0.029,9.26
3725.0,3675.0,19.5,0,0.0399,0.008,9.384
3725.0,3675.0,20.5,0,0.0711,0.039,9.455
3725.0,3675.0,21.5,2,0.1841,6.82,9.454
3725.0,3675.0,22.5,0,0.1066,0.111,9.38
3725.0,3675.0,23.5,0,0.0659,0.013,9.251
3725.0,3675.0,24.5,0,0.0917,0.055,9.097
3725.0,3675.0,25.5,1,0.2554,384.378,8.952
3725.0,3675.0,26.5,1,0.2645,493.551,8.842
3725.0,3675.0,27.5,1,0.2247,108.891,8.779
3725.0,3675.0,28.5,1,0.2688,938.417,8.753
3725.0,3675.0,29.5,0,0.0154,0.003,8.748
3725.0,3725.0,0.5,0,0.0767,0.032,10.371
3725.0,3725.0,1.5,0,0.0409,0.006,10.299
3725.0,3725.0,2.5,0,0.0603,0.034,10.164
3725.0,3725.0,3.5,0,0.0329,0.016,9.986
3725.0,3725.0,4.5,0,0.0547,0.049,9.794
3725.0,3725.0,5.5,0,0.0662,0.014,9.621
3725.0,3725.0,6.5,2,0.1737,9.375,9.493
3725.0,3725.0,7.5,2,0.1804,11.255,9.414
3725.0,3725.0,8.5,0,0.0744,0.07,9.372
3725.0,3725.0,9.5,0,0.0884,0.033,9.339
3725.0,3725.0,10.5,0,0.069,0.016,9.29
3725.0,3725.0,11.5,2,0.1806,6.953,9.217
3725.0,3725.0,12.5,2,0.1491,3.076,9.131
3725.0,3725.0,13.5,0,0.0523,0.006,9.056
3725.0,3725.0,14.5,1,0.2512,360.328,9.02
3725.0,3725.0,15.5,1,0.219,60.102,9.043
3725.0,3725.0,16.5,1,0.2339,244.147,9.127
3725.0,3725.0,17.5,1,0.1993,35.669,9.257
3725.0,3725.0,18.5,0,0.0546,0.028,9.4
3725.0,3725.0,19.5,0,0.0396,0.042,9.521
3725.0,3725.0,20.5,0,0.0774,0.019,9.586
3725.0,3725.0,21.5,2,0.1527,1.685,9.577
3725.0,3725.0,22.5,0,0.0742,0.022,9.49
3725.0,3725.0,23.5,0,0.0522,0.038,9.339
3725.0,3725.0,24.5,0,0.0973,0.204,9.154
3725.0,3725.0,25.5,1,0.2495,410.64,8.97
3725.0,3725.0,26.5,1,0.2646,974.953,8.819
3725.0,3725.0,27.5,1,0.2355,477.368,8.719
3725.0,3725.0,28.5,1,0.2691,414.749,8.668
3725.0,3725.0,29.5,0,0.0462,0.013,8.649
3725.0,3775.0,0.5,0,0.062,0.008,10.477
3725.0,3775.0,1.5,0,0.0635,0.026,10.421
3725.0,3775.0,2.5,0,0.0457,0.013,10.313
3725.0,3775.0,3.5,0,0.0611,0.017,10.163
3725.0,3775.0,4.5,0,0.0429,0.016,9.989
3725.0,3775.0,5.5,0,0.0579,0.028,9.816
3725.0,3775.0,6.5,2,0.1424,2.23,9.663
3725.0,3775.0,7.5,2,0.2114,27.882,9.538
3725.0,3775.0,8.5,0,0.0551,0.02,9.434
3725.0,3775.0,9.5,0,0.0851,0.048,9.338
3725.0,3775.0,10.5,0,0.0747,0.063,9.238
3725.0,3775.0,11.5,2,0.1751,16.279,9.138
3725.0,3775.0,12.5,2,0.1362,1.686,9.057
3725.0,3775.0,13.5,1,0.2664,829.936,9.019
3725.0,3775.0,14.5,1,0.257,238.701,9.04
3725.0,3775.0,15.5,0,0.0399,0.009,9.123
3725.0,3775.0,16.5,0,0.0526,0.015,9.256
3725.0,3775.0,17.5,2,0.1367,1.94,9.413
3725.0,3775.0,18.5,2,0.124,1.966,9.563
3725.0,3775.0,19.5,0,0.0551,0.018,9.677
3725.0,3775.0,20.5,0,0.0739,0.055,9.733
3725.0,3775.0,21.5,2,0.1671,2.857,9.718
3725.0,3775.0,22.5,0,0.0771,0.062,9.63
3725.0,3775.0,23.5,0,0.0483,0.023,9.48
3725.0,3775.0,24.5,0,0.0719,0.021,9.292
3725.0,3775.0,25.5,1,0.2523,623.623,9.098
3725.0,3775.0,26.5,1,0.2686,951.967,8.932
3725.0,3775.0,27.5,1,0.2446,398.471,8.814
3725.0,3775.0,28.5,1,0.2726,394.514,8.746
3725.0,3775.0,29.5,0,0.0602,0.014,8.718
3725.0,3825.0,0.5,0,0.0706,0.011,10.503
3725.0,3825.0,1.5,0,0.0521,0.045,10.452
3725.0,3825.0,2.5,0,0.0595,0.011,10.354
3725.0,3825.0,3.5,0,0.0829,0.039,10.215
3725.0,3825.0,4.5,0,0.0526,0.018,10.048
3725.0,3825.0,5.5,0,0.047,0.012,9.872
3725.0,3825.0,6.5,2,0.1657,7.477,9.703
3725.0,3825.0,7.5,2,0.1849,11.592,9.549
3725.0,3825.0,8.5,0,0.0477,0.02,9.407
3725.0,3825.0,9.5,0,0.0836,0.02,9.271
3725.0,3825.0,10.5,0,0.0716,0.112,9.142
3725.0,3825.0,11.5,2,0.1625,5.849,9.034
3725.0,3825.0,12.5,1,0.2203,408.188,8.974
3725.0,3825.0,13.5,1,0.2774,303.889,8.983
3725.0,3825.0,14.5,1,0.2387,329.773,9.072
3725.0,3825.0,15.5,0,0.0267,0.008,9.226
3725.0,3825.0,16.5,0,0.0478,0.022,9.416
3725.0,3825.0,17.5,2,0.1409,2.936,9.606
3725.0,3825.0,18.5,0,0.0424,0.007,9.765
3725.0,3825.0,19.5,0,0.0728,0.053,9.87
3725.0,3825.0,20.5,0,0.0616,0.017,9.91
3725.0,3825.0,21.5,0,0.0951,0.038,9.882
3725.0,3825.0,22.5,0,0.0743,0.034,9.789
3725.0,3825.0,23.5,0,0.0562,0.027,9.645
3725.0,3825.0,24.5,0,0.0735,0.067,9.471
3725.0,3825.0,25.5,1,0.2318,795.21,9.294
3725.0,3825.0,26.5,1,0.2535,561.463,9.142
3725.0,3825.0,27.5,1,0.221,72.873,9.034
3725.0,3825.0,28.5,1,0.2348,132.043,8.971
3725.0,3825.0,29.5,0,0.0646,0.041,8.944
3725.0,3875.0,0.5,0,0.043,0.012,10.521
3725.0,3875.0,1.5,0,0.0453,0.01,10.469
3725.0,3875.0,2.5,0,0.0563,0.028,10.368
3725.0,3875.0,3.5,0,0.0866,0.04,10.224
3725.0,3875.0,4.5,0,0.0522,0.028,10.05
3725.0,3875.0,5.5,0,0.0653,0.026,9.863
3725.0,3875.0,6.5,2,0.1675,3.097,9.681
3725.0,3875.0,7.5,2,0.1904,13.516,9.511
3725.0,3875.0,8.5,0,0.0548,0.026,9.355
3725.0,3875.0,9.5,0,0.095,0.017,9.21
3725.0,3875.0,10.5,0,0.0858,0.025,9.082
3725.0,3875.0,11.5,1,0.2265,96.753,8.99
3725.0,3875.0,12.5,1,0.2357,492.003,8.961
3725.0,3875.0,13.5,1,0.2641,1680.045,9.017
3725.0,3875.0,14.5,1,0.2189,75.465,9.158
3725.0,3875.0,15.5,0,0.0441,0.005,9.363
3725.0,3875.0,16.5,0,0.0524,0.034,9.591
3725.0,3875.0,17.5,0,0.0479,0.01,9.8
3725.0,3875.0,18.5,0,0.0294,0.019,9.957
3725.0,3875.0,19.5,0,0.0617,0.038,10.045
3725.0,3875.0,20.5,0,0.0781,0.153,10.059
3725.0,3875.0,21.5,0,0.0933,0.049,10.005
3725.0,3875.0,22.5,0,0.0484,0.008,9.894
3725.0,3875.0,23.5,0,0.0645,0.063,9.743
3725.0,3875.0,24.5,0,0.0833,0.014,9.574
3725.0,3875.0,25.5,0,0.0733,0.047,9.415
3725.0,3875.0,26.5,1,0.2152,81.771,9.288
3725.0,3875.0,27.5,1,0.2301,246.974,9.206
3725.0,3875.0,28.5,1,0.2417,168.132,9.163
3725.0,3875.0,29.5,0,0.0463,0.009,9.148
3725.0,3925.0,0.5,0,0.0493,0.03,10.555
3725.0,3925.0,1.5,0,0.04,0.033,10.5
3725.0,3925.0,2.5,0,0.0545,0.018,10.392
3725.0,3925.0,3.5,0,0.0763,0.032,10.239
3725.0,3925.0,4.5,0,0.048,0.02,10.055
3725.0,3925.0,5.5,0,0.0479,0.022,9.859
3725.0,3925.0,6.5,2,0.1784,6.031,9.669
3725.0,3925.0,7.5,2,0.2018,12.27,9.495
3725.0,3925.0,8.5,0,0.0603,0.013,9.341
3725.0,3925.0,9.5,0,0.0725,0.056,9.203
3725.0,3925.0,10.5,0,0.0954,0.049,9.089
3725.0,3925.0,11.5,1,0.2551,289.429,9.015
3725.0,3925.0,12.5,1,0.2758,379.412,9.008
3725.0,3925.0,13.5,1,0.2139,109.865,9.085
3725.0,3925.0,14.5,1,0.214,113.351,9.245
3725.0,3925.0,15.5,0,0.0453,0.024,9.463
3725.0,3925.0,16.5,0,0.0506,0.009,9.697
3725.0,3925.0,17.5,0,0.0286,0.007,9.903
3725.0,3925.0,18.5,0,0.0341,0.004,10.048
3725.0,3925.0,19.5,0,0.0535,0.027,10.115
3725.0,3925.0,20.5,0,0.0761,0.074,10.102
3725.0,3925.0,21.5,0,0.0823,0.023,10.017
3725.0,3925.0,22.5,0,0.0644,0.022,9.877
3725.0,3925.0,23.5,0,0.068,0.015,9.704
3725.0,3925.0,24.5,0,0.0677,0.038,9.525
3725.0,3925.0,25.5,3,0.2082,59.546,9.369
3725.0,3925.0,26.5,1,0.2179,237.219,9.257
3725.0,3925.0,27.5,1,0.2297,207.93,9.195
3725.0,3925.0,28.5,1,0.2179,208.908,9.173
3725.0,3925.0,29.5,0,0.0455,0.027,9.17
3725.0,3975.0,0.5,0,0.0512,0.019,10.542
3725.0,3975.0,1.5,0,0.0328,0.009,10.487
3725.0,3975.0,2.5,0,0.0497,0.009,10.379
3725.0,3975.0,3.5,0,0.0874,0.044,10.227
3725.0,3975.0,4.5,0,0.0507,0.017,10.045
3725.0,3975.0,5.5,0,0.0526,0.012,9.853
3725.0,3975.0,6.5,2,0.1934,18.535,9.67
3725.0,3975.0,7.5,2,0.1816,6.721,9.506
3725.0,3975.0,8.5,0,0.0493,0.012,9.363
3725.0,3975.0,9.5,0,0.082,0.082,9.237
3725.0,3975.0,10.5,0,0.0831,0.034,9.131
3725.0,3975.0,11.5,1,0.2327,392.162,9.061
3725.0,3975.0,12.5,1,0.2509,398.501,9.049
3725.0,3975.0,13.5,1,0.2197,179.878,9.116
3725.0,3975.0,14.5,1,0.1737,34.562,9.261
3725.0,3975.0,15.5,0,0.0486,0.037,9.463
3725.0,3975.0,16.5,2,0.1479,1.142,9.683
3725.0,3975.0,17.5,0,0.0312,0.011,9.878
3725.0,3975.0,18.5,0,0.0184,0.004,10.014
3725.0,3975.0,19.5,0,0.0405,0.015,10.072
3725.0,3975.0,20.5,0,0.0737,0.032,10.047
3725.0,3975.0,21.5,0,0.0758,0.062,9.947
3725.0,3975.0,22.5,2,0.1489,2.04,9.791
3725.0,3975.0,23.5,0,0.0514,0.084,9.606
3725.0,3975.0,24.5,0,0.0523,0.009,9.422
3725.0,3975.0,25.5,1,0.2291,238.818,9.268
3725.0,3975.0,26.5,1,0.1833,20.954,9.166
3725.0,3975.0,27.5,1,0.2275,233.859,9.118
3725.0,3975.0,28.5,1,0.2185,74.746,9.108
3725.0,3975.0,29.5,0,0.0354,0.005,9.112
3725.0,4025.0,0.5,0,0.061,0.023,10.503
3725.0,4025.0,1.5,0,0.0481,0.009,10.452
3725.0,4025.0,2.5,0,0.0572,0.022,10.353
3725.0,4025.0,3.5,0,0.0922,0.111,10.213
3725.0,4025.0,4.5,0,0.0659,0.022,10.046
3725.0,4025.0,5.5,0,0.0829,0.099,9.87
3725.0,4025.0,6.5,2,0.2025,19.299,9.703
3725.0,4025.0,7.5,2,0.1732,12.15,9.552
3725.0,4025.0,8.5,0,0.0525,0.011,9.416
3725.0,4025.0,9.5,0,0.0727,0.03,9.289
3725.0,4025.0,10.5,0,0.0872,0.102,9.172
3725.0,4025.0,11.5,1,0.2137,118.281,9.081
3725.0,4025.0,12.5,1,0.2012,84.542,9.042
3725.0,4025.0,13.5,1,0.1962,82.946,9.074
3725.0,4025.0,14.5,1,0.1876,42.998,9.183
3725.0,4025.0,15.5,0,0.0486,0.021,9.35
3725.0,4025.0,16.5,2,0.149,3.435,9.542
3725.0,4025.0,17.5,0,0.0166,0.006,9.719
3725.0,4025.0,18.5,0,0.0394,0.008,9.846
3725.0,4025.0,19.5,0,0.037,0.006,9.902
3725.0,4025.0,20.5,0,0.0596,0.008,9.88
3725.0,4025.0,21.5,0,0.0314,0.022,9.789
3725.0,4025.0,22.5,2,0.1451,1.713,9.647
3725.0,4025.0,23.5,0,0.0379,0.036,9.483
3725.0,4025.0,24.5,0,0.0763,0.079,9.328
3725.0,4025.0,25.5,1,0.2272,180.657,9.209
3725.0,4025.0,26.5,1,0.2013,43.209,9.141
3725.0,4025.0,27.5,1,0.2267,73.658,9.122
3725.0,4025.0,28.5,1,0.224,228.929,9.132
3725.0,4025.0,29.5,0,0.0298,0.006,9.147
3725.0,4075.0,0.5,0,0.0752,0.03,10.511
3725.0,4075.0,1.5,0,0.0479,0.026,10.464
3725.0,4075.0,2.5,0,0.0561,0.044,10.372
3725.0,4075.0,3.5,0,0.0861,0.068,10.242
3725.0,4075.0,4.5,0,0.0639,0.077,10.086
3725.0,4075.0,5.5,0,0.0659,0.037,9.922
3725.0,4075.0,6.5,2,0.1779,4.633,9.764
3725.0,4075.0,7.5,2,0.1501,3.694,9.618
3725.0,4075.0,8.5,0,0.0634,0.012,9.479
3725.0,4075.0,9.5,0,0.065,0.03,9.34
3725.0,4075.0,10.5,0,0.077,0.048,9.201
3725.0,4075.0,11.5,1,0.212,57.576,9.078
3725.0,4075.0,12.5,1,0.1922,69.036,8.997
3725.0,4075.0,13.5,1,0.1923,53.824,8.979
3725.0,4075.0,14.5,1,0.1645,8.986,9.033
3725.0,4075.0,15.5,0,0.0422,0.033,9.144
3725.0,4075.0,16.5,2,0.1433,1.571,9.284
3725.0,4075.0,17.5,2,0.1068,0.773,9.419
3725.0,4075.0,18.5,2,0.1263,0.66,9.519
3725.0,4075.0,19.5,0,0.041,0.021,9.567
3725.0,4075.0,20.5,0,0.0503,0.014,9.558
3725.0,4075.0,21.5,0,0.0724,0.027,9.502
3725.0,4075.0,22.5,2,0.122,1.445,9.418
3725.0,4075.0,23.5,2,0.1488,0.975,9.33
3725.0,4075.0,24.5,0,0.0807,0.024,9.26
3725.0,4075.0,25.5,3,0.2256,75.428,9.226
3725.0,4075.0,26.5,3,0.1752,11.553,9.234
3725.0,4075.0,27.5,0,0.0456,0.028,9.273
3725.0,4075.0,28.5,1,0.2029,58.327,9.321
3725.0,4075.0,29.5,0,0.0435,0.016,9.353
3725.0,4125.0,0.5,0,0.0721,0.036,10.554
3725.0,4125.0,1.5,0,0.0282,0.013,10.507
3725.0,4125.0,2.5,0,0.0635,0.033,10.415
3725.0,4125.0,3.5,0,0.0595,0.017,10.282
3725.0,4125.0,4.5,0,0.0558,0.042,10.122
3725.0,4125.0,5.5,0,0.0462,0.012,9.952
3725.0,4125.0,6.5,2,0.1745,6.916,9.787
3725.0,4125.0,7.5,2,0.1599,1.65,9.637
3725.0,4125.0,8.5,0,0.0474,0.016,9.497
3725.0,4125.0,9.5,0,0.0401,0.015,9.36
3725.0,4125.0,10.5,0,0.0933,0.07,9.219
3725.0,4125.0,11.5,1,0.1978,43.698,9.085
3725.0,4125.0,12.5,1,0.1954,26.252,8.974
3725.0,4125.0,13.5,1,0.2055,97.14,8.908
3725.0,4125.0,14.5,1,0.2067,261.988,8.895
3725.0,4125.0,15.5,0,0.0461,0.011,8.927
3725.0,4125.0,16.5,0,0.0535,0.024,8.985
3725.0,4125.0,17.5,2,0.1085,0.649,9.046
3725.0,4125.0,18.5,2,0.154,5.229,9.093
3725.0,4125.0,19.5,0,0.0423,0.015,9.121
3725.0,4125.0,20.5,0,0.0557,0.031,9.132
3725.0,4125.0,21.5,1,0.2223,84.973,9.136
3725.0,4125.0,22.5,1,0.2036,50.027,9.146
3725.0,4125.0,23.5,0,0.0828,0.028,9.172
3725.0,4125.0,24.5,0,0.0817,0.077,9.22
3725.0,4125.0,25.5,3,0.223,76.591,9.294
3725.0,4125.0,26.5,3,0.142,4.449,9.389
3725.0,4125.0,27.5,0,0.0562,0.019,9.491
3725.0,4125.0,28.5,2,0.111,0.609,9.577
3725.0,4125.0,29.5,0,0.0513,0.041,9.628
3725.0,4175.0,0.5,0,0.0687,0.032,10.584
3725.0,4175.0,1.5,0,0.035,0.004,10.537
3725.0,4175.0,2.5,0,0.0586,0.013,10.442
3725.0,4175.0,3.5,0,0.0554,0.011,10.302
3725.0,4175.0,4.5,0,0.062,0.018,10.128
3725.0,4175.0,5.5,0,0.0199,0.003,9.939
3725.0,4175.0,6.5,2,0.1418,2.077,9.756
3725.0,4175.0,7.5,2,0.1573,5.651,9.597
3725.0,4175.0,8.5,2,0.1275,1.05,9.467
3725.0,4175.0,9.5,0,0.0393,0.012,9.358
3725.0,4175.0,10.5,0,0.0775,0.045,9.257
3725.0,4175.0,11.5,2,0.1299,3.832,9.158
3725.0,4175.0,12.5,2,0.1211,2.917,9.064
3725.0,4175.0,13.5,1,0.2098,76.208,8.983
3725.0,4175.0,14.5,1,0.2346,264.722,8.924
3725.0,4175.0,15.5,0,0.0776,0.053,8.89
3725.0,4175.0,16.5,0,0.0699,0.042,8.878
3725.0,4175.0,17.5,1,0.2206,236.417,8.881
3725.0,4175.0,18.5,1,0.2226,210.797,8.893
3725.0,4175.0,19.5,1,0.2245,146.621,8.913
3725.0,4175.0,20.5,1,0.2056,47.289,8.945
3725.0,4175.0,21.5,1,0.2212,213.242,8.991
3725.0,4175.0,22.5,1,0.1891,63.397,9.056
3725.0,4175.0,23.5,0,0.0763,0.079,9.141
3725.0,4175.0,24.5,0,0.0548,0.026,9.245
3725.0,4175.0,25.5,3,0.2321,215.786,9.367
3725.0,4175.0,26.5,3,0.1673,18.958,9.499
3725.0,4175.0,27.5,0,0.0392,0.005,9.627
3725.0,4175.0,28.5,2,0.1132,1.875,9.731
3725.0,4175.0,29.5,0,0.0542,0.044,9.789
3725.0,4225.0,0.5,0,0.063,0.015,10.585
3725.0,4225.0,1.5,0,0.0275,0.018,10.535
3725.0,4225.0,2.5,0,0.0647,0.014,10.433
3725.0,4225.0,3.5,0,0.0589,0.019,10.279
3725.0,4225.0,4.5,0,0.0274,0.005,10.083
3725.0,4225.0,5.5,0,0.01,0.01,9.867
3725.0,4225.0,6.5,3,0.1616,4.167,9.662
3725.0,4225.0,7.5,3,0.1644,5.28,9.496
3725.0,4225.0,8.5,2,0.1108,1.951,9.383
3725.0,4225.0,9.5,2,0.127,0.879,9.32
3725.0,4225.0,10.5,0,0.0676,0.042,9.288
3725.0,4225.0,11.5,2,0.1363,3.806,9.262
3725.0,4225.0,12.5,2,0.1184,0.706,9.229
3725.0,4225.0,13.5,0,0.0349,0.019,9.183
3725.0,4225.0,14.5,2,0.1393,1.92,9.135
3725.0,4225.0,15.5,2,0.1932,12.293,9.1
3725.0,4225.0,16.5,0,0.0687,0.035,9.09
3725.0,4225.0,17.5,1,0.2262,135.766,9.11
3725.0,4225.0,18.5,0,0.0809,0.014,9.153
3725.0,4225.0,19.5,0,0.0477,0.021,9.206
3725.0,4225.0,20.5,0,0.047,0.014,9.255
3725.0,4225.0,21.5,1,0.2331,84.625,9.296
3725.0,4225.0,22.5,1,0.1883,77.714,9.33
3725.0,4225.0,23.5,0,0.0517,0.016,9.369
3725.0,4225.0,24.5,0,0.077,0.034,9.424
3725.0,4225.0,25.5,3,0.2415,98.95,9.504
3725.0,4225.0,26.5,3,0.1407,2.121,9.607
3725.0,4225.0,27.5,0,0.0213,0.013,9.719
3725.0,4225.0,28.5,0,0.0374,0.018,9.816
3725.0,4225.0,29.5,0,0.052,0.025,9.873
3725.0,4275.0,0.5,0,0.0506,0.03,10.539
3725.0,4275.0,1.5,0,0.041,0.015,10.477
3725.0,4275.0,2.5,0,0.0632,0.025,10.351
3725.0,4275.0,3.5,0,0.0513,0.025,10.161
3725.0,4275.0,4.5,0,0.0314,0.007,9.921
3725.0,4275.0,5.5,0,0.0224,0.003,9.66
3725.0,4275.0,6.5,3,0.1667,6.782,9.417
3725.0,4275.0,7.5,1,0.1968,27.059,9.234
3725.0,4275.0,8.5,1,0.2244,147.056,9.135
3725.0,4275.0,9.5,0,0.0541,0.017,9.12
3725.0,4275.0,10.5,0,0.0542,0.024,9.164
3725.0,4275.0,11.5,1,0.1757,18.515,9.229
3725.0,4275.0,12.5,0,0.0367,0.007,9.281
3725.0,4275.0,13.5,0,0.0369,0.024,9.302
3725.0,4275.0,14.5,2,0.1251,1.651,9.297
3725.0,4275.0,15.5,0,0.054,0.064,9.292
3725.0,4275.0,16.5,1,0.2455,506.922,9.314
3725.0,4275.0,17.5,1,0.2514,123.626,9.376
3725.0,4275.0,18.5,0,0.0689,0.02,9.472
3725.0,4275.0,19.5,0,0.0507,0.013,9.575
3725.0,4275.0,20.5,0,0.0474,0.061,9.656
3725.0,4275.0,21.5,0,0.0693,0.012,9.692
3725.0,4275.0,22.5,2,0.1303,0.754,9.684
3725.0,4275.0,23.5,0,0.0713,0.049,9.649
3725.0,4275.0,24.5,0,0.073,0.033,9.614
3725.0,4275.0,25.5,3,0.2323,22.727,9.607
3725.0,4275.0,26.5,3,0.1465,2.642,9.636
3725.0,4275.0,27.5,0,0.0289,0.003,9.693
3725.0,4275.0,28.5,0,0.0162,0.005,9.756
3725.0,4275.0,29.5,0,0.0638,0.055,9.797
3725.0,4325.0,0.5,0,0.0636,0.061,10.489
3725.0,4325.0,1.5,0,0.0526,0.029,10.417
3725.0,4325.0,2.5,0,0.0482,0.007,10.271
3725.0,4325.0,3.5,0,0.0533,0.025,10.051
3725.0,4325.0,4.5,0,0.0217,0.006,9.77
3725.0,4325.0,5.5,1,0.1734,24.7,9.46
3725.0,4325.0,6.5,1,0.2258,184.365,9.167
3725.0,4325.0,7.5,1,0.2267,189.745,8.943
3725.0,4325.0,8.5,1,0.2427,513.923,8.824
3725.0,4325.0,9.5,1,0.2187,211.491,8.819
3725.0,4325.0,10.5,1,0.2219,141.131,8.904
3725.0,4325.0,11.5,1,0.2017,31.964,9.035
3725.0,4325.0,12.5,0,0.0233,0.003,9.16
3725.0,4325.0,13.5,0,0.0254,0.004,9.246
3725.0,4325.0,14.5,0,0.0121,0.013,9.291
3725.0,4325.0,15.5,1,0.2414,406.872,9.319
3725.0,4325.0,16.5,1,0.2413,256.994,9.367
3725.0,4325.0,17.5,1,0.2372,173.898,9.46
3725.0,4325.0,18.5,0,0.0738,0.043,9.594
3725.0,4325.0,19.5,0,0.0476,0.011,9.738
3725.0,4325.0,20.5,0,0.0518,0.039,9.848
3725.0,4325.0,21.5,0,0.058,0.029,9.89
3725.0,4325.0,22.5,0,0.0466,0.016,9.853
3725.0,4325.0,23.5,0,0.0791,0.053,9.753
3725.0,4325.0,24.5,0,0.0866,0.041,9.627
3725.0,4325.0,25.5,3,0.2087,23.567,9.514
3725.0,4325.0,26.5,3,0.1792,10.776,9.443
3725.0,4325.0,27.5,0,0.0333,0.005,9.418
3725.0,4325.0,28.5,2,0.1142,1.389,9.423
3725.0,4325.0,29.5,0,0.0724,0.052,9.434
3725.0,4375.0,0.5,0,0.0481,0.011,10.503
3725.0,4375.0,1.5,0,0.0541,0.022,10.439
3725.0,4375.0,2.5,0,0.0553,0.026,10.306
3725.0,4375.0,3.5,0,0.0493,0.007,10.1
3725.0,4375.0,4.5,0,0.0256,0.024,9.828
3725.0,4375.0,5.5,0,0.0103,0.003,9.516
3725.0,4375.0,6.5,3,0.1654,19.798,9.21
3725.0,4375.0,7.5,3,0.1928,15.108,8.96
3725.0,4375.0,8.5,1,0.2635,1124.0,8.81
3725.0,4375.0,9.5,1,0.2516,667.481,8.778
3725.0,4375.0,10.5,1,0.2236,93.847,8.851
3725.0,4375.0,11.5,1,0.2039,76.932,8.987
3725.0,4375.0,12.5,0,0.0399,0.017,9.134
3725.0,4375.0,13.5,0,0.01,0.017,9.251
3725.0,4375.0,14.5,1,0.1876,54.994,9.328
3725.0,4375.0,15.5,1,0.2615,495.232,9.383
3725.0,4375.0,16.5,1,0.2338,462.402,9.448
3725.0,4375.0,17.5,1,0.2535,293.867,9.55
3725.0,4375.0,18.5,0,0.0747,0.083,9.687
3725.0,4375.0,19.5,0,0.0425,0.009,9.829
3725.0,4375.0,20.5,0,0.0383,0.009,9.931
3725.0,4375.0,21.5,0,0.0616,0.029,9.952
3725.0,4375.0,22.5,0,0.0693,0.031,9.876
3725.0,4375.0,23.5,0,0.0556,0.029,9.716
3725.0,4375.0,24.5,0,0.096,0.039,9.512
3725.0,4375.0,25.5,3,0.2376,67.081,9.313
3725.0,4375.0,26.5,3,0.1733,13.057,9.159
3725.0,4375.0,27.5,1,0.2446,121.313,9.066
3725.0,4375.0,28.5,1,0.2342,62.987,9.025
3725.0,4375.0,29.5,0,0.0784,0.042,9.014
3725.0,4425.0,0.5,0,0.0533,0.014,10.552
3725.0,4425.0,1.5,0,0.0579,0.019,10.498
3725.0,4425.0,2.5,0,0.0691,0.016,10.386
3725.0,4425.0,3.5,0,0.0694,0.032,10.212
3725.0,4425.0,4.5,0,0.0391,0.017,9.982
3725.0,4425.0,5.5,0,0.026,0.008,9.718
3725.0,4425.0,6.5,3,0.2012,31.826,9.457
3725.0,4425.0,7.5,3,0.1963,22.754,9.242
3725.0,4425.0,8.5,2,0.2201,6.105,9.106
3725.0,4425.0,9.5,0,0.0711,0.028,9.066
3725.0,4425.0,10.5,1,0.2201,84.681,9.114
3725.0,4425.0,11.5,1,0.219,52.335,9.221
3725.0,4425.0,12.5,0,0.0676,0.042,9.351
3725.0,4425.0,13.5,0,0.0197,0.012,9.47
3725.0,4425.0,14.5,0,0.0338,0.02,9.563
3725.0,4425.0,15.5,0,0.0671,0.018,9.637
3725.0,4425.0,16.5,0,0.0652,0.035,9.71
3725.0,4425.0,17.5,2,0.1881,14.706,9.798
3725.0,4425.0,18.5,2,0.1568,4.693,9.901
3725.0,4425.0,19.5,0,0.0323,0.016,9.997
3725.0,4425.0,20.5,0,0.0218,0.003,10.05
