WELL,MD,INCLINATION,AZIMUTH
WELL-22,570.0,0.16,236.61
WELL-22,600.0,0.18,236.52
WELL-22,630.0,0.15,236.58
WELL-22,660.0,0.11,236.24
WELL-22,690.0,0.1,235.72
WELL-22,720.0,0.23,236.09
WELL-22,750.0,0.32,235.38
WELL-22,780.0,0.3,236.05
WELL-22,810.0,0.41,235.74
WELL-22,840.0,0.42,235.93
WELL-22,870.0,0.45,235.8
WELL-22,900.0,0.55,235.61
WELL-22,930.0,0.58,235.86
WELL-22,960.0,0.6,236.03
WELL-22,990.0,0.73,235.7
WELL-22,1020.0,0.74,236.09
WELL-22,1050.0,0.75,236.05
WELL-22,1080.0,0.74,235.7
WELL-22,1110.0,0.74,235.8
WELL-22,1140.0,0.68,236.53
WELL-22,1170.0,0.67,236.13
WELL-22,1200.0,0.71,236.31
WELL-22,1230.0,0.66,236.08
WELL-22,1260.0,0.68,236.51
WELL-22,1290.0,0.68,236.87
WELL-22,1320.0,0.69,236.84
WELL-22,1350.0,0.64,236.48
WELL-22,1380.0,0.61,236.26
WELL-22,1410.0,0.66,236.85
WELL-22,1440.0,0.62,237.09
WELL-22,1470.0,0.68,237.32
WELL-22,1500.0,0.71,237.33
WELL-22,1530.0,0.72,237.37
WELL-22,1560.0,0.7,236.96
WELL-22,1590.0,0.82,236.58
WELL-22,1620.0,0.8,236.93
WELL-22,1650.0,0.79,237.51
WELL-22,1680.0,0.77,237.4
WELL-22,1710.0,0.73,238.23
WELL-22,1740.0,0.77,238.37
WELL-22,1770.0,0.82,237.85
WELL-22,1800.0,0.84,238.65
WELL-22,1830.0,0.85,239.15
WELL-22,1860.0,0.82,239.66
WELL-22,1890.0,0.82,239.57
WELL-22,1920.0,0.81,239.74
WELL-22,1950.0,0.79,239.2
WELL-22,1980.0,0.75,239.07
WELL-22,2010.0,0.73,239.26
WELL-22,2040.0,0.65,239.81
WELL-22,2070.0,0.62,239.64
WELL-22,2100.0,0.64,239.9
WELL-22,2130.0,0.75,240.42
WELL-22,2160.0,0.73,240.54
WELL-22,2190.0,0.81,241.12
WELL-22,2220.0,0.87,240.82
WELL-22,2250.0,0.79,241.23
WELL-22,2280.0,0.81,240.64
WELL-22,2310.0,0.82,240.77
WELL-22,2340.0,0.84,240.75
WELL-22,2370.0,0.89,240.71
WELL-22,2400.0,0.95,240.74
WELL-22,2430.0,0.95,240.99
WELL-22,2460.0,0.98,240.74
WELL-22,2490.0,0.95,240.79
WELL-22,2520.0,0.97,240.95
WELL-22,2550.0,0.93,240.97
WELL-22,2580.0,0.96,240.99
WELL-22,2610.0,1.07,241.01
WELL-22,2640.0,1.01,241.11
WELL-22,2670.0,0.99,240.86
WELL-22,2700.0,1.04,241.43
WELL-22,2730.0,1.11,241.51
