WELL,MD,X,Y,Z,GR,RHOB,NPHI,DT,RT,PHIE,SW,VSH,ZONE
WELL-17,2793.0,14177.19,13912.99,-2365.04,105.6,2.554,0.329,,2.231,,,,SEAL_SHALE
WELL-17,2793.5,14177.5,13913.09,-2365.42,114.8,2.557,0.318,,2.358,,,,SEAL_SHALE
WELL-17,2794.0,14177.82,13913.19,-2365.79,122.6,2.556,0.331,,2.553,,,,SEAL_SHALE
WELL-17,2794.5,14178.13,13913.29,-2366.17,112.8,2.55,0.315,,2.522,,,,SEAL_SHALE
WELL-17,2795.0,14178.45,13913.39,-2366.54,120.5,2.568,0.309,,2.47,,,,SEAL_SHALE
WELL-17,2795.5,14178.76,13913.49,-2366.92,115.2,2.567,0.295,,2.642,,,,SEAL_SHALE
WELL-17,2796.0,14179.08,13913.58,-2367.29,115.0,2.574,0.329,,2.376,,,,SEAL_SHALE
WELL-17,2796.5,14179.39,13913.68,-2367.67,115.3,2.566,0.31,,2.358,,,,SEAL_SHALE
WELL-17,2797.0,14179.71,13913.78,-2368.04,120.7,2.58,0.308,,2.821,,,,SEAL_SHALE
WELL-17,2797.5,14180.02,13913.88,-2368.42,120.3,2.546,0.329,,2.566,,,,SEAL_SHALE
WELL-17,2798.0,14180.34,13913.98,-2368.8,113.6,2.56,0.273,,2.595,,,,SEAL_SHALE
WELL-17,2798.5,14180.65,13914.08,-2369.17,114.5,2.569,0.304,,2.591,,,,SEAL_SHALE
WELL-17,2799.0,14180.97,13914.18,-2369.55,107.6,2.574,0.297,,2.658,,,,SEAL_SHALE
WELL-17,2799.5,14181.28,13914.28,-2369.92,113.5,2.555,0.313,,2.598,,,,SEAL_SHALE
WELL-17,2800.0,14181.6,13914.37,-2370.3,104.9,2.584,0.31,,2.507,,,,SEAL_SHALE
WELL-17,2800.5,14181.91,13914.47,-2370.67,113.6,2.573,0.328,,2.339,,,,SEAL_SHALE
WELL-17,2801.0,14182.23,13914.57,-2371.05,120.6,2.576,0.322,,2.51,,,,SEAL_SHALE
WELL-17,2801.5,14182.54,13914.67,-2371.42,113.7,2.561,0.304,,2.218,,,,SEAL_SHALE
WELL-17,2802.0,14182.86,13914.77,-2371.8,111.3,2.56,0.312,,2.522,,,,SEAL_SHALE
WELL-17,2802.5,14183.17,13914.87,-2372.18,116.5,2.567,0.293,,2.84,,,,SEAL_SHALE
WELL-17,2803.0,14183.49,13914.97,-2372.55,116.4,2.57,0.32,,2.697,,,,SEAL_SHALE
WELL-17,2803.5,14183.8,13915.06,-2372.93,112.0,2.547,0.313,,2.569,,,,SEAL_SHALE
WELL-17,2804.0,14184.12,13915.16,-2373.3,117.2,2.549,0.327,,2.598,,,,SEAL_SHALE
WELL-17,2804.5,14184.43,13915.26,-2373.68,127.7,2.556,0.341,,2.503,,,,SEAL_SHALE
WELL-17,2805.0,14184.75,13915.36,-2374.05,124.3,2.553,0.324,,2.598,,,,SEAL_SHALE
WELL-17,2805.5,14185.06,13915.46,-2374.43,105.1,2.582,0.305,,2.67,,,,SEAL_SHALE
WELL-17,2806.0,14185.38,13915.56,-2374.81,113.1,2.576,0.32,,2.621,,,,SEAL_SHALE
WELL-17,2806.5,14185.69,13915.66,-2375.18,112.7,2.579,0.311,,2.647,,,,SEAL_SHALE
WELL-17,2807.0,14186.01,13915.76,-2375.56,105.6,2.535,0.301,,2.405,,,,SEAL_SHALE
WELL-17,2807.5,14186.32,13915.85,-2375.93,110.3,2.547,0.298,,2.655,,,,SEAL_SHALE
WELL-17,2808.0,14186.64,13915.95,-2376.31,118.9,2.564,0.312,,2.563,,,,SEAL_SHALE
WELL-17,2808.5,14186.95,13916.05,-2376.68,112.2,2.568,0.301,,2.346,,,,SEAL_SHALE
WELL-17,2809.0,14187.27,13916.15,-2377.06,121.2,2.575,0.313,,2.572,,,,SEAL_SHALE
WELL-17,2809.5,14187.58,13916.25,-2377.43,121.0,2.573,0.342,,2.474,,,,SEAL_SHALE
WELL-17,2810.0,14187.9,13916.35,-2377.81,114.8,2.583,0.317,,2.607,,,,SEAL_SHALE
WELL-17,2810.5,14188.21,13916.45,-2378.19,115.3,2.568,0.345,,2.507,,,,SEAL_SHALE
WELL-17,2811.0,14188.53,13916.54,-2378.56,129.8,2.587,0.353,,2.264,,,,SEAL_SHALE
WELL-17,2811.5,14188.84,13916.64,-2378.94,123.4,2.572,0.34,,2.633,,,,SEAL_SHALE
WELL-17,2812.0,14189.16,13916.74,-2379.31,118.6,2.573,0.318,,2.699,,,,SEAL_SHALE
WELL-17,2812.5,14189.47,13916.84,-2379.69,118.7,2.568,0.316,,2.534,,,,SEAL_SHALE
WELL-17,2813.0,14189.79,13916.94,-2380.06,117.5,2.554,0.327,,2.436,,,,SEAL_SHALE
WELL-17,2813.5,14190.1,13917.04,-2380.44,119.1,2.545,0.334,,2.534,,,,SEAL_SHALE
WELL-17,2814.0,14190.42,13917.14,-2380.81,123.0,2.561,0.303,,2.448,,,,SEAL_SHALE
WELL-17,2814.5,14190.73,13917.24,-2381.19,129.2,2.557,0.329,,2.671,,,,SEAL_SHALE
WELL-17,2815.0,14191.05,13917.33,-2381.57,125.7,2.577,0.327,,2.463,,,,SEAL_SHALE
WELL-17,2815.5,14191.36,13917.43,-2381.94,121.3,2.564,0.327,,2.441,,,,SEAL_SHALE
WELL-17,2816.0,14191.68,13917.53,-2382.32,120.2,2.537,0.315,,2.572,,,,SEAL_SHALE
WELL-17,2816.5,14191.99,13917.63,-2382.69,115.0,2.576,0.308,,2.455,,,,SEAL_SHALE
WELL-17,2817.0,14192.31,13917.73,-2383.07,117.4,2.56,0.292,,2.334,,,,SEAL_SHALE
WELL-17,2817.5,14192.62,13917.83,-2383.44,111.4,2.558,0.3,,2.719,,,,SEAL_SHALE
WELL-17,2818.0,14192.94,13917.93,-2383.82,111.1,2.567,0.324,,2.604,,,,SEAL_SHALE
WELL-17,2818.5,14193.25,13918.02,-2384.19,118.2,2.575,0.309,,2.625,,,,SEAL_SHALE
WELL-17,2819.0,14193.57,13918.12,-2384.57,126.9,2.559,0.353,,2.438,,,,SEAL_SHALE
WELL-17,2819.5,14193.88,13918.22,-2384.95,114.8,2.573,0.302,,2.74,,,,SEAL_SHALE
WELL-17,2820.0,14194.2,13918.32,-2385.32,107.2,2.58,0.304,,2.6,,,,SEAL_SHALE
WELL-17,2820.5,14194.51,13918.42,-2385.7,112.6,2.57,0.305,,2.507,,,,SEAL_SHALE
WELL-17,2821.0,14194.82,13918.52,-2386.07,104.8,2.57,0.309,,2.708,,,,SEAL_SHALE
WELL-17,2821.5,14195.14,13918.62,-2386.45,121.9,2.574,0.354,,2.455,,,,SEAL_SHALE
WELL-17,2822.0,14195.45,13918.72,-2386.82,114.7,2.539,0.311,,2.248,,,,SEAL_SHALE
WELL-17,2822.5,14195.77,13918.82,-2387.2,122.2,2.564,0.327,,2.53,,,,SEAL_SHALE
WELL-17,2823.0,14196.08,13918.92,-2387.57,114.3,2.564,0.336,,2.629,,,,SEAL_SHALE
WELL-17,2823.5,14196.4,13919.02,-2387.95,130.0,2.57,0.318,,2.303,,,,SEAL_SHALE
WELL-17,2824.0,14196.71,13919.12,-2388.32,120.6,2.558,0.315,,2.375,,,,SEAL_SHALE
WELL-17,2824.5,14197.03,13919.23,-2388.7,119.4,2.578,0.315,,2.301,,,,SEAL_SHALE
WELL-17,2825.0,14197.34,13919.33,-2389.07,123.1,2.577,0.339,,2.503,,,,SEAL_SHALE
WELL-17,2825.5,14197.66,13919.43,-2389.45,118.7,2.571,0.335,,2.408,,,,SEAL_SHALE
WELL-17,2826.0,14197.97,13919.53,-2389.82,108.4,2.567,0.311,,2.532,,,,SEAL_SHALE
WELL-17,2826.5,14198.29,13919.63,-2390.2,114.8,2.579,0.314,,2.688,,,,SEAL_SHALE
WELL-17,2827.0,14198.6,13919.73,-2390.57,111.6,2.581,0.284,,2.575,,,,SEAL_SHALE
WELL-17,2827.5,14198.92,13919.83,-2390.95,115.9,2.566,0.299,,2.314,,,,SEAL_SHALE
WELL-17,2828.0,14199.23,13919.93,-2391.33,114.8,2.582,0.309,,2.644,,,,SEAL_SHALE
WELL-17,2828.5,14199.55,13920.03,-2391.7,109.1,2.553,0.299,,2.917,,,,SEAL_SHALE
WELL-17,2829.0,14199.86,13920.13,-2392.08,108.4,2.58,0.284,,2.747,,,,SEAL_SHALE
WELL-17,2829.5,14200.18,13920.23,-2392.45,116.0,2.566,0.318,,2.645,,,,SEAL_SHALE
WELL-17,2830.0,14200.49,13920.33,-2392.83,104.1,2.57,0.289,,2.584,,,,SEAL_SHALE
WELL-17,2830.5,14200.81,13920.43,-2393.2,110.0,2.54,0.288,,2.561,,,,SEAL_SHALE
WELL-17,2831.0,14201.12,13920.53,-2393.58,116.6,2.572,0.314,,2.559,,,,SEAL_SHALE
WELL-17,2831.5,14201.43,13920.63,-2393.95,109.2,2.563,0.294,,2.579,,,,SEAL_SHALE
WELL-17,2832.0,14201.75,13920.73,-2394.33,106.4,2.565,0.3,,2.605,,,,SEAL_SHALE
WELL-17,2832.5,14202.06,13920.83,-2394.7,105.5,2.561,0.332,,2.472,,,,SEAL_SHALE
WELL-17,2833.0,14202.38,13920.93,-2395.08,107.8,2.552,0.308,,2.736,,,,SEAL_SHALE
WELL-17,2833.5,14202.69,13921.03,-2395.45,108.3,2.581,0.278,,2.489,,,,SEAL_SHALE
WELL-17,2834.0,14203.01,13921.13,-2395.83,104.7,2.544,0.304,,2.362,,,,SEAL_SHALE
WELL-17,2834.5,14203.32,13921.24,-2396.2,109.1,2.574,0.302,,2.566,,,,SEAL_SHALE
WELL-17,2835.0,14203.64,13921.34,-2396.58,108.5,2.545,0.323,,2.502,,,,SEAL_SHALE
WELL-17,2835.5,14203.95,13921.44,-2396.95,123.0,2.571,0.318,,2.725,,,,SEAL_SHALE
WELL-17,2836.0,14204.27,13921.54,-2397.33,124.0,2.552,0.324,,2.611,,,,SEAL_SHALE
WELL-17,2836.5,14204.58,13921.64,-2397.7,124.3,2.58,0.327,,2.336,,,,SEAL_SHALE
WELL-17,2837.0,14204.9,13921.74,-2398.08,120.3,2.566,0.333,,2.589,,,,SEAL_SHALE
WELL-17,2837.5,14205.21,13921.84,-2398.46,114.7,2.529,0.294,,2.86,,,,SEAL_SHALE
WELL-17,2838.0,14205.53,13921.94,-2398.83,117.9,2.557,0.303,,2.377,,,,SEAL_SHALE
WELL-17,2838.5,14205.84,13922.04,-2399.21,111.8,2.569,0.307,,2.901,,,,SEAL_SHALE
WELL-17,2839.0,14206.16,13922.14,-2399.58,107.0,2.581,0.318,,2.677,,,,SEAL_SHALE
WELL-17,2839.5,14206.47,13922.24,-2399.96,113.4,2.577,0.305,,2.716,,,,SEAL_SHALE
WELL-17,2840.0,14206.79,13922.34,-2400.33,119.8,2.556,0.309,,2.58,,,,SEAL_SHALE
WELL-17,2840.5,14207.1,13922.44,-2400.71,115.9,2.554,0.316,,2.529,,,,SEAL_SHALE
WELL-17,2841.0,14207.42,13922.54,-2401.08,104.8,2.545,0.309,,2.514,,,,SEAL_SHALE
WELL-17,2841.5,14207.73,13922.64,-2401.46,115.1,2.547,0.301,,2.701,,,,SEAL_SHALE
WELL-17,2842.0,14208.04,13922.74,-2401.83,105.4,2.553,0.28,,2.684,,,,SEAL_SHALE
WELL-17,2842.5,14208.36,13922.84,-2402.21,118.0,2.57,0.305,,2.579,,,,SEAL_SHALE
WELL-17,2843.0,14208.67,13922.94,-2402.58,107.0,2.567,0.31,,2.428,,,,SEAL_SHALE
WELL-17,2843.5,14208.99,13923.04,-2402.96,110.1,2.565,0.307,,2.513,,,,SEAL_SHALE
WELL-17,2844.0,14209.3,13923.14,-2403.33,103.9,2.561,0.293,,2.528,,,,SEAL_SHALE
WELL-17,2844.5,14209.62,13923.24,-2403.71,124.8,2.583,0.322,,2.405,,,,SEAL_SHALE
WELL-17,2845.0,14209.93,13923.35,-2404.08,112.3,2.573,0.306,,2.747,,,,SEAL_SHALE
WELL-17,2845.5,14210.25,13923.45,-2404.46,116.1,2.555,0.321,,2.555,,,,SEAL_SHALE
WELL-17,2846.0,14210.56,13923.55,-2404.84,113.9,2.555,0.312,,2.494,,,,SEAL_SHALE
WELL-17,2846.5,14210.88,13923.65,-2405.21,114.5,2.555,0.292,,2.61,,,,SEAL_SHALE
WELL-17,2847.0,14211.19,13923.75,-2405.59,107.6,2.557,0.31,,2.548,,,,SEAL_SHALE
WELL-17,2847.5,14211.51,13923.85,-2405.96,120.2,2.562,0.316,,2.594,,,,SEAL_SHALE
WELL-17,2848.0,14211.82,13923.95,-2406.34,123.5,2.559,0.318,,2.178,,,,SEAL_SHALE
WELL-17,2848.5,14212.14,13924.05,-2406.71,122.4,2.564,0.322,,2.423,,,,SEAL_SHALE
WELL-17,2849.0,14212.45,13924.15,-2407.09,119.2,2.571,0.32,,2.281,,,,SEAL_SHALE
WELL-17,2849.5,14212.77,13924.25,-2407.46,110.9,2.567,0.303,,2.493,,,,SEAL_SHALE
WELL-17,2850.0,14213.08,13924.35,-2407.84,131.1,2.56,0.337,,2.55,,,,SEAL_SHALE
WELL-17,2850.5,14213.4,13924.45,-2408.21,117.4,2.558,0.339,,2.389,,,,SEAL_SHALE
WELL-17,2851.0,14213.71,13924.55,-2408.59,110.8,2.552,0.328,,2.486,,,,SEAL_SHALE
WELL-17,2851.5,14214.03,13924.65,-2408.96,110.6,2.557,0.305,,2.604,,,,SEAL_SHALE
WELL-17,2852.0,14214.34,13924.75,-2409.34,109.5,2.563,0.317,,2.478,,,,SEAL_SHALE
WELL-17,2852.5,14214.66,13924.85,-2409.71,106.0,2.556,0.306,,2.463,,,,SEAL_SHALE
WELL-17,2853.0,14214.97,13924.95,-2410.09,112.3,2.572,0.31,,2.712,,,,SEAL_SHALE
WELL-17,2853.5,14215.29,13925.05,-2410.46,112.4,2.567,0.272,,2.649,,,,SEAL_SHALE
WELL-17,2854.0,14215.6,13925.15,-2410.84,114.7,2.565,0.305,,2.534,,,,SEAL_SHALE
WELL-17,2854.5,14215.92,13925.25,-2411.21,108.1,2.588,0.281,,2.557,,,,SEAL_SHALE
WELL-17,2855.0,14216.23,13925.35,-2411.59,101.7,2.572,0.273,,2.725,,,,SEAL_SHALE
WELL-17,2855.5,14216.55,13925.45,-2411.96,110.1,2.569,0.308,,2.453,,,,SEAL_SHALE
WELL-17,2856.0,14216.86,13925.55,-2412.34,104.7,2.579,0.315,,2.605,,,,SEAL_SHALE
WELL-17,2856.5,14217.18,13925.65,-2412.71,116.6,2.573,0.317,,2.608,,,,SEAL_SHALE
WELL-17,2857.0,14217.49,13925.75,-2413.09,119.6,2.562,0.328,,2.708,,,,SEAL_SHALE
WELL-17,2857.5,14217.81,13925.85,-2413.46,114.4,2.554,0.317,,2.53,,,,SEAL_SHALE
WELL-17,2858.0,14218.12,13925.95,-2413.84,123.7,2.545,0.313,,2.45,,,,SEAL_SHALE
WELL-17,2858.5,14218.44,13926.05,-2414.21,115.0,2.558,0.332,,2.662,,,,SEAL_SHALE
WELL-17,2859.0,14218.75,13926.15,-2414.59,121.7,2.583,0.309,,2.549,,,,SEAL_SHALE
WELL-17,2859.5,14219.07,13926.25,-2414.97,119.5,2.574,0.321,,2.419,,,,SEAL_SHALE
WELL-17,2860.0,14219.38,13926.35,-2415.34,116.8,2.574,0.315,,2.501,,,,SEAL_SHALE
WELL-17,2860.5,14219.7,13926.45,-2415.72,125.8,2.555,0.325,,2.684,,,,SEAL_SHALE
WELL-17,2861.0,14220.01,13926.55,-2416.09,121.4,2.565,0.325,,2.31,,,,SEAL_SHALE
WELL-17,2861.5,14220.33,13926.65,-2416.47,109.4,2.573,0.298,,2.681,,,,SEAL_SHALE
WELL-17,2862.0,14220.64,13926.75,-2416.84,99.4,2.563,0.307,,2.415,,,,SEAL_SHALE
WELL-17,2862.5,14220.96,13926.85,-2417.22,109.2,2.562,0.302,,2.984,,,,SEAL_SHALE
WELL-17,2863.0,14221.27,13926.95,-2417.59,103.6,2.558,0.304,,2.703,,,,SEAL_SHALE
WELL-17,2863.5,14221.59,13927.05,-2417.97,116.0,2.55,0.309,,2.638,,,,SEAL_SHALE
WELL-17,2864.0,14221.9,13927.15,-2418.34,101.4,2.565,0.312,,2.575,,,,SEAL_SHALE
WELL-17,2864.5,14222.22,13927.25,-2418.72,107.7,2.547,0.308,,2.483,,,,SEAL_SHALE
WELL-17,2865.0,14222.53,13927.35,-2419.09,112.8,2.575,0.302,,2.624,,,,SEAL_SHALE
WELL-17,2865.5,14222.85,13927.46,-2419.47,115.7,2.564,0.309,,2.537,,,,SEAL_SHALE
WELL-17,2866.0,14223.16,13927.56,-2419.84,118.0,2.554,0.322,,2.508,,,,SEAL_SHALE
WELL-17,2866.5,14223.48,13927.66,-2420.22,118.6,2.55,0.293,,2.557,,,,SEAL_SHALE
WELL-17,2867.0,14223.79,13927.76,-2420.59,123.6,2.583,0.325,,2.507,,,,SEAL_SHALE
WELL-17,2867.5,14224.11,13927.86,-2420.97,121.5,2.558,0.317,,2.58,,,,SEAL_SHALE
WELL-17,2868.0,14224.42,13927.96,-2421.34,109.9,2.56,0.315,,2.623,,,,SEAL_SHALE
WELL-17,2868.5,14224.74,13928.06,-2421.72,107.9,2.576,0.299,,2.576,,,,SEAL_SHALE
WELL-17,2869.0,14225.05,13928.16,-2422.09,116.8,2.551,0.325,,2.637,,,,SEAL_SHALE
WELL-17,2869.5,14225.37,13928.26,-2422.47,111.5,2.572,0.32,,2.467,,,,SEAL_SHALE
WELL-17,2870.0,14225.68,13928.36,-2422.84,115.8,2.565,0.305,,2.608,,,,SEAL_SHALE
WELL-17,2870.5,14226.0,13928.46,-2423.22,115.5,2.559,0.31,,2.563,,,,SEAL_SHALE
WELL-17,2871.0,14226.31,13928.56,-2423.59,114.9,2.563,0.308,,2.583,,,,SEAL_SHALE
WELL-17,2871.5,14226.63,13928.66,-2423.97,114.3,2.577,0.308,,2.744,,,,SEAL_SHALE
WELL-17,2872.0,14226.94,13928.76,-2424.34,114.5,2.536,0.309,,2.519,,,,SEAL_SHALE
WELL-17,2872.5,14227.26,13928.86,-2424.72,118.5,2.552,0.321,,2.555,,,,SEAL_SHALE
WELL-17,2873.0,14227.57,13928.96,-2425.09,124.4,2.565,0.337,,2.668,,,,SEAL_SHALE
WELL-17,2873.5,14227.89,13929.06,-2425.47,120.0,2.573,0.329,,2.323,,,,SEAL_SHALE
WELL-17,2874.0,14228.2,13929.16,-2425.84,113.7,2.552,0.32,,2.573,,,,SEAL_SHALE
WELL-17,2874.5,14228.52,13929.26,-2426.22,118.7,2.573,0.315,,2.487,,,,SEAL_SHALE
WELL-17,2875.0,14228.83,13929.36,-2426.59,118.9,2.588,0.329,,2.236,,,,SEAL_SHALE
WELL-17,2875.5,14229.15,13929.46,-2426.97,118.1,2.572,0.312,,2.537,,,,SEAL_SHALE
WELL-17,2876.0,14229.46,13929.56,-2427.35,116.7,2.542,0.328,,2.4,,,,SEAL_SHALE
WELL-17,2876.5,14229.78,13929.66,-2427.72,123.4,2.578,0.319,,2.432,,,,SEAL_SHALE
WELL-17,2877.0,14230.09,13929.76,-2428.1,119.8,2.568,0.324,,2.302,,,,SEAL_SHALE
WELL-17,2877.5,14230.41,13929.86,-2428.47,115.2,2.541,0.297,,2.577,,,,SEAL_SHALE
WELL-17,2878.0,14230.72,13929.96,-2428.85,108.8,2.586,0.295,,2.517,,,,SEAL_SHALE
WELL-17,2878.5,14231.04,13930.06,-2429.22,106.4,2.585,0.3,,2.556,,,,SEAL_SHALE
WELL-17,2879.0,14231.35,13930.16,-2429.6,97.9,2.574,0.298,,2.898,,,,SEAL_SHALE
WELL-17,2879.5,14231.67,13930.26,-2429.97,105.6,2.558,0.275,,2.763,,,,SEAL_SHALE
WELL-17,2880.0,14231.98,13930.36,-2430.35,97.7,2.569,0.281,,2.84,,,,SEAL_SHALE
WELL-17,2880.5,14232.3,13930.46,-2430.72,97.9,2.575,0.289,,2.828,,,,SEAL_SHALE
WELL-17,2881.0,14232.61,13930.56,-2431.1,113.0,2.562,0.311,,2.58,,,,SEAL_SHALE
WELL-17,2881.5,14232.93,13930.65,-2431.47,107.4,2.564,0.291,,2.86,,,,SEAL_SHALE
WELL-17,2882.0,14233.24,13930.75,-2431.85,117.9,2.561,0.312,,2.572,,,,SEAL_SHALE
WELL-17,2882.5,14233.56,13930.85,-2432.22,125.3,2.557,0.333,,2.567,,,,SEAL_SHALE
WELL-17,2883.0,14233.87,13930.95,-2432.6,118.8,2.564,0.303,,2.49,,,,SEAL_SHALE
WELL-17,2883.5,14234.19,13931.05,-2432.97,117.4,2.56,0.31,,2.368,,,,SEAL_SHALE
WELL-17,2884.0,14234.5,13931.15,-2433.35,109.8,2.595,0.315,,2.595,,,,SEAL_SHALE
WELL-17,2884.5,14234.82,13931.24,-2433.72,118.5,2.548,0.298,,2.313,,,,SEAL_SHALE
WELL-17,2885.0,14235.13,13931.34,-2434.1,117.8,2.551,0.314,,2.416,,,,SEAL_SHALE
WELL-17,2885.5,14235.45,13931.44,-2434.47,123.5,2.587,0.317,,2.778,,,,SEAL_SHALE
WELL-17,2886.0,14235.77,13931.54,-2434.85,119.7,2.594,0.315,,2.452,,,,SEAL_SHALE
WELL-17,2886.5,14236.08,13931.64,-2435.23,117.7,2.562,0.302,,2.46,,,,SEAL_SHALE
WELL-17,2887.0,14236.4,13931.74,-2435.6,108.8,2.55,0.327,,2.607,,,,SEAL_SHALE
WELL-17,2887.5,14236.71,13931.83,-2435.98,123.1,2.547,0.323,,2.899,,,,SEAL_SHALE
WELL-17,2888.0,14237.03,13931.93,-2436.35,116.1,2.57,0.319,,2.571,,,,SEAL_SHALE
WELL-17,2888.5,14237.34,13932.03,-2436.73,119.0,2.567,0.295,,2.475,,,,SEAL_SHALE
WELL-17,2889.0,14237.66,13932.13,-2437.1,112.4,2.567,0.324,,2.477,,,,SEAL_SHALE
WELL-17,2889.5,14237.97,13932.23,-2437.48,104.9,2.546,0.284,,2.794,,,,SEAL_SHALE
WELL-17,2890.0,14238.29,13932.33,-2437.85,109.4,2.56,0.309,,2.763,,,,SEAL_SHALE
WELL-17,2890.5,14238.6,13932.42,-2438.23,110.1,2.569,0.301,,2.6,,,,SEAL_SHALE
WELL-17,2891.0,14238.92,13932.52,-2438.6,104.1,2.58,0.294,,2.726,,,,SEAL_SHALE
WELL-17,2891.5,14239.24,13932.62,-2438.98,113.2,2.578,0.308,,2.738,,,,SEAL_SHALE
WELL-17,2892.0,14239.55,13932.72,-2439.35,104.0,2.585,0.28,,2.672,,,,SEAL_SHALE
WELL-17,2892.5,14239.87,13932.82,-2439.73,101.8,2.559,0.289,,2.558,,,,SEAL_SHALE
WELL-17,2893.0,14240.18,13932.92,-2440.1,108.7,2.552,0.313,,2.622,,,,SEAL_SHALE
WELL-17,2893.5,14240.5,13933.01,-2440.48,111.0,2.564,0.291,,2.5,,,,SEAL_SHALE
WELL-17,2894.0,14240.81,13933.11,-2440.86,114.2,2.57,0.318,,2.74,,,,SEAL_SHALE
WELL-17,2894.5,14241.13,13933.21,-2441.23,113.3,2.567,0.319,,2.721,,,,SEAL_SHALE
WELL-17,2895.0,14241.44,13933.31,-2441.61,110.1,2.556,0.321,,2.581,,,,SEAL_SHALE
WELL-17,2895.5,14241.76,13933.41,-2441.98,125.9,2.578,0.326,,2.409,,,,SEAL_SHALE
WELL-17,2896.0,14242.07,13933.51,-2442.36,123.3,2.584,0.308,,2.69,,,,SEAL_SHALE
WELL-17,2896.5,14242.39,13933.6,-2442.73,103.4,2.575,0.288,,2.776,,,,SEAL_SHALE
WELL-17,2897.0,14242.7,13933.7,-2443.11,112.1,2.562,0.309,,2.729,,,,SEAL_SHALE
WELL-17,2897.5,14243.02,13933.8,-2443.48,109.8,2.565,0.284,,2.512,,,,SEAL_SHALE
WELL-17,2898.0,14243.34,13933.9,-2443.86,115.9,2.56,0.315,,2.713,,,,SEAL_SHALE
WELL-17,2898.5,14243.65,13934.0,-2444.23,109.0,2.573,0.303,,2.826,,,,SEAL_SHALE
WELL-17,2899.0,14243.97,13934.1,-2444.61,114.6,2.584,0.293,,2.532,,,,SEAL_SHALE
WELL-17,2899.5,14244.28,13934.19,-2444.98,110.4,2.582,0.301,,2.453,,,,SEAL_SHALE
WELL-17,2900.0,14244.6,13934.29,-2445.36,107.0,2.567,0.276,,2.681,,,,SEAL_SHALE
WELL-17,2900.5,14244.91,13934.39,-2445.73,102.8,2.558,0.285,,2.438,,,,SEAL_SHALE
WELL-17,2901.0,14245.23,13934.49,-2446.11,111.3,2.555,0.305,,2.724,,,,SEAL_SHALE
WELL-17,2901.5,14245.54,13934.59,-2446.49,117.5,2.559,0.308,,2.542,,,,SEAL_SHALE
WELL-17,2902.0,14245.86,13934.69,-2446.86,112.0,2.567,0.318,,2.733,,,,SEAL_SHALE
WELL-17,2902.5,14246.17,13934.78,-2447.24,120.6,2.592,0.315,,2.434,,,,SEAL_SHALE
WELL-17,2903.0,14246.49,13934.88,-2447.61,105.0,2.551,0.284,,2.648,,,,SEAL_SHALE
WELL-17,2903.5,14246.8,13934.98,-2447.99,111.3,2.582,0.298,,2.736,,,,SEAL_SHALE
WELL-17,2904.0,14247.12,13935.08,-2448.36,102.6,2.572,0.276,,2.964,,,,SEAL_SHALE
WELL-17,2904.5,14247.44,13935.18,-2448.74,107.6,2.561,0.295,,2.592,,,,SEAL_SHALE
WELL-17,2905.0,14247.75,13935.28,-2449.11,106.9,2.572,0.269,,3.108,,,,SEAL_SHALE
WELL-17,2905.5,14248.07,13935.37,-2449.49,107.5,2.572,0.299,,2.961,,,,SEAL_SHALE
WELL-17,2906.0,14248.38,13935.47,-2449.86,106.2,2.572,0.29,,2.672,,,,SEAL_SHALE
WELL-17,2906.5,14248.7,13935.57,-2450.24,110.2,2.563,0.286,,2.893,,,,SEAL_SHALE
WELL-17,2907.0,14249.01,13935.67,-2450.61,102.6,2.571,0.278,,2.676,,,,SEAL_SHALE
WELL-17,2907.5,14249.33,13935.77,-2450.99,110.5,2.563,0.31,,2.608,,,,SEAL_SHALE
WELL-17,2908.0,14249.64,13935.87,-2451.36,114.2,2.552,0.315,,2.763,,,,SEAL_SHALE
WELL-17,2908.5,14249.96,13935.96,-2451.74,118.9,2.571,0.315,,2.749,,,,SEAL_SHALE
WELL-17,2909.0,14250.27,13936.06,-2452.11,114.8,2.57,0.305,,2.582,,,,SEAL_SHALE
WELL-17,2909.5,14250.59,13936.16,-2452.49,111.7,2.555,0.298,,2.551,,,,SEAL_SHALE
WELL-17,2910.0,14250.9,13936.26,-2452.87,120.9,2.579,0.302,,2.627,,,,SEAL_SHALE
WELL-17,2910.5,14251.22,13936.36,-2453.24,111.3,2.54,0.324,,2.682,,,,SEAL_SHALE
WELL-17,2911.0,14251.54,13936.45,-2453.62,110.8,2.57,0.333,,2.715,,,,SEAL_SHALE
WELL-17,2911.5,14251.85,13936.55,-2453.99,110.9,2.565,0.303,,2.436,,,,SEAL_SHALE
WELL-17,2912.0,14252.17,13936.65,-2454.37,121.3,2.571,0.31,,2.594,,,,SEAL_SHALE
WELL-17,2912.5,14252.48,13936.75,-2454.74,104.0,2.564,0.298,,2.647,,,,SEAL_SHALE
WELL-17,2913.0,14252.8,13936.84,-2455.12,107.5,2.562,0.3,,2.483,,,,SEAL_SHALE
WELL-17,2913.5,14253.11,13936.94,-2455.49,105.0,2.58,0.294,,3.091,,,,SEAL_SHALE
WELL-17,2914.0,14253.43,13937.04,-2455.87,102.4,2.569,0.291,,2.733,,,,SEAL_SHALE
WELL-17,2914.5,14253.74,13937.14,-2456.25,104.9,2.57,0.292,,2.616,,,,SEAL_SHALE
