HOLE_ID,FROM,TO,P2O5_PCT,P2O5_AP_PCT,CAO_PCT,SIO2_PCT,FE2O3_PCT,AL2O3_PCT,MGO_PCT
PF0203,12.83,18.0,6.68,0.48,0.69,8.07,34.48,15.1,0.46
PF0203,18.0,23.17,11.75,8.56,12.14,13.68,36.95,5.03,3.86
PF0203,23.17,28.33,14.75,6.74,9.48,13.17,23.27,3.43,1.11
PF0203,28.33,33.5,10.59,6.13,8.4,13.2,37.8,7.85,1.58
PF0203,33.5,38.67,14.69,9.32,12.37,12.9,42.7,5.08,1.34
PF0203,38.67,43.83,7.97,5.55,7.99,14.25,47.48,9.25,1.11
PF0203,43.83,49.0,24.51,12.01,17.56,8.81,25.53,8.54,0.84
PF0203,49.0,53.95,11.52,10.78,20.45,12.65,22.89,5.57,4.52
PF0203,53.95,58.9,11.39,11.13,17.56,13.65,17.16,3.46,5.19
PF0203,58.9,63.85,8.56,7.99,15.81,15.16,18.07,2.61,
PF0203,63.85,68.8,12.75,12.61,20.94,15.1,10.98,1.05,5.22
PF0203,68.8,73.75,11.1,6.93,9.8,14.15,12.77,1.69,1.97
PF0203,73.75,79.2,5.8,5.35,17.81,23.56,9.13,1.27,5.25
PF0203,79.2,84.65,8.77,8.27,24.16,18.18,7.1,3.89,
PF0203,84.65,90.1,6.51,6.19,21.17,22.7,7.82,2.84,9.62
PF0203,90.1,95.55,5.87,5.43,20.34,17.08,11.99,2.55,8.31
PF0203,95.55,101.0,6.37,5.8,20.99,14.91,8.31,1.56,10.66
PF0204,0.0,2.0,1.39,0.14,0.21,24.76,39.21,25.03,0.41
PF0204,2.0,6.42,5.32,0.25,0.35,14.53,36.93,24.62,
PF0204,6.42,10.83,4.69,0.49,0.66,19.71,30.28,32.64,0.41
PF0204,10.83,15.25,3.88,0.22,0.31,23.11,49.36,15.49,0.31
PF0204,15.25,20.6,12.19,5.05,6.95,9.3,29.47,2.31,1.35
PF0204,20.6,25.95,15.97,13.18,17.75,8.84,27.04,2.95,1.87
PF0204,25.95,31.3,7.73,5.54,7.64,24.15,39.11,5.09,2.31
PF0204,31.3,36.65,14.53,8.14,10.99,10.96,37.61,4.88,2.16
PF0204,36.65,42.0,19.23,7.8,10.84,9.44,17.32,8.82,1.08
PF0204,42.0,47.56,4.99,4.76,12.01,25.37,21.03,6.51,
PF0204,47.56,53.12,15.17,9.5,12.89,15.26,16.12,2.33,6.53
PF0204,53.12,58.69,4.84,4.58,8.3,19.07,23.64,2.0,5.24
PF0204,58.69,64.25,8.05,8.04,16.44,14.22,18.7,3.41,
PF0204,64.25,68.87,9.45,8.93,25.06,15.04,8.7,2.27,11.73
PF0204,68.87,73.49,9.1,8.56,24.59,21.5,11.54,1.42,14.57
PF0204,73.49,78.11,7.65,7.28,22.68,27.88,8.93,2.83,10.43
PF0204,78.11,82.73,6.38,5.95,21.01,21.72,16.33,1.18,9.26
PF0205,0.0,3.5,2.12,0.22,0.32,21.92,33.34,35.54,0.31
PF0205,3.5,8.17,2.26,0.15,0.22,7.81,28.1,56.46,0.16
PF0205,8.17,12.83,3.26,0.31,0.44,17.69,35.79,37.28,
PF0205,12.83,17.5,6.63,0.24,0.33,8.67,31.42,18.59,0.3
PF0205,17.5,22.29,9.52,4.13,5.97,12.75,38.39,3.19,1.3
PF0205,22.29,27.08,18.11,9.66,13.39,11.93,26.26,4.85,2.03
PF0205,27.08,31.88,13.02,10.78,14.21,12.29,23.99,2.58,4.77
PF0205,31.88,36.67,9.14,6.61,8.99,12.68,23.31,6.56,
PF0205,36.67,41.46,32.53,14.59,20.2,8.68,23.69,5.4,1.93
PF0205,41.46,46.25,12.54,5.15,7.33,12.61,39.09,4.46,
PF0205,46.25,51.44,7.16,5.44,7.29,17.32,23.4,1.38,8.43
PF0205,51.44,56.62,7.66,7.01,14.61,10.17,17.21,4.92,11.93
PF0205,56.62,61.81,6.73,6.72,14.53,20.61,15.67,1.44,4.61
PF0205,61.81,67.0,13.3,12.96,25.13,13.89,11.44,1.09,5.9
PF0205,67.0,72.26,10.12,9.93,25.94,12.78,6.87,1.89,
PF0205,72.26,77.52,7.31,6.72,22.24,14.8,14.26,0.97,
PF0205,77.52,82.78,7.19,6.81,22.08,15.61,10.42,1.38,11.17
PF0205,82.78,88.03,2.99,2.71,16.54,16.84,15.68,1.06,14.98
PF0206,0.0,1.75,1.76,0.16,0.23,23.12,33.4,15.24,0.28
PF0206,1.75,6.5,3.72,0.31,0.46,16.27,24.0,17.45,0.29
PF0206,6.5,11.25,3.9,0.33,0.45,16.56,42.78,30.93,0.38
PF0206,11.25,16.0,3.75,0.25,0.33,17.82,36.63,14.77,0.83
PF0206,16.0,20.75,6.18,0.67,0.93,17.65,46.22,6.58,
PF0206,20.75,25.5,2.96,0.34,0.46,19.35,41.5,10.21,0.39
PF0206,25.5,30.25,4.27,0.3,0.43,16.01,35.61,15.02,0.31
PF0206,30.25,35.0,6.37,0.2,0.28,13.7,25.55,16.46,0.31
PF0206,35.0,39.8,8.22,4.96,6.89,12.16,27.71,11.46,1.37
PF0206,39.8,44.6,10.61,10.3,15.49,5.47,30.03,8.18,4.41
PF0206,44.6,49.4,14.12,10.61,14.5,8.75,33.27,7.1,3.47
PF0206,49.4,54.2,13.43,5.71,7.55,15.2,37.72,2.59,
PF0206,54.2,59.0,14.71,6.26,8.5,15.94,30.72,2.92,1.37
PF0206,59.0,64.25,12.93,11.88,25.61,22.01,23.11,4.98,6.36
PF0206,64.25,69.5,26.46,23.89,32.9,12.0,11.8,2.43,5.64
PF0206,69.5,74.75,8.68,7.28,10.59,20.32,18.51,2.31,6.42
PF0206,74.75,79.35,5.74,5.29,18.89,23.7,10.11,1.47,4.11
PF0206,79.35,83.96,4.13,4.11,18.04,16.55,9.83,1.9,4.78
PF0206,83.96,88.56,2.82,2.65,16.31,25.12,12.65,0.77,9.43
PF0206,88.56,93.16,1.93,1.89,13.54,36.69,16.16,0.71,11.14
PF0206,93.16,97.77,4.02,3.87,13.35,23.1,10.67,1.32,8.24
PF0207,0.0,1.5,4.32,0.41,0.54,18.76,22.96,18.17,0.44
PF0207,1.5,6.83,10.21,1.12,1.54,8.91,28.05,26.93,0.86
PF0207,6.83,12.17,4.43,0.55,0.73,17.38,45.59,26.05,0.8
PF0207,12.17,17.5,4.09,0.36,0.48,21.09,38.89,4.88,0.94
PF0207,17.5,22.83,11.06,0.76,1.1,11.82,42.26,6.62,0.48
PF0207,22.83,28.17,6.26,0.43,0.61,8.05,26.9,22.12,0.19
PF0207,28.17,33.5,6.06,0.67,0.91,15.61,31.99,18.75,0.37
PF0207,33.5,38.17,13.64,7.55,10.15,8.34,20.0,7.71,3.28
PF0207,38.17,42.83,14.98,5.96,8.08,10.14,22.32,3.43,2.0
PF0207,42.83,47.5,15.75,10.18,13.56,8.53,23.07,5.23,2.03
PF0207,47.5,52.17,10.39,9.8,15.58,13.83,35.88,2.89,2.53
PF0207,52.17,56.83,10.19,9.83,14.33,14.76,21.71,3.73,2.06
PF0207,56.83,61.5,11.87,5.53,8.06,17.86,30.26,4.28,1.43
PF0207,61.5,66.08,10.09,7.9,10.62,17.43,28.14,2.82,
PF0207,66.08,70.67,17.86,10.54,14.29,16.96,17.48,2.53,
PF0207,70.67,75.25,18.17,17.52,29.0,16.37,23.32,1.68,6.47
PF0207,75.25,79.92,6.24,5.94,20.82,17.88,12.0,1.85,
PF0207,79.92,84.59,4.5,4.05,18.52,14.99,11.75,1.19,11.0
PF0207,84.59,89.26,7.17,6.62,22.05,12.81,10.19,1.0,9.78
PF0207,89.26,93.93,3.11,2.83,12.9,28.93,17.23,1.45,
PF0207,93.93,98.6,5.31,4.79,19.6,18.77,12.04,2.36,7.09
PF0207,98.6,103.27,3.76,3.67,17.56,28.14,16.6,2.77,9.84
PF0208,0.0,2.0,2.21,0.18,0.26,26.67,15.26,21.56,
PF0208,2.0,7.2,3.58,0.29,0.4,14.33,35.31,10.24,0.45
PF0208,7.2,12.4,3.25,0.22,0.32,18.3,34.45,13.38,0.36
PF0208,12.4,17.6,5.96,0.44,0.61,10.09,21.52,34.13,0.97
PF0208,17.6,22.8,5.19,0.58,0.79,14.22,30.42,13.32,
PF0208,22.8,28.0,3.08,0.65,0.91,17.49,36.58,16.87,2.01
PF0208,28.0,32.83,7.59,6.51,8.65,20.76,28.41,2.05,3.6
PF0208,32.83,37.67,11.06,6.0,8.23,14.06,26.92,3.73,2.14
PF0208,37.67,42.5,10.27,10.06,18.14,14.46,31.93,5.55,
PF0208,42.5,47.33,10.63,8.25,11.93,15.38,38.65,5.34,1.28
PF0208,47.33,52.17,16.21,12.65,17.39,8.83,28.46,2.43,1.81
PF0208,52.17,57.0,29.64,17.42,24.05,10.24,23.53,3.0,3.39
PF0208,57.0,61.42,12.75,12.52,20.87,11.62,16.78,1.33,5.85
PF0208,61.42,65.83,9.17,8.26,12.37,28.91,13.06,3.27,6.89
PF0208,65.83,70.25,4.35,4.32,7.69,20.23,22.15,1.03,7.89
PF0208,70.25,75.26,5.25,5.07,19.52,18.23,11.27,2.03,5.15
PF0208,75.26,80.28,5.96,5.81,20.12,17.3,10.92,1.84,3.67
PF0208,80.28,85.29,8.62,8.17,23.96,12.36,8.86,1.27,9.67
PF0208,85.29,90.31,9.37,9.02,24.94,11.96,9.3,0.71,
PF0208,90.31,95.32,7.22,6.62,22.12,16.96,7.64,1.48,13.62
PF0208,95.32,100.34,5.5,5.29,19.85,17.2,10.27,1.15,29.72
PF0208,100.34,105.35,4.47,4.27,18.49,25.71,14.74,2.67,8.84
PF0209,0.0,2.5,0.96,0.12,0.16,32.06,39.05,22.38,
PF0209,2.5,7.55,2.95,0.33,0.44,16.08,34.13,19.83,0.32
PF0209,7.55,12.6,5.45,0.42,0.56,7.87,35.85,23.94,0.25
PF0209,12.6,17.65,7.83,0.27,0.37,16.21,28.08,15.52,
PF0209,17.65,22.7,3.37,0.23,0.31,16.36,48.08,9.7,0.45
PF0209,22.7,27.75,3.98,0.33,0.44,20.24,35.93,10.1,0.74
PF0209,27.75,32.92,8.22,4.14,6.04,14.78,35.39,9.27,2.71
PF0209,32.92,38.08,12.5,11.9,20.23,7.92,20.15,6.7,3.67
PF0209,38.08,43.25,12.02,8.09,11.37,13.29,24.53,5.82,2.24
PF0209,43.25,48.42,15.03,8.83,12.47,8.22,37.35,3.01,1.2
PF0209,48.42,53.58,8.59,7.92,15.13,14.02,32.3,5.65,2.96
PF0209,53.58,58.75,13.0,10.45,14.36,12.9,25.77,4.82,1.13
PF0209,58.75,63.67,8.13,7.33,20.11,13.35,20.56,1.26,9.97
PF0209,63.67,68.58,6.03,5.47,14.33,20.54,20.29,2.14,8.94
PF0209,68.58,73.5,6.98,6.76,17.5,22.11,20.98,2.63,
PF0209,73.5,78.89,4.35,4.26,18.33,21.59,14.94,3.24,15.08
PF0209,78.89,84.29,3.92,3.7,17.77,23.2,20.16,1.13,7.76
PF0209,84.29,89.68,3.59,3.52,17.34,15.84,13.87,1.05,5.24
PF0209,89.68,95.07,4.58,4.4,15.39,12.67,10.66,2.82,6.92
PF0209,95.07,100.47,5.74,5.56,20.17,8.87,13.61,1.02,5.76
PF0210,0.0,2.75,2.06,0.18,0.26,35.94,26.73,25.46,
PF0210,2.75,7.75,4.5,0.46,0.65,17.42,34.01,18.42,
PF0210,7.75,12.75,3.72,0.54,0.72,16.83,37.01,15.77,0.6
PF0210,12.75,17.75,4.08,0.52,0.71,20.78,33.17,16.4,0.67
PF0210,17.75,22.75,4.57,0.24,0.35,12.88,33.5,28.5,0.33
PF0210,22.75,27.75,6.35,0.24,0.33,11.72,32.27,19.95,
PF0210,27.75,32.69,25.91,9.51,13.36,6.99,26.11,1.31,1.65
PF0210,32.69,37.62,10.97,10.12,17.34,10.89,35.25,3.15,3.75
PF0210,37.62,42.56,10.48,9.75,13.61,10.44,25.34,13.71,2.05
PF0210,42.56,47.5,9.61,4.66,6.59,14.74,27.33,7.91,
PF0210,47.5,52.44,10.35,4.74,6.85,14.28,25.21,5.34,1.56
PF0210,52.44,57.38,16.92,9.66,14.02,7.95,24.74,4.56,0.98
PF0210,57.38,62.31,9.94,9.22,17.7,8.76,40.93,4.3,3.0
PF0210,62.31,67.25,9.26,9.06,12.31,9.7,27.18,3.56,
PF0210,67.25,72.58,15.07,14.59,21.2,14.58,18.25,1.4,4.23
PF0210,72.58,77.92,6.82,6.58,12.14,16.07,14.23,2.24,4.97
PF0210,77.92,83.25,7.09,6.65,10.2,16.25,27.18,4.58,9.54
PF0210,83.25,88.3,2.88,2.61,14.1,26.01,18.3,1.16,32.55
PF0210,88.3,93.35,2.62,2.6,16.05,22.49,15.24,1.17,31.67
PF0210,93.35,98.39,7.3,6.99,22.22,14.97,12.26,1.21,7.2
PF0210,98.39,103.44,3.78,3.48,17.59,15.68,12.34,1.62,8.77
PF0210,103.44,108.49,3.57,3.52,17.31,14.77,14.21,1.43,15.6
PF0210,108.49,113.54,8.08,7.84,23.25,15.57,7.99,0.72,
PF0211,0.0,2.5,1.75,0.13,0.18,13.93,29.72,46.37,0.73
PF0211,2.5,7.35,4.04,0.37,0.52,8.9,42.67,23.63,
PF0211,7.35,12.2,3.17,0.6,0.84,12.85,36.79,14.05,
PF0211,12.2,17.05,3.63,0.19,0.26,13.36,42.03,22.95,0.3
PF0211,17.05,21.9,3.87,0.27,0.39,17.21,47.4,24.88,0.71
PF0211,21.9,26.75,2.68,0.25,0.36,17.33,42.66,29.17,1.02
PF0211,26.75,31.8,10.38,10.27,15.46,13.3,32.19,3.52,
PF0211,31.8,36.85,7.36,6.87,13.63,14.81,39.79,4.2,2.13
PF0211,36.85,41.9,7.55,4.63,6.68,16.91,42.24,4.78,2.61
PF0211,41.9,46.95,15.63,8.01,11.23,10.82,23.25,8.49,3.59
PF0211,46.95,52.0,10.2,6.17,8.46,14.09,28.88,10.12,1.84
PF0211,52.0,57.05,6.21,3.99,5.49,15.46,45.9,7.3,
PF0211,57.05,62.1,16.91,9.7,12.94,7.71,30.46,6.24,1.43
PF0211,62.1,67.15,12.82,8.03,11.66,8.3,31.3,4.41,1.54
PF0211,67.15,72.2,13.55,5.59,7.97,6.78,26.88,2.32,
PF0211,72.2,77.25,5.04,3.02,4.0,12.99,32.7,4.41,
PF0211,77.25,81.62,7.14,6.83,13.15,17.53,20.96,2.2,6.13
PF0211,81.62,86.0,6.96,6.76,12.52,17.37,21.41,0.98,6.52
PF0211,86.0,90.38,12.56,11.37,18.27,12.93,16.67,0.92,7.2
PF0211,90.38,94.75,6.86,6.72,18.44,15.4,15.44,4.83,14.01
PF0211,94.75,99.66,5.6,5.32,19.98,23.04,8.83,3.48,
PF0211,99.66,104.58,3.35,3.19,17.02,26.31,18.84,2.46,5.65
PF0211,104.58,109.49,6.24,5.89,20.82,13.17,12.86,1.49,
PF0211,109.49,114.4,5.3,5.17,17.14,22.19,12.03,1.22,8.32
PF0211,114.4,119.32,4.05,3.8,17.94,26.29,9.37,1.36,11.52
PF0212,0.0,1.5,1.37,0.13,0.19,39.34,28.72,10.18,0.49
PF0212,1.5,6.95,4.6,0.46,0.62,14.69,30.14,28.68,0.29
PF0212,6.95,12.4,8.44,0.58,0.79,8.99,27.95,24.46,0.26
PF0212,12.4,17.85,10.61,0.67,0.96,9.91,31.83,10.98,1.12
PF0212,17.85,23.3,3.74,0.22,0.3,13.72,42.84,14.11,0.41
PF0212,23.3,28.75,5.2,0.36,0.51,13.63,30.45,19.77,0.27
PF0212,28.75,33.55,9.44,5.92,7.97,12.14,31.38,2.75,1.63
PF0212,33.55,38.35,14.78,8.75,11.61,15.99,21.35,12.97,
PF0212,38.35,43.15,23.23,18.27,24.28,11.14,23.43,5.13,
PF0212,43.15,47.95,11.75,9.82,13.82,14.09,28.72,6.65,2.22
PF0212,47.95,52.75,9.85,5.9,8.3,7.56,28.67,7.31,1.18
PF0212,52.75,57.55,5.12,3.61,5.12,17.61,26.78,7.1,1.61
PF0212,57.55,62.35,8.25,8.08,10.87,18.03,29.15,7.81,
PF0212,62.35,67.15,10.45,6.66,9.47,17.8,30.83,4.02,
PF0212,67.15,71.95,12.71,6.88,9.13,12.98,27.05,3.43,1.24
PF0212,71.95,76.75,26.84,10.73,14.68,9.26,23.45,3.78,1.76
PF0212,76.75,82.25,9.07,7.53,10.98,19.35,19.99,1.79,7.27
PF0212,82.25,87.75,7.74,7.41,10.64,17.75,14.94,2.25,4.79
PF0212,87.75,93.25,9.69,9.18,22.17,14.6,17.1,1.23,
PF0212,93.25,98.75,3.47,3.32,5.8,24.23,24.74,2.58,4.44
PF0212,98.75,104.13,2.53,2.32,10.62,22.31,15.65,0.75,10.78
PF0212,104.13,109.51,3.86,3.56,17.69,20.35,16.03,1.32,11.74
PF0212,109.51,114.89,4.54,4.52,17.22,13.59,14.5,1.1,7.12
PF0213,0.0,2.25,2.12,0.17,0.25,24.58,28.87,20.71,0.39
PF0213,2.25,6.9,5.08,0.39,0.52,11.8,37.65,19.37,0.62
PF0213,6.9,11.55,4.75,0.39,0.55,11.12,34.57,10.62,
PF0213,11.55,16.2,3.02,0.32,0.45,15.45,38.05,12.86,0.64
PF0213,16.2,20.85,3.42,0.42,0.61,12.1,23.8,12.18,
PF0213,20.85,25.5,4.87,0.43,0.61,10.75,39.83,13.44,0.68
PF0213,25.5,30.42,16.83,8.37,11.42,12.96,23.09,4.36,1.78
PF0213,30.42,35.33,11.21,7.34,10.22,12.74,27.83,3.12,2.23
PF0213,35.33,40.25,9.19,5.36,7.68,10.96,26.78,4.37,2.45
PF0213,40.25,45.17,12.18,6.4,9.3,14.5,23.53,6.58,2.36
PF0213,45.17,50.08,6.89,4.43,6.06,11.99,38.0,2.15,2.21
PF0213,50.08,55.0,8.69,6.09,8.43,13.06,36.18,5.56,1.79
PF0213,55.0,59.75,10.25,9.91,16.99,11.7,27.51,2.14,
PF0213,59.75,64.5,8.06,7.34,13.32,11.63,20.36,1.88,5.27
PF0213,64.5,69.25,7.36,6.72,13.29,19.59,31.57,4.2,9.68
PF0213,69.25,74.0,7.9,7.45,19.81,18.19,18.57,3.36,
PF0213,74.0,78.68,5.22,4.7,19.47,18.35,6.94,1.01,20.77
PF0213,78.68,83.37,3.98,3.59,17.85,16.98,13.85,0.66,20.56
PF0213,83.37,88.05,6.34,5.75,20.95,21.2,11.94,0.91,
PF0213,88.05,92.74,5.05,4.85,19.25,16.11,11.13,3.3,15.1
PF0213,92.74,97.42,6.97,6.28,21.79,15.12,10.35,0.89,19.4
PF0214,0.0,2.5,1.7,0.12,0.17,25.05,24.71,19.25,0.26
PF0214,2.5,7.94,2.42,0.14,0.19,20.4,30.48,34.78,0.31
PF0214,7.94,13.38,5.46,0.37,0.51,16.46,34.52,25.46,0.41
PF0214,13.38,18.81,6.11,0.37,0.51,11.63,46.81,19.93,
PF0214,18.81,24.25,7.46,0.27,0.35,7.09,37.23,42.62,0.25
PF0214,24.25,29.15,12.18,5.78,7.81,7.4,44.78,5.86,1.58
PF0214,29.15,34.05,10.27,4.57,6.42,10.46,32.38,3.81,1.48
PF0214,34.05,38.95,14.5,4.62,6.52,8.52,25.28,2.8,1.14
PF0214,38.95,43.85,8.86,7.52,10.85,12.67,29.53,3.59,2.23
PF0214,43.85,48.75,12.34,7.3,10.44,12.17,34.6,8.49,1.49
PF0214,48.75,54.12,4.81,4.53,14.2,16.38,24.83,5.64,
PF0214,54.12,59.5,5.29,5.21,8.91,20.86,20.52,3.18,2.26
PF0214,59.5,64.88,9.01,8.51,13.41,12.75,14.42,3.39,9.49
PF0214,64.88,70.25,9.4,8.91,16.62,12.02,18.63,2.75,
PF0214,70.25,75.02,4.37,4.3,18.35,17.63,11.97,1.76,
PF0214,75.02,79.78,2.37,2.27,12.3,26.02,10.81,1.1,15.76
PF0214,79.78,84.55,5.89,5.77,20.37,26.93,9.21,5.08,17.46
PF0214,84.55,89.31,10.9,9.94,26.97,11.04,9.42,3.76,15.67
PF0214,89.31,94.08,4.71,4.47,18.8,11.8,15.89,2.54,
PF0214,94.08,98.84,3.69,3.65,17.46,17.57,13.66,1.8,7.31
PF0214,98.84,103.61,5.57,5.27,19.95,17.43,12.32,2.94,9.31
PF0214,103.61,108.37,3.7,3.68,17.47,20.94,17.91,2.9,
PF0215,0.0,3.75,2.04,0.17,0.23,28.19,39.54,24.8,0.2
PF0215,3.75,8.12,4.83,0.15,0.21,10.29,51.53,28.01,
PF0215,8.12,12.5,4.67,0.21,0.28,12.03,42.49,14.22,0.17
PF0215,12.5,16.88,3.84,0.23,0.33,18.76,43.09,21.65,0.5
PF0215,16.88,21.25,5.59,0.37,0.54,19.54,30.57,9.25,
PF0215,21.25,25.95,10.79,7.97,11.19,12.87,39.73,6.53,1.52
PF0215,25.95,30.65,11.65,8.46,11.22,11.0,27.5,3.76,0.98
PF0215,30.65,35.35,9.78,4.85,6.51,11.31,29.74,4.08,1.42
PF0215,35.35,40.05,14.77,9.35,12.61,12.32,26.73,2.23,1.66
PF0215,40.05,44.75,17.05,10.16,14.24,15.38,33.64,4.1,
PF0215,44.75,50.0,9.0,8.86,18.76,15.49,18.53,2.38,13.19
PF0215,50.0,55.25,8.85,8.55,13.26,27.38,15.61,2.15,6.57
PF0215,55.25,60.5,7.12,6.91,10.53,11.43,19.56,3.72,3.82
PF0215,60.5,65.75,6.63,6.02,8.4,22.03,15.58,4.38,3.66
PF0215,65.75,70.52,7.85,7.26,22.95,21.26,10.2,2.29,
PF0215,70.52,75.29,6.45,6.09,21.1,23.89,10.76,1.89,8.1
PF0215,75.29,80.05,5.7,5.27,20.11,25.16,13.42,2.5,9.12
PF0215,80.05,84.82,5.0,4.51,19.19,34.1,14.27,3.41,11.68
PF0215,84.82,89.59,5.65,5.1,20.05,19.52,11.62,1.45,12.17
PF0215,89.59,94.36,2.97,2.91,16.51,29.64,15.89,1.83,16.45
PF0215,94.36,99.13,4.32,4.03,13.02,17.85,12.21,1.74,7.31
PF0215,99.13,103.89,3.15,2.88,16.75,27.61,14.29,1.07,
PF0216,0.0,4.25,1.42,0.12,0.16,29.26,39.47,14.47,0.45
PF0216,4.25,8.81,5.79,0.39,0.57,11.5,35.67,14.16,0.44
PF0216,8.81,13.38,5.18,0.24,0.34,15.18,30.91,15.96,0.21
PF0216,13.38,17.94,4.02,0.33,0.45,18.23,48.47,22.79,0.56
PF0216,17.94,22.5,5.69,0.43,0.61,14.33,23.13,19.22,0.4
PF0216,22.5,27.7,16.99,6.08,8.58,10.22,20.69,3.25,
PF0216,27.7,32.9,21.53,9.2,12.43,12.06,20.15,2.78,2.79
PF0216,32.9,38.1,9.86,6.98,9.77,18.28,32.36,1.99,1.05
PF0216,38.1,43.3,5.25,4.23,5.89,14.54,34.01,6.2,1.12
PF0216,43.3,48.5,9.82,7.08,9.68,14.46,24.46,3.77,2.72
PF0216,48.5,54.25,8.12,8.02,12.25,14.99,21.4,4.65,6.05
PF0216,54.25,60.0,6.43,6.09,13.88,14.58,17.31,1.92,7.6
PF0216,60.0,65.75,11.69,11.66,23.84,14.5,14.77,1.26,11.54
PF0216,65.75,70.64,4.61,4.52,18.68,20.33,12.45,2.11,8.4
PF0216,70.64,75.53,6.87,6.31,21.65,21.59,16.03,2.13,8.32
PF0216,75.53,80.43,6.61,6.26,21.31,24.21,9.95,1.43,10.81
PF0216,80.43,85.32,5.35,5.08,19.66,26.07,14.87,1.78,25.88
PF0216,85.32,90.21,2.54,2.3,15.27,31.04,17.8,2.2,
PF0216,90.21,95.1,3.62,3.37,17.38,15.31,16.24,1.69,7.56
PF0216,95.1,99.99,4.32,4.05,18.29,17.83,12.78,1.55,
PF0217,0.0,3.25,4.11,0.28,0.39,14.39,29.82,15.53,0.39
PF0217,3.25,8.4,8.94,0.48,0.66,5.9,25.54,15.85,0.37
PF0217,8.4,13.55,5.2,0.64,0.85,7.35,55.29,16.87,0.56
PF0217,13.55,18.7,5.77,0.27,0.39,11.75,34.33,21.21,0.19
PF0217,18.7,23.85,3.22,0.26,0.35,15.28,39.05,14.69,0.47
PF0217,23.85,29.0,4.13,0.14,0.2,12.89,41.95,6.39,
PF0217,29.0,33.75,11.28,5.89,8.28,10.31,36.71,3.23,0.77
PF0217,33.75,38.5,5.38,4.36,6.37,18.56,37.68,6.21,1.36
PF0217,38.5,43.25,10.41,9.78,17.32,16.16,38.46,8.06,2.92
PF0217,43.25,48.0,10.93,10.18,18.57,13.58,41.73,3.66,3.39
PF0217,48.0,52.75,9.57,8.69,14.67,10.74,31.33,4.99,1.77
PF0217,52.75,57.5,14.06,7.37,9.91,9.64,26.91,2.5,
PF0217,57.5,62.25,8.63,5.7,7.7,18.01,23.74,3.44,0.56
PF0217,62.25,68.0,5.63,5.48,16.82,24.46,23.68,2.69,8.39
PF0217,68.0,73.75,5.85,5.07,7.39,19.44,24.51,2.62,
PF0217,73.75,79.5,7.16,5.73,7.72,19.53,23.4,2.86,4.14
PF0217,79.5,84.79,2.6,2.51,9.66,20.26,17.25,1.32,
PF0217,84.79,90.08,2.86,2.83,13.49,28.18,16.04,2.27,10.85
PF0217,90.08,95.38,4.42,4.29,16.89,21.34,15.29,2.28,10.67
PF0217,95.38,100.67,4.21,4.05,18.14,23.2,12.19,0.8,6.04
PF0217,100.67,105.96,8.19,7.78,23.39,18.9,7.03,1.52,5.7
PF0218,0.0,3.5,2.2,0.18,0.24,30.88,28.53,20.58,
PF0218,3.5,8.21,4.43,0.44,0.58,10.65,36.95,23.83,0.51
PF0218,8.21,12.92,3.61,0.2,0.29,12.01,56.64,7.37,0.36
PF0218,12.92,17.62,4.2,0.22,0.29,14.4,35.04,8.91,0.22
PF0218,17.62,22.33,3.6,0.16,0.23,10.23,38.21,22.22,0.21
PF0218,22.33,27.04,3.63,0.23,0.31,12.68,42.52,35.56,0.29
PF0218,27.04,31.75,3.32,0.33,0.45,17.94,44.81,18.14,0.36
PF0218,31.75,37.05,19.81,13.91,19.99,10.84,36.04,5.4,1.24
PF0218,37.05,42.35,11.31,10.92,17.73,10.47,31.75,6.79,
PF0218,42.35,47.65,12.58,8.72,12.55,10.06,21.53,2.77,1.41
PF0218,47.65,52.95,6.86,6.5,8.98,14.03,26.03,1.4,1.45
PF0218,52.95,58.25,9.28,7.35,10.64,13.2,36.96,3.68,1.66
PF0218,58.25,63.25,10.37,10.23,18.2,14.49,21.69,1.18,6.79
PF0218,63.25,68.25,10.21,9.68,20.92,12.87,17.18,3.37,4.49
PF0218,68.25,73.25,8.5,6.86,9.24,12.97,14.4,3.36,5.56
PF0218,73.25,78.21,7.46,6.95,15.62,20.15,9.5,2.03,12.74
PF0218,78.21,83.18,4.89,4.85,19.05,21.84,7.83,3.57,
PF0218,83.18,88.14,6.96,6.52,21.77,21.96,8.48,1.51,8.11
PF0218,88.14,93.11,4.6,4.5,18.66,12.45,9.35,1.44,
PF0218,93.11,98.07,7.12,6.6,21.98,14.16,10.59,1.19,
PF0218,98.07,103.04,7.01,6.75,21.83,13.76,8.31,3.87,24.07
PF0218,103.04,108.0,5.0,4.81,17.72,14.95,10.99,2.58,11.74
PF0219,0.0,3.0,1.24,0.14,0.21,17.67,32.9,42.49,0.49
PF0219,3.0,7.71,5.04,0.44,0.62,15.41,46.38,20.32,0.44
PF0219,7.71,12.43,3.15,0.37,0.52,20.77,42.3,15.13,0.37
PF0219,12.43,17.14,4.38,0.22,0.31,12.65,29.7,15.51,0.26
PF0219,17.14,21.86,5.23,0.4,0.56,13.02,39.68,27.12,
PF0219,21.86,26.57,6.79,0.26,0.38,15.66,25.14,18.42,0.64
PF0219,26.57,31.29,7.98,0.37,0.5,11.62,31.6,22.22,0.48
PF0219,31.29,36.0,2.77,0.23,0.33,17.36,52.79,21.27,0.49
