HOLE_ID,FROM,TO,NI_PCT,CO_PCT,FE_PCT,MGO_PCT,SIO2_PCT,AL2O3_PCT
NL0360,3.4,4.5,1.926,0.097,42.57,1.42,7.95,2.62
NL0360,4.5,5.6,0.83,0.135,43.35,1.46,12.28,1.94
NL0360,5.6,6.7,0.827,0.09,41.15,1.47,8.66,3.07
NL0360,6.7,7.72,0.584,0.015,14.04,13.01,45.76,1.97
NL0360,7.72,8.75,0.464,0.02,12.66,22.86,38.34,1.59
NL0360,8.75,9.78,0.503,0.006,13.54,14.92,41.5,1.36
NL0360,9.78,10.8,0.807,0.015,12.62,19.19,46.81,1.88
NL0360,10.8,11.82,1.145,0.009,12.23,20.4,45.49,1.14
NL0360,11.82,12.85,1.684,0.015,10.99,20.7,47.91,1.51
NL0360,12.85,13.88,2.417,0.018,13.7,12.29,39.18,1.62
NL0360,13.88,14.9,1.328,0.024,14.72,12.21,43.66,1.46
NL0360,14.9,15.92,1.986,0.011,16.11,13.43,39.76,2.2
NL0360,15.92,16.95,4.029,0.031,14.31,15.62,42.01,0.82
NL0360,16.95,17.98,3.879,0.048,16.61,15.29,37.11,1.57
NL0360,17.98,19.0,2.101,0.015,16.79,21.56,22.86,1.05
NL0360,19.0,20.0,0.273,0.011,3.55,47.81,34.56,0.2
NL0360,20.0,21.0,0.17,0.004,6.94,30.84,44.2,0.23
NL0360,21.0,22.0,0.087,0.005,3.61,41.74,40.76,0.22
NL0361,0.0,0.88,0.191,0.005,41.71,0.52,3.19,3.61
NL0361,0.88,1.75,0.219,0.007,37.72,0.51,4.66,4.51
NL0361,1.75,2.62,0.131,0.008,40.04,0.98,5.64,1.57
NL0361,2.62,3.5,0.32,0.011,39.11,0.4,3.78,2.59
NL0361,3.5,4.42,0.447,0.024,48.1,0.91,12.09,2.55
NL0361,4.42,5.34,1.026,0.044,49.07,0.97,10.43,4.07
NL0361,5.34,6.26,0.652,0.108,38.6,2.04,10.3,5.89
NL0361,6.26,7.18,0.864,0.053,41.58,1.67,10.06,5.52
NL0361,7.18,8.1,0.842,0.026,47.35,1.29,8.09,3.48
NL0361,8.1,9.13,0.729,0.009,13.54,22.29,29.21,1.68
NL0361,9.13,10.17,1.18,0.014,12.07,19.69,37.87,1.48
NL0361,10.17,11.2,0.983,0.009,13.16,10.65,37.5,1.48
NL0361,11.2,12.23,0.839,0.004,14.45,15.97,42.26,1.57
NL0361,12.23,13.27,1.234,0.006,7.72,23.28,50.58,1.53
NL0361,13.27,14.3,1.943,0.019,12.95,12.95,46.52,1.5
NL0361,14.3,15.33,1.654,0.024,13.54,18.02,47.82,0.67
NL0361,15.33,16.37,2.616,0.058,10.97,16.07,52.16,0.67
NL0361,16.37,17.4,2.035,0.015,12.94,14.34,51.67,0.88
NL0361,17.4,18.43,2.437,0.057,10.44,19.37,49.04,1.49
NL0361,18.43,19.47,2.896,0.031,13.27,18.39,46.02,0.9
NL0361,19.47,20.5,1.279,0.037,14.97,16.73,47.33,0.86
NL0361,20.5,21.62,0.129,0.003,7.8,23.65,43.52,0.22
NL0361,21.62,22.75,0.151,0.002,5.16,37.74,42.57,0.12
NL0361,22.75,23.88,0.121,0.006,5.52,36.94,42.7,0.31
NL0361,23.88,25.0,0.144,0.011,6.67,27.2,35.59,0.53
NL0362,0.0,1.03,0.213,0.014,47.15,0.37,3.0,3.6
NL0362,1.03,2.05,0.124,0.006,34.06,1.11,3.76,4.25
NL0362,2.05,3.08,0.163,0.021,35.42,0.96,5.38,3.56
NL0362,3.08,4.1,0.161,0.019,38.86,0.88,4.75,3.21
NL0362,4.1,5.05,0.754,0.03,33.39,2.76,11.74,3.35
NL0362,5.05,6.0,0.641,0.026,42.93,1.74,11.16,1.81
NL0362,6.0,6.95,0.724,0.019,37.58,1.43,12.43,4.17
NL0362,6.95,7.9,0.386,0.029,35.59,1.38,9.72,4.17
NL0362,7.9,8.85,0.643,0.082,33.25,2.84,8.9,3.65
NL0362,8.85,9.8,0.912,0.035,38.58,1.7,8.06,2.01
NL0362,9.8,10.75,1.408,0.016,11.75,20.21,35.57,0.38
NL0362,10.75,11.7,1.559,0.014,12.77,15.03,37.54,0.46
NL0362,11.7,12.65,1.938,0.017,12.57,10.58,42.73,1.19
NL0362,12.65,13.6,2.209,0.036,14.74,17.21,38.55,0.54
NL0362,13.6,14.55,3.389,0.029,9.87,27.79,41.3,0.45
NL0362,14.55,15.5,3.932,0.053,10.9,18.77,48.0,0.57
NL0362,15.5,16.75,0.693,0.034,6.12,25.75,46.36,0.26
NL0362,16.75,18.0,0.4,0.06,5.81,30.51,47.14,0.72
NL0363,0.0,1.25,0.193,0.016,49.27,0.64,4.12,10.28
NL0363,1.25,2.5,0.335,0.019,49.85,0.55,3.54,7.77
NL0363,2.5,3.56,0.771,0.031,47.7,2.57,5.63,0.91
NL0363,3.56,4.62,0.71,0.018,37.44,1.85,7.94,1.45
NL0363,4.62,5.68,0.959,0.045,38.98,1.48,8.99,5.79
NL0363,5.68,6.74,0.972,0.054,38.8,2.45,11.2,2.61
NL0363,6.74,7.8,0.507,0.036,42.68,2.41,8.6,2.14
NL0363,7.8,8.8,0.456,0.005,18.5,11.49,29.8,1.74
NL0363,8.8,9.8,0.992,0.028,14.62,12.67,30.88,1.83
NL0363,9.8,10.8,0.945,0.027,15.49,14.0,31.13,1.12
NL0363,10.8,11.8,0.992,0.029,14.44,12.69,32.28,0.77
NL0363,11.8,12.8,1.782,0.055,10.88,18.86,37.73,0.3
NL0363,12.8,13.8,1.787,0.016,14.39,11.42,33.18,0.67
NL0363,13.8,14.8,2.519,0.026,12.55,18.98,47.28,0.56
NL0363,14.8,15.8,2.988,0.038,12.63,18.23,46.82,1.05
NL0363,15.8,16.8,3.627,0.042,9.08,21.91,47.88,0.56
NL0363,16.8,17.8,2.354,0.031,8.82,21.86,49.76,0.74
NL0363,17.8,18.8,2.331,0.092,12.46,15.29,50.87,0.94
NL0363,18.8,19.8,2.676,0.088,14.11,11.06,51.36,1.89
NL0363,19.8,20.9,0.393,0.026,5.7,30.9,30.21,0.65
NL0363,20.9,22.0,0.378,0.059,5.07,50.38,28.52,1.3
NL0364,0.0,0.9,0.222,0.02,35.33,1.42,4.99,15.98
NL0364,0.9,1.8,0.226,0.012,32.28,0.96,6.07,9.36
NL0364,1.8,2.7,0.325,0.01,37.38,0.45,5.14,7.12
NL0364,2.7,3.71,0.905,0.055,41.23,1.82,8.69,3.9
NL0364,3.71,4.73,0.848,0.048,45.74,1.86,8.3,5.53
NL0364,4.73,5.74,0.774,0.073,42.15,1.78,7.7,3.24
NL0364,5.74,6.76,1.109,0.082,45.68,1.97,8.92,4.75
NL0364,6.76,7.77,0.87,0.103,50.71,2.0,8.33,3.94
NL0364,7.77,8.79,1.432,0.11,53.72,1.01,6.52,1.7
NL0364,8.79,9.8,0.782,0.056,53.4,1.41,5.76,3.42
NL0364,9.8,10.79,0.613,0.007,23.28,12.62,26.42,2.14
NL0364,10.79,11.79,0.899,0.01,16.36,21.89,29.73,0.92
NL0364,11.79,12.78,1.044,0.031,11.27,26.22,42.96,1.34
NL0364,12.78,13.78,1.257,0.041,12.82,20.81,44.97,1.2
NL0364,13.78,14.77,1.072,0.029,8.85,22.74,50.44,0.77
NL0364,14.77,15.76,2.163,0.022,12.48,25.79,31.82,0.94
NL0364,15.76,16.76,2.58,0.021,11.65,15.13,33.69,0.47
NL0364,16.76,17.75,1.626,0.03,13.37,13.69,36.79,1.1
NL0364,17.75,18.74,1.73,0.027,12.92,18.72,35.98,0.86
NL0364,18.74,19.74,1.162,0.045,10.43,20.83,49.9,0.83
NL0364,19.74,20.73,1.129,0.026,8.02,25.85,48.45,0.76
NL0364,20.73,21.72,2.233,0.078,14.6,10.82,52.36,1.01
NL0364,21.72,22.72,1.085,0.035,11.7,12.02,54.43,3.39
NL0364,22.72,23.71,2.211,0.069,13.45,17.32,41.11,2.48
NL0364,23.71,24.71,3.541,0.054,11.49,18.54,40.38,2.71
NL0364,24.71,25.7,1.103,0.035,10.43,28.99,41.15,1.5
NL0364,25.7,26.69,1.521,0.028,11.41,22.48,45.51,1.73
NL0364,26.69,27.69,2.039,0.038,10.03,26.96,41.84,2.0
NL0364,27.69,28.68,2.769,0.039,11.74,28.1,29.52,2.61
NL0364,28.68,29.68,2.14,0.037,12.35,27.05,38.66,1.87
NL0364,29.68,30.67,1.282,0.018,12.38,25.11,40.74,2.79
NL0364,30.67,31.66,1.018,0.022,16.8,16.8,29.94,1.89
NL0364,31.66,32.66,1.535,0.031,10.41,26.33,43.91,0.89
NL0364,32.66,33.65,1.261,0.014,17.54,13.84,34.97,1.45
NL0364,33.65,34.64,2.011,0.021,20.37,11.83,24.24,1.87
NL0364,34.64,35.64,2.909,0.027,20.29,16.26,27.64,1.37
NL0364,35.64,36.63,1.949,0.031,11.05,28.83,38.78,2.08
NL0364,36.63,37.62,1.781,0.03,12.98,16.46,47.36,3.32
NL0364,37.62,38.62,1.141,0.045,16.85,19.74,39.95,2.71
NL0364,38.62,39.61,1.903,0.122,13.76,24.66,34.95,2.29
NL0364,39.61,40.61,1.536,0.046,10.25,29.45,38.6,3.29
NL0364,40.61,41.6,1.991,0.037,10.98,19.05,46.61,4.06
NL0364,41.6,42.7,0.123,0.01,3.53,36.88,45.31,0.6
NL0364,42.7,43.8,0.216,0.012,4.13,41.82,39.28,0.7
NL0364,43.8,44.9,0.193,0.007,4.36,36.69,43.89,0.93
NL0364,44.9,46.0,0.192,0.005,4.38,36.71,44.34,0.43
NL0365,0.0,0.85,0.757,0.046,52.71,0.41,4.62,5.66
NL0365,0.85,1.7,0.392,0.027,43.58,0.63,4.75,9.54
NL0365,1.7,2.71,0.668,0.061,45.18,2.0,9.36,7.91
NL0365,2.71,3.73,0.922,0.053,41.95,1.85,10.55,6.1
NL0365,3.73,4.74,1.287,0.099,41.59,1.36,9.04,6.94
NL0365,4.74,5.75,1.029,0.061,51.57,1.23,7.34,3.67
NL0365,5.75,6.76,1.071,0.079,52.24,2.96,6.22,2.67
NL0365,6.76,7.78,1.209,0.148,50.19,1.45,6.11,6.95
NL0365,7.78,8.79,0.741,0.077,43.89,2.46,8.32,9.1
NL0365,8.79,9.8,1.271,0.269,46.31,2.05,8.31,3.25
NL0365,9.8,10.77,1.581,0.054,18.28,21.79,21.73,0.7
NL0365,10.77,11.74,1.382,0.064,19.25,18.06,24.34,2.44
NL0365,11.74,12.71,1.857,0.031,20.97,15.04,27.39,2.76
NL0365,12.71,13.69,1.359,0.02,17.1,29.12,28.44,1.92
NL0365,13.69,14.66,1.124,0.024,11.79,36.6,31.54,1.54
NL0365,14.66,15.63,2.751,0.023,7.08,38.41,35.26,0.69
NL0365,15.63,16.6,2.024,0.017,8.75,33.97,37.12,1.81
NL0365,16.6,17.7,0.206,0.012,5.24,36.26,38.85,0.41
NL0365,17.7,18.8,0.343,0.015,3.48,44.04,37.95,0.57
NL0365,18.8,19.9,0.295,0.009,4.66,37.09,43.05,0.81
NL0365,19.9,21.0,0.194,0.009,3.89,41.27,40.51,0.4
NL0366,0.0,1.3,0.464,0.026,51.47,0.34,4.46,2.48
NL0366,1.3,2.26,0.671,0.07,53.5,0.89,7.44,2.25
NL0366,2.26,3.21,0.757,0.072,47.14,1.78,10.72,1.77
NL0366,3.21,4.17,0.471,0.049,51.38,1.02,7.89,4.97
NL0366,4.17,5.12,0.474,0.045,50.54,1.34,7.95,5.8
NL0366,5.12,6.08,0.5,0.033,53.95,1.01,7.55,1.64
NL0366,6.08,7.03,0.856,0.095,52.85,1.44,7.61,2.17
NL0366,7.03,7.99,0.36,0.035,50.95,1.3,9.23,4.12
NL0366,7.99,8.94,0.719,0.02,52.83,0.75,6.33,4.44
NL0366,8.94,9.9,0.737,0.081,36.47,2.03,9.86,6.88
NL0366,9.9,10.93,1.679,0.151,9.22,24.72,44.54,3.23
NL0366,10.93,11.96,1.814,0.064,16.38,14.53,37.58,1.28
NL0366,11.96,12.99,1.543,0.073,19.82,11.69,33.4,2.07
NL0366,12.99,14.02,2.267,0.137,23.02,11.08,23.4,1.86
NL0366,14.02,15.05,1.175,0.081,21.8,13.14,29.09,1.56
NL0366,15.05,16.08,1.434,0.065,17.71,16.44,37.45,3.07
NL0366,16.08,17.11,1.372,0.07,11.31,31.71,35.7,2.58
NL0366,17.11,18.14,1.969,0.046,13.96,25.65,35.44,2.37
NL0366,18.14,19.17,1.543,0.017,10.85,35.93,31.54,3.04
NL0366,19.17,20.2,1.091,0.018,8.75,31.55,40.83,1.7
NL0366,20.2,21.13,0.161,0.009,4.37,48.75,31.89,0.9
NL0366,21.13,22.07,0.135,0.008,6.47,40.81,36.22,0.62
NL0366,22.07,23.0,0.123,0.006,4.34,48.5,32.5,0.63
NL0367,0.0,0.9,0.608,0.046,44.26,0.28,3.22,1.62
NL0367,0.9,1.8,0.353,0.032,38.35,0.38,4.79,1.5
NL0367,1.8,2.86,1.211,0.102,43.98,1.28,7.35,1.4
NL0367,2.86,3.92,1.692,0.368,40.08,1.71,7.92,1.27
NL0367,3.92,4.98,0.993,0.351,31.23,1.85,10.26,1.5
NL0367,4.98,6.04,0.398,0.039,40.6,1.58,7.17,2.6
NL0367,6.04,7.1,0.725,0.041,49.95,0.77,6.78,2.62
NL0367,7.1,8.1,1.195,0.025,16.42,14.4,31.44,0.65
NL0367,8.1,9.1,0.734,0.007,16.23,23.44,31.42,0.68
NL0367,9.1,10.1,0.524,0.007,20.09,10.55,36.85,1.96
NL0367,10.1,11.1,0.986,0.019,17.99,11.6,26.63,1.5
NL0367,11.1,12.1,0.873,0.037,13.93,25.22,39.31,1.15
NL0367,12.1,13.1,1.411,0.057,11.39,27.71,40.79,1.34
NL0367,13.1,14.1,1.494,0.049,14.35,12.27,44.54,2.14
NL0367,14.1,15.1,2.163,0.081,23.83,7.77,30.6,1.81
NL0367,15.1,16.1,4.3,0.104,21.14,16.72,25.37,2.26
NL0367,16.1,17.08,0.31,0.018,6.62,19.59,39.22,0.43
NL0367,17.08,18.05,0.233,0.04,6.34,30.3,34.17,1.08
NL0367,18.05,19.02,0.257,0.019,3.34,51.76,30.34,0.77
NL0367,19.02,20.0,0.37,0.02,5.49,25.75,43.76,1.43
NL0368,0.0,0.87,0.292,0.018,52.85,0.18,3.06,8.81
NL0368,0.87,1.73,0.249,0.012,49.0,0.31,2.89,13.54
NL0368,1.73,2.6,0.254,0.017,52.48,0.23,3.74,5.41
NL0368,2.6,3.64,0.723,0.094,53.8,0.89,5.73,3.42
NL0368,3.64,4.68,1.872,0.302,46.47,0.79,7.3,1.83
NL0368,4.68,5.72,0.93,0.175,45.82,1.18,6.02,2.48
NL0368,5.72,6.76,0.974,0.362,40.56,1.2,6.15,2.6
NL0368,6.76,7.8,1.036,0.199,35.71,1.97,9.2,2.67
NL0368,7.8,8.82,1.139,0.042,14.36,11.38,37.12,0.84
NL0368,8.82,9.83,1.188,0.025,16.47,13.45,32.71,0.62
NL0368,9.83,10.85,1.208,0.019,19.89,14.43,27.75,1.06
NL0368,10.85,11.87,0.971,0.025,23.73,10.28,25.93,0.83
NL0368,11.87,12.88,0.78,0.017,20.79,10.29,20.01,1.51
NL0368,12.88,13.9,2.099,0.046,16.41,24.73,25.95,2.9
NL0368,13.9,14.92,0.186,0.017,4.6,46.42,30.96,1.76
NL0368,14.92,15.95,0.146,0.014,2.76,53.03,29.73,1.09
NL0368,15.95,16.98,0.279,0.019,5.48,26.97,37.07,1.31
NL0368,16.98,18.0,0.148,0.023,7.42,15.43,37.02,0.98
NL0369,0.0,0.8,0.408,0.033,49.54,0.21,3.43,12.11
NL0369,0.8,1.72,0.614,0.091,41.22,0.94,7.14,3.04
NL0369,1.72,2.63,0.531,0.031,46.29,1.55,6.98,5.75
NL0369,2.63,3.55,0.453,0.037,46.33,1.69,7.78,3.98
NL0369,3.55,4.47,0.841,0.037,44.02,1.45,9.24,7.16
NL0369,4.47,5.38,0.775,0.061,46.45,1.1,8.09,2.6
NL0369,5.38,6.3,1.419,0.061,40.15,1.46,7.34,1.16
NL0369,6.3,7.27,1.199,0.063,18.87,10.7,23.7,0.66
NL0369,7.27,8.24,1.151,0.045,12.52,13.46,46.65,1.59
NL0369,8.24,9.21,1.469,0.046,12.87,12.32,44.54,0.99
NL0369,9.21,10.19,0.717,0.025,14.44,14.44,45.2,0.65
NL0369,10.19,11.16,1.118,0.025,7.89,26.83,47.49,0.94
NL0369,11.16,12.13,1.277,0.023,12.87,25.89,36.23,1.33
NL0369,12.13,13.1,1.108,0.009,19.23,17.53,34.38,0.74
NL0369,13.1,14.05,0.132,0.006,9.87,25.11,26.05,0.47
NL0369,14.05,15.0,0.109,0.008,9.58,28.36,24.91,0.81
NL0370,0.0,0.7,0.358,0.046,33.27,0.65,5.05,14.24
NL0370,0.7,1.62,0.917,0.081,49.07,1.01,5.78,9.79
NL0370,1.62,2.53,1.474,0.108,27.49,3.01,8.08,8.95
NL0370,2.53,3.45,1.064,0.131,32.32,3.67,11.13,7.6
NL0370,3.45,4.37,0.726,0.109,44.65,2.18,8.91,3.11
NL0370,4.37,5.28,0.537,0.054,50.62,1.25,8.77,4.44
NL0370,5.28,6.2,0.401,0.029,49.21,1.03,10.65,5.42
NL0370,6.2,7.17,1.067,0.017,15.26,18.37,36.84,1.73
NL0370,7.17,8.15,2.058,0.033,13.43,11.73,34.66,0.96
NL0370,8.15,9.12,1.062,0.024,15.19,13.44,30.43,1.06
NL0370,9.12,10.09,1.896,0.077,12.95,22.48,42.66,1.84
NL0370,10.09,11.06,1.904,0.058,12.63,15.75,49.93,1.76
NL0370,11.06,12.04,2.195,0.085,10.84,27.79,40.23,1.58
NL0370,12.04,13.01,1.636,0.025,11.4,18.1,43.22,3.69
NL0370,13.01,13.98,2.619,0.037,13.58,17.84,41.99,2.23
NL0370,13.98,14.95,2.493,0.02,13.31,31.07,32.04,2.67
NL0370,14.95,15.93,1.673,0.052,22.8,19.71,23.22,1.39
NL0370,15.93,16.9,1.563,0.043,17.71,20.71,24.93,1.22
NL0370,16.9,17.95,0.213,0.022,6.19,32.83,21.48,1.43
NL0370,17.95,19.0,0.297,0.023,5.37,31.78,39.03,1.32
NL0371,0.0,1.1,0.151,0.011,49.82,0.22,4.45,11.89
NL0371,1.1,2.2,0.43,0.03,46.45,0.31,4.66,9.64
NL0371,2.2,3.3,0.332,0.02,53.11,0.47,4.21,6.94
NL0371,3.3,4.34,0.782,0.164,50.55,1.77,10.15,2.61
NL0371,4.34,5.39,0.937,0.224,45.28,1.2,13.76,4.98
NL0371,5.39,6.43,1.084,0.171,35.66,3.02,13.79,4.74
NL0371,6.43,7.48,0.853,0.149,40.02,2.9,15.92,3.41
NL0371,7.48,8.52,0.889,0.309,47.08,1.64,9.54,7.99
NL0371,8.52,9.57,1.323,0.226,37.87,1.52,11.37,3.48
NL0371,9.57,10.61,1.474,0.223,34.71,2.22,11.66,1.87
NL0371,10.61,11.66,1.402,0.042,32.18,2.71,20.1,4.46
NL0371,11.66,12.7,1.928,0.057,33.53,2.86,15.63,5.88
NL0371,12.7,13.7,1.53,0.057,15.63,13.1,37.45,2.42
NL0371,13.7,14.7,1.368,0.02,17.04,14.84,32.74,1.3
NL0371,14.7,15.7,1.051,0.018,17.98,15.64,30.3,2.41
NL0371,15.7,16.7,1.863,0.027,15.87,18.35,28.3,1.02
NL0371,16.7,17.7,2.282,0.026,17.57,11.72,24.58,1.02
NL0371,17.7,18.7,3.152,0.066,13.29,11.25,31.75,1.2
NL0371,18.7,19.7,6.109,0.091,13.57,9.56,32.01,1.62
NL0371,19.7,20.7,4.21,0.149,11.06,21.63,38.52,2.87
NL0371,20.7,21.7,1.821,0.075,8.44,32.53,39.23,1.76
NL0371,21.7,22.7,2.458,0.056,7.3,41.13,32.03,1.2
NL0371,22.7,23.8,0.26,0.011,4.39,37.82,42.97,0.58
NL0371,23.8,24.9,0.229,0.004,4.58,52.37,28.15,0.63
NL0371,24.9,26.0,0.235,0.012,4.84,54.32,25.86,0.58
NL0372,0.0,1.1,0.161,0.035,47.96,0.2,5.71,4.03
NL0372,1.1,2.2,0.159,0.026,51.99,0.11,4.48,8.84
NL0372,2.2,3.3,0.247,0.028,51.7,0.27,4.22,9.25
NL0372,3.3,4.4,0.206,0.042,48.23,0.56,3.87,14.3
NL0372,4.4,5.36,1.163,0.107,40.81,1.97,11.03,14.68
NL0372,5.36,6.31,1.095,0.065,36.57,1.73,10.72,11.82
NL0372,6.31,7.27,0.69,0.207,42.31,2.1,9.76,5.35
NL0372,7.27,8.23,0.407,0.089,51.16,1.13,8.1,4.99
NL0372,8.23,9.19,0.454,0.069,43.71,1.17,11.36,5.25
NL0372,9.19,10.14,0.907,0.068,42.33,1.43,10.86,7.28
NL0372,10.14,11.1,0.59,0.054,48.66,1.5,11.36,2.67
NL0372,11.1,12.08,1.475,0.015,11.38,26.16,42.06,1.62
NL0372,12.08,13.07,2.073,0.047,14.06,19.36,43.49,2.34
NL0372,13.07,14.05,1.765,0.037,18.83,17.31,29.8,1.41
NL0372,14.05,15.03,2.583,0.048,16.0,11.75,41.26,1.19
NL0372,15.03,16.02,3.313,0.054,17.52,11.34,32.35,1.62
NL0372,16.02,17.0,4.489,0.109,19.96,6.98,31.75,1.66
NL0372,17.0,18.0,0.913,0.05,5.83,21.65,24.78,1.14
NL0372,18.0,19.0,1.054,0.053,4.46,25.84,31.92,1.49
NL0372,19.0,20.0,0.761,0.02,4.3,34.02,39.85,1.39
NL0372,20.0,21.0,0.729,0.036,4.3,21.68,43.77,3.15
NL0373,0.0,0.98,0.467,0.023,37.69,0.36,4.43,3.38
NL0373,0.98,1.95,0.397,0.016,38.72,0.3,3.91,4.34
NL0373,1.95,2.92,0.831,0.037,30.4,0.52,4.57,6.29
NL0373,2.92,3.9,0.61,0.042,30.31,0.36,5.74,4.81
NL0373,3.9,4.87,1.323,0.567,41.39,1.16,9.8,1.59
NL0373,4.87,5.83,1.221,0.26,40.81,0.84,10.59,2.71
NL0373,5.83,6.8,0.766,0.216,43.22,0.86,10.13,5.36
NL0373,6.8,7.77,0.886,0.308,33.36,1.74,10.63,4.22
NL0373,7.77,8.73,0.413,0.095,46.19,2.06,8.31,7.56
NL0373,8.73,9.7,0.532,0.06,37.76,2.29,10.89,4.41
NL0373,9.7,10.72,0.487,0.021,12.49,26.85,40.7,1.94
NL0373,10.72,11.73,0.728,0.018,8.0,38.25,36.36,1.0
NL0373,11.73,12.75,0.631,0.014,10.81,25.81,44.39,1.52
NL0373,12.75,13.77,0.644,0.029,13.32,17.28,48.09,2.01
NL0373,13.77,14.78,1.443,0.052,12.96,19.62,33.24,2.27
NL0373,14.78,15.8,2.842,0.033,16.19,11.31,27.29,1.04
NL0373,15.8,16.82,1.185,0.032,14.79,16.63,28.71,1.24
NL0373,16.82,17.83,2.965,0.132,14.16,21.51,34.79,1.01
NL0373,17.83,18.85,3.662,0.151,16.35,12.84,33.03,0.66
NL0373,18.85,19.87,3.322,0.101,17.31,11.82,30.04,1.46
NL0373,19.87,20.88,2.218,0.037,12.85,18.54,31.57,1.3
NL0373,20.88,21.9,1.478,0.019,13.75,19.9,31.47,0.61
NL0373,21.9,22.92,1.409,0.022,11.39,19.1,46.19,1.2
NL0373,22.92,23.93,1.594,0.028,11.66,17.42,39.13,1.06
NL0373,23.93,24.95,1.145,0.034,13.53,20.98,42.52,1.8
NL0373,24.95,25.97,1.309,0.082,14.32,20.94,33.85,2.37
NL0373,25.97,26.98,2.002,0.04,15.67,23.97,27.33,1.53
NL0373,26.98,28.0,2.62,0.044,13.92,19.92,33.77,1.76
NL0373,28.0,29.0,0.312,0.014,8.11,41.93,23.07,0.95
NL0373,29.0,30.0,0.309,0.008,4.53,51.58,28.72,0.82
NL0373,30.0,31.0,0.156,0.003,5.44,46.26,32.82,0.94
NL0373,31.0,32.0,0.29,0.009,6.64,29.85,38.88,0.7
NL0374,0.0,1.05,0.169,0.012,49.79,0.27,1.96,14.35
NL0374,1.05,2.1,0.263,0.015,49.72,0.54,3.36,10.2
NL0374,2.1,3.15,0.172,0.008,54.22,0.33,2.62,7.3
NL0374,3.15,4.2,0.292,0.006,36.6,0.52,4.11,5.73
NL0374,4.2,5.18,0.459,0.033,27.47,3.92,12.96,2.54
NL0374,5.18,6.16,0.819,0.042,28.7,2.42,10.55,2.0
NL0374,6.16,7.14,1.265,0.052,38.62,1.13,10.09,3.05
NL0374,7.14,8.12,1.252,0.046,40.44,1.53,9.16,4.29
NL0374,8.12,9.1,1.227,0.05,42.93,2.43,8.75,4.84
NL0374,9.1,10.14,1.011,0.02,14.85,25.03,32.81,1.42
NL0374,10.14,11.18,0.834,0.011,12.72,23.81,34.86,1.53
NL0374,11.18,12.21,1.066,0.028,13.47,15.48,48.15,2.3
NL0374,12.21,13.25,1.795,0.025,12.69,13.96,36.02,2.85
NL0374,13.25,14.29,1.402,0.013,10.16,32.91,37.26,1.5
NL0374,14.29,15.32,1.12,0.012,6.72,34.61,41.01,1.32
NL0374,15.32,16.36,2.335,0.021,12.68,21.82,41.28,1.01
NL0374,16.36,17.4,1.817,0.032,14.64,14.08,38.13,0.9
NL0374,17.4,18.27,0.278,0.015,6.74,25.1,31.69,0.44
NL0374,18.27,19.13,0.376,0.013,6.36,18.25,36.0,0.99
NL0374,19.13,20.0,0.35,0.017,7.02,14.1,35.53,0.86
NL0375,0.0,1.07,0.223,0.005,50.44,0.63,3.08,11.89
NL0375,1.07,2.13,0.305,0.014,43.61,0.58,2.88,21.79
NL0375,2.13,3.2,0.137,0.007,46.27,0.4,2.62,18.64
NL0375,3.2,4.14,0.495,0.057,52.6,1.64,4.07,5.72
NL0375,4.14,5.08,0.433,0.042,43.85,1.38,5.82,4.75
NL0375,5.08,6.02,0.258,0.02,52.17,1.29,5.45,6.32
NL0375,6.02,6.96,0.313,0.023,43.55,2.01,9.76,3.58
NL0375,6.96,7.9,0.38,0.032,44.78,1.52,8.47,5.08
NL0375,7.9,8.93,0.448,0.037,11.88,27.92,40.23,2.24
NL0375,8.93,9.97,1.119,0.018,16.4,19.52,31.53,1.65
NL0375,9.97,11.0,1.415,0.026,13.9,21.05,36.76,1.44
NL0375,11.0,12.03,2.146,0.043,11.58,17.72,49.69,1.25
NL0375,12.03,13.07,1.99,0.103,15.98,14.67,35.28,1.19
NL0375,13.07,14.1,4.663,0.112,14.04,10.36,35.33,0.68
NL0375,14.1,15.13,2.58,0.018,13.4,15.81,27.11,0.69
NL0375,15.13,16.17,3.008,0.022,13.57,12.96,32.18,1.02
NL0375,16.17,17.2,4.797,0.034,12.19,19.97,43.39,1.06
NL0375,17.2,18.1,0.433,0.014,4.78,38.39,41.76,0.45
NL0375,18.1,19.0,0.255,0.037,4.17,47.57,33.6,0.51
NL0376,0.0,1.13,0.477,0.035,43.58,0.25,4.43,4.41
NL0376,1.13,2.27,0.317,0.017,53.2,0.31,3.16,8.04
NL0376,2.27,3.4,0.405,0.017,55.67,0.31,3.85,3.71
NL0376,3.4,4.47,0.469,0.062,49.72,1.22,4.4,10.63
NL0376,4.47,5.53,0.317,0.071,52.33,1.0,5.64,6.04
NL0376,5.53,6.6,0.578,0.091,50.59,1.18,5.47,8.16
NL0376,6.6,7.67,0.753,0.083,45.01,1.98,9.17,4.38
NL0376,7.67,8.73,0.384,0.027,42.57,2.4,7.66,3.88
NL0376,8.73,9.8,0.627,0.054,42.15,2.7,6.69,6.95
NL0376,9.8,10.76,0.844,0.014,17.18,13.99,26.05,1.4
NL0376,10.76,11.73,0.681,0.009,12.86,29.12,30.44,2.4
NL0376,11.73,12.69,1.044,0.032,15.96,14.01,33.04,4.36
NL0376,12.69,13.65,1.511,0.052,21.92,10.05,23.4,4.43
